R_D,IG_TS,OG_TS,TRK_ID,TRK_KEY,CHASSIS_NO,BAT_NO,ITEM_NO,ISO,OPERATION_METHOD,EIR_ID,LANE_NO_IN,LANE_NO_OUT
D,45474.92465277778,45474.97609953704,51D64154,25743053,51R04107,64154,DJLU2182240,2200,GTHA,D38618172,D01,B08
R,45474.92475694444,45474.967453703706,50H45935,25743054,51R08615,45935,YMMU6254822,4500,HBCX,R38618178,A01,A05
D,45474.92475694444,45474.967453703706,50H45935,25743054,51R08615,45935,MRKU7998070,2200,GTHA,D38618182,A01,A05
R,45474.924791666665,45474.9571875,50H32821,25743055,50RM01226,32821,CAIU6525955,2200,HBCX,R38618180,A03,A05
R,45474.92482638889,45474.96980324074,61H04877,25743056,15R13485,04877,HAHU2044572,2200,NHAR,R38618155,E04,A06
D,45474.92482638889,45474.96980324074,61H04877,25743056,15R13485,04877,HALU2045387,2200,GTHA,D38618174,E04,A06
R,45474.92497685185,45474.94457175926,51D33649,25743057,51R10471,33649,TEMU8586505,4500,HBCX,R38618185,A02,G04
D,45474.92511574074,45474.94457175926,60H09252,25743058,60R06072,09252,TCNU5176702,4500,GTHA,D38618186,B04,A06
R,45474.92542824074,45474.94121527778,50H19846,25743059,51R06695,19846,FCIU5621802,2200,HBCX,R38618188,A02,A06
R,45474.92555555556,45474.94118055556,61H00015,25743060,61R0676,00015,MRKU5322030,4500,HBCX,R38618181,B03,B09
D,45474.92569444444,45474.97318287037,50H01483,25743061,51R50955,01483,FANU1830307,4500,GTHA,D38618189,B04,G04
D,45474.92581018519,45474.94136574074,51D37665,25743062,51R27055,37665,ONEU1578303,4500,GTHA,D38618190,G02,G04
D,45474.925833333335,45474.940416666665,50H06676,25743063,51R03534,06676,NSSU7088667,4500,GTHA,D38618191,A03,A06
R,45474.92591435185,45474.939155092594,51C54168,25743064,50RM02168,54168,ONEU1073029,4500,HBCX,R38618195,A01,E01
D,45474.92594907407,45474.9531712963,51D05829,25743065,51R11762,05829,YMMU6923208,4500,GTHA,D38618193,A01,B09
R,45474.92594907407,45474.9531712963,51D05829,25743065,51R11762,05829,OOCU8282452,4500,HBCX,R38618192,A01,B09
D,45474.926041666666,45474.9377662037,70C07833,25743066,70R00783,07833,OOLU9942264,4500,GTHA,D38618194,G02,G04
R,45474.926145833335,45474.96428240741,61C44497,25743067,61R0122,44497,ONEU5092937,4500,HBCX,R38618199,A03,G04
D,45474.92616898148,45474.93717592592,51C63453,25743068,51R11950,63453,SITU2861068,2200,GTHA,D38618197,G02,G04
D,45474.92616898148,45474.98539351852,61C24365,25743069,61R04401,24365,IAAU1893849,4500,GTHA,D38618208,B02,A05
R,45474.92616898148,45474.98539351852,61C24365,25743069,61R04401,24365,BEAU2488355,2200,HBCX,R38618200,B02,A05
D,45474.92625,45475.21021990741,60C17285,25743070,60R07191,17285,WHLU5607019,4500,CAPR,E38618566,B04,E01
R,45474.92625,45475.21021990741,60C17285,25743070,60R07191,17285,TRHU6282934,4500,HBCX,R38618202,B04,E01
D,45474.92631944444,45474.95355324074,50H16373,25743071,50RM00600,16373,MSKU1784134,4500,GTHA,D38618198,D02,B09
D,45474.926458333335,45474.9468287037,50H23391,25743072,,23391,TEMU6506687,4500,CAPR,E38618184,E02,E01
R,45474.926469907405,366.0,61C28787,25743073,61R03460,28787,TXGU7391055,4500,HBCX,R38618206,A03,
R,45474.926574074074,45474.967986111114,81H00047,25743075,51R21705,00047,SEGU2558290,2200,NHAR,R38618176,E02,B08
D,45474.926574074074,45474.967986111114,81H00047,25743075,51R21705,00047,FTAU1763460,2200,GTHA,D38618205,E02,B08
R,45474.926574074074,45474.967986111114,81H00047,25743075,51R21705,00047,SITU2643723,2200,NHAR,R38618187,E02,B08
D,45474.926574074074,45474.94082175926,51D16112,25743076,51R23231,16112,NSJU0000106,2200,GTHA,D38618203,B03,B08
R,45474.92659722222,45474.99358796296,50H00851,25743077,51R26818,00851,BEAU2739039,2200,NHAR,R38618145,D02,A05
D,45474.92659722222,45474.99358796296,50H00851,25743077,51R26818,00851,KOCU4865800,4500,GTHA,D38618204,D02,A05
D,45474.926712962966,45474.94193287037,50H18068,25743078,51R18603,18068,KKTU8137435,2200,GTHA,D38618207,D02,B08
D,45474.92704861111,45474.96105324074,50H13241,25743079,51R19990,13241,YMLU3584410,2200,GTHA,D38618211,A01,B08
D,45474.92704861111,45474.96105324074,50H13241,25743079,51R19990,13241,GAOU2268190,2200,GTHA,D38618210,A01,B08
D,45474.927094907405,45474.99072916667,50H05815,25743080,51R10312,05815,SITU2664460,2200,GTHA,D38618212,B03,A05
R,45474.927094907405,45474.97261574074,50H35688,25743081,,35688,HAHU2054647,2200,NHAR,R38618151,E04,A06
R,45474.92710648148,45474.94248842593,50LD15079,25743082,51R26612,15079,KMTU7448504,2200,HBCX,R38618213,A02,B09
D,45474.927141203705,45474.94222222222,62G00091,25743083,62R00975,00091,PCIU1353189,2200,GTHA,D38617499,B02,B09
R,45474.92722222222,45474.937002314815,50H05239,25743084,51R25426,05239,SUDU7600140,2200,HBCX,R38618215,B04,B08
D,45474.927256944444,45474.94873842593,51C11878,25743085,51R14556,11878,TWCU2156484,2200,GTHA,D38618214,D01,B09
R,45474.92744212963,45474.954039351855,94H00277,25743086,94R00067,00277,SEKU9335945,4530,HBCX,R38618219,D02,G04
D,45474.92753472222,45474.98217592593,51D15259,25743087,51R15678,15259,CSLU2147631,2200,GTHA,D38618216,D01,B09
R,45474.92753472222,45474.98217592593,51D15259,25743087,51R15678,15259,FLNU5027128,2270,NHAR,R38618183,D01,B09
R,45474.92774305555,45474.934212962966,50H23671,25743088,51R50795,23671,KOCU2172026,2200,HBCX,R38618222,B02,E01
D,45474.927766203706,45475.00890046296,50H43039,25743089,50RM02186,43039,WHSU2389602,2200,GTHA,D38618217,G02,B09
R,45474.927824074075,45474.94584490741,50H04548,25743090,51R08557,04548,SEKU6592770,4500,HBCX,R38618223,A02,G04
D,45474.927824074075,45474.94584490741,50H04548,25743090,51R08557,04548,CAIU4349749,4500,GTHA,D38618228,A02,G04
D,45474.9278587963,45474.96273148148,51D48031,25743091,51R07686,48031,GAOU2144435,2200,GTHA,D38618220,A01,A06
R,45474.927928240744,45474.94881944444,60C20293,25743092,51R31289,20293,BSIU3157665,2200,HBCX,R38618224,A03,A05
D,45474.92804398148,45474.99087962963,51D30474,25743093,51R21013,30474,WHSU0204525,2200,GTHA,D38618221,A03,B08
D,45474.92824074074,45474.97054398148,50H17521,25743094,51R34766,17521,WHSU4061607,4200,GTHA,D38618226,B04,B08
R,45474.928298611114,45474.96386574074,65C07101,25743095,65R00313,07101,TTNU8079761,4530,HBCX,R38618227,D02,B09
R,45474.92833333334,45474.96533564815,51C69129,25743096,51R05467,69129,CXRU1339714,4530,HBCX,R38618229,D02,B08
R,45474.928506944445,45474.95381944445,51D15870,25743097,51R04996,15870,TRHU7993881,4500,HBCX,R38618232,B02,G04
D,45474.92854166667,45474.944756944446,51D04876,25743098,51R17374,04876,DRYU9951636,4500,GTHA,D38618230,G02,G03
R,45474.92864583333,45474.94296296296,51C95576,25743099,51R30626,95576,SEGU6554101,4500,HBCX,R38618147,A02,B09
R,45474.9287962963,45474.96822916667,51D39212,25743100,93R00383,39212,RLTU2073057,2270,NHAR,R38618201,D02,B09
D,45474.9287962963,45474.96822916667,51D39212,25743100,93R00383,39212,RLTU2089412,2270,GTHA,D38618233,D02,B09
D,45474.92880787037,45474.96011574074,50H22846,25743101,50RM00931,22846,TCNU5941437,4500,GTHA,D38618234,D01,A06
D,45474.928819444445,45474.961805555555,50H14590,25743102,51R27048,14590,GAOU6674372,4500,GTHA,D38618235,A03,A06
D,45474.92896990741,45474.94747685185,50H47805,25743103,50RM02553,47805,SEGU3019009,2200,GTHA,D38618237,D01,B09
D,45474.92896990741,45475.00067129629,61H12417,25743104,61R05401,12417,SEGU2555096,2200,GTHA,D38618231,G01,B09
R,45474.92896990741,45475.00067129629,61H12417,25743104,61R05401,12417,EITU9390789,4500,HBCX,R38618245,G01,B09
D,45474.92896990741,45475.00067129629,61H12417,25743104,61R05401,12417,EITU3174490,2200,GTHA,D38618236,G01,B09
R,45474.92903935185,45474.95195601852,61H07771,25743105,51R02925,07771,MRKU2891536,4500,HBCX,R38618239,A02,G04
R,45474.92903935185,45474.99016203704,51D08063,25743106,51R17557,08063,ONEU1565353,4500,HBCX,R38618238,B03,A05
D,45474.92903935185,45474.99016203704,51D08063,25743106,51R17557,08063,NSSU0113264,2200,GTHA,D38618241,B03,A05
R,45474.92912037037,45474.94935185185,81C07160,25743107,61R02378,07160,EGSU3183350,2200,HBCX,R38618240,G02,G04
R,45474.92930555555,45474.943090277775,70E00694,25743108,51R11587,00694,SEGU4009221,4500,HBCX,R38618243,G02,E01
D,45474.92952546296,45474.949375,50H29162,25743109,51R15307,29162,YMLU8862258,4500,GTHA,D38618244,A03,A06
R,45474.92953703704,45474.96917824074,SM-97,25743110,51R14583,2369,MRSU3507783,4500,HBCX,R38618246,D01,B08
D,45474.92959490741,45474.950532407405,50H25046,25743111,51R26961,25046,BMOU4949390,4500,GTHA,D38618242,A01,A06
D,45474.9297337963,45474.96420138889,51C43222,25743112,51R04831,43222,PCLU5152628,4500,GTHA,D38618247,D02,A06
R,45474.929768518516,45474.97210648148,51C79883,25743113,51R34863,79883,TRHU8036375,4500,HBCX,R38618248,A02,A05
D,45474.929768518516,45474.97210648148,51C79883,25743113,51R34863,79883,HALU5681994,4500,GTHA,D38618252,A02,A05
R,45474.92982638889,45474.95179398148,60C44783,25743114,60R01259,44783,WHSU5108720,4500,HBCX,R38618249,A03,A05
D,45474.93006944445,45474.94001157407,51C61272,25743115,51R07370,61272,SKHU9912348,4500,GTHA,D38618251,G02,G04
R,45474.93009259259,45474.95638888889,51D39566,25743116,51R12162,39566,BMOU5086375,4500,HBCX,R38618253,B04,B08
D,45474.93009259259,45474.95638888889,51D39566,25743116,51R12162,39566,TRHU2815681,2200,GTHA,D38618258,B04,B08
D,45474.930127314816,45474.947280092594,51C71758,25743117,51R20515,71758,KMTU9296885,4500,GTHA,D38618250,B02,G04
D,45474.93016203704,45474.96320601852,51C56427,25743118,51R02932,56427,WHSU6837069,4500,GTHA,D38618256,A01,A05
R,45474.93016203704,45474.96320601852,51C56427,25743118,51R02932,56427,SEGU4107742,4500,HBCX,R38618254,A01,A05
D,45474.930497685185,45474.94420138889,50H43000,25743119,71R1045,43000,BEAU2441656,2200,GTHA,D38618257,D01,B08
D,45474.93064814815,45474.94805555556,51C99594,25743120,51R16222,99594,GCXU6378900,4500,GTHA,D38618260,B02,B08
D,45474.93067129629,45474.96892361111,50LD13048,25743121,51R10656,13048,FANU3678472,4500,GTHA,D38618264,G01,E01
R,45474.93067129629,45474.96892361111,50LD13048,25743121,51R10656,13048,OERU4027884,4530,HBCX,R38618262,G01,E01
D,45474.93072916667,45474.956030092595,51D10062,25743122,51R31062,10062,CSLU1976577,2200,GTHA,D38618261,A01,B09
R,45474.93078703704,45474.971967592595,51D49890,25743123,51R13937,49890,CBHU4119319,2200,HBCX,R38618263,G02,G04
R,45474.93078703704,45474.971967592595,51D49890,25743123,51R13937,49890,RFCU2267120,2200,HBCX,R38618265,G02,G04
R,45474.930810185186,45474.95533564815,TB-35,25743124,,9115,TEMU8582937,4500,HANG,R38612892,D01,D01
D,45474.93119212963,45474.964953703704,60H12720,25743125,51R26886,12720,FFAU5000789,4500,CAPR,E38618531,A01,E01
R,45474.93119212963,45474.964953703704,60H12720,25743125,51R26886,12720,BSIU2924335,2200,HBCX,R38618269,A01,E01
D,45474.93119212963,45474.947071759256,51D16152,25743126,60R01374,16152,MAGU2557010,2200,GTHA,D38618267,B04,B08
R,45474.93125,45474.95877314815,51C54140,25743127,51R14750,54140,TRHU7656643,4500,HBCX,R38618270,A02,G04
D,45474.93133101852,45474.963472222225,51C67430,25743128,51R01033,67430,EGHU9711419,4500,GTHA,D38618268,E04,E01
R,45474.93133101852,45474.963472222225,51C67430,25743128,51R01033,67430,WHSU6374895,4500,NHAR,R38618225,E04,E01
R,45474.931435185186,45474.959699074076,50H29054,25743129,50RM00597,29054,TRHU2640393,2200,HBCX,R38618271,B04,B08
D,45474.931666666664,45474.95109953704,51D19936,25743130,51R03998,19936,TEMU0345008,2200,GTHA,D38618272,D01,A05
R,45474.93174768519,45474.94619212963,50H25454,25743131,61R05521,25454,WHLU0647889,2200,HBCX,R38618276,A01,B08
D,45474.931759259256,45475.00178240741,50H10175,25743132,51R16440,10175,TGHU8732392,4500,GTHA,D38618275,D02,B09
D,45474.93177083333,45474.95203703704,61H11016,25743133,51R27551,11016,MRKU8919332,2200,GTHA,D38618273,A02,B08
D,45474.93179398148,45474.95773148148,63E00629,25743134,63R01037,00629,MRKU9497592,2200,GTHA,D38618274,B02,A06
D,45474.93181712963,45474.998125,51C96666,25743135,61R02352,96666,MRKU8582128,2200,CAPR,E38618807,G01,E01
D,45474.93181712963,45474.998125,51C96666,25743135,61R02352,96666,EITU0590003,2200,CAPR,E38618784,G01,E01
R,45474.93181712963,45474.998125,51C96666,25743135,61R02352,96666,BEAU2999674,2200,HBCX,R38618278,G01,E01
D,45474.931967592594,45474.95303240741,50H10460,25743136,61R03523,10460,HLBU1986941,4500,GTHA,D38618277,B04,E01
D,45474.93208333333,45474.992800925924,79C03263,25743137,79R01075,03263,SZLU9240089,4530,GTHA,D38618279,D02,B08
R,45474.932118055556,45474.94474537037,51C54537,25743138,51R08317,54537,TIIU2124330,2200,HBCX,R38618282,A03,B08
D,45474.93231481482,45474.94364583334,50H05816,25743139,51R12973,05816,TLLU2847325,2200,GTHA,D38618281,G02,G03
R,45474.93232638889,45474.95334490741,61C27015,25743140,61R00468,27015,CMAU6431273,4500,HBCX,R38618266,B02,B08
R,45474.93232638889,45474.95429398148,72H00981,25743141,51R32996,00981,EISU9208783,4500,HBCX,R38618283,B04,E01
R,45474.93241898148,45474.95866898148,51D17503,25743142,51R23403,17503,YMLU5480924,4530,HBQC,R38618285,D01,G04
D,45474.9325,45474.98003472222,61C30719,25743143,61R03783,30719,TEMU6930170,4500,GTHA,D38618290,A01,B09
R,45474.9325,45474.98003472222,61C30719,25743143,61R03783,30719,OOLU1876398,2200,HBCX,R38618289,A01,B09
D,45474.93258101852,45474.95207175926,50H08843,25743144,51R33931,08843,MRKU5277619,4500,GTHA,D38618286,A02,G04
R,45474.93258101852,45474.953576388885,51C92774,25743145,72R00595,92774,SZLU9708987,4530,HBCX,R38618255,D02,B09
D,45474.93267361111,45474.95542824074,72E00951,25743146,61R03494,00951,FCIU6614428,2200,GTHA,D38618287,G02,B08
D,45474.932800925926,45474.992418981485,50LD06580,25743147,50R03081,06580,BEAU4930580,4500,GTHA,D38618297,A03,A05
R,45474.932800925926,45474.992418981485,50LD06580,25743147,50R03081,06580,GCXU5194262,4500,HBCX,R38618293,A03,A05
R,45474.93289351852,45474.95423611111,51E02358,25743148,51R30345,02358,TGBU9650240,4500,HBCX,R38618140,B02,G04
D,45474.93298611111,45474.98248842593,51C68838,25743149,51R31723,68838,CAIU4553006,4500,GTHA,D38618294,G02,A05
D,45474.93298611111,45474.951689814814,51C29583,25743150,51R34895,29583,TEMU8745715,4500,GTHA,D38618292,A01,B08
D,45474.933229166665,45475.00666666667,61H07097,25743151,61R05344,07097,CAAU2059985,2200,GTHA,D38618306,B02,A05
R,45474.933229166665,45475.00666666667,61H07097,25743151,61R05344,07097,HPCU4699592,4500,HBCX,R38618301,B02,A05
R,45474.93326388889,45474.9612037037,50H25365,25743152,51R26972,25365,TEMU9329902,4530,HBCX,R38618302,G02,G04
R,45474.93329861111,45474.961851851855,51D48479,25743153,51R21125,48479,TGBU8825554,4500,HBCX,R38618303,A02,A05
D,45474.93329861111,45474.961851851855,51D48479,25743153,51R21125,48479,MRKU4684456,4200,GTHA,D38618307,A02,A05
D,45474.93331018519,45474.97484953704,51C66237,25743154,51R12502,66237,BEAU6401570,4500,GTHA,D38618298,A01,A05
D,45474.933333333334,45474.96175925926,50LD12865,25743155,50R02872,12865,MRKU9137317,2200,GTHA,D38618299,A03,B09
D,45474.93335648148,45474.96024305555,51D38346,25743156,51R10574,38346,IAAU2859664,2200,GTHA,D38618295,D02,B09
D,45474.93335648148,45474.96024305555,51D38346,25743156,51R10574,38346,IAAU2869718,2200,GTHA,D38618296,D02,B09
R,45474.933391203704,45474.950057870374,60C20100,25743157,60R01013,20100,TEMU7825082,4500,HBCX,R38618305,A03,G04
R,45474.933645833335,45474.955659722225,51C59400,25743158,,59400,MRKU0395537,4200,NHAR,R38618280,E02,A05
D,45474.933645833335,45474.95321759259,51C71193,25743159,51R17813,71193,WHSU2890276,2200,GTHA,D38618308,B03,B08
D,45474.93368055556,45474.94326388889,51C45166,25743160,51R33891,45166,NBYU8116935,4500,GTHA,D38618309,G02,G04
D,45474.93378472222,45474.97638888889,51C94227,25743161,51R34903,94227,ONEU2155184,2200,GTHA,D38618300,D02,G04
D,45474.93378472222,45474.97638888889,51C94227,25743161,51R34903,94227,SEGU2709735,2200,GTHA,D38618320,D02,G04
D,45474.93381944444,45474.9546875,50H14747,25743162,51R26880,14747,TCLU8854299,4500,GTHA,D38618311,A01,G04
D,45474.933912037035,45474.94619212963,51C08166,25743163,51R32582,08166,SEGU5156968,4500,GTHA,D38618310,G02,E01
D,45474.93405092593,45474.9678125,51C45444,25743164,51R09677,45444,CSNU1255900,2200,GTHA,D38618312,D01,G04
D,45474.9341087963,45474.99859953704,51C60837,25743165,51R11603,60837,SUDU8538671,4500,GTHA,D38618313,A03,A05
R,45474.9341087963,45474.97577546296,60H03517,25743166,60R04419,03517,HDMU2768556,2200,HBCX,R38618314,B05,B09
D,45474.9341087963,45474.97577546296,60H03517,25743166,60R04419,03517,TCLU3393609,2200,GTHA,D38618317,B05,B09
R,45474.93423611111,45474.94957175926,50LD19543,25743167,51R15786,19543,HALU5697938,4500,HBCX,R38618315,B04,E01
R,45474.934525462966,45474.960497685184,50H24500,25743168,51R21482,24500,BMOU6490714,4500,HBCX,R38618321,G02,G04
D,45474.934537037036,45474.97069444445,51C85470,25743169,51R26380,85470,TGBU2585815,2200,GTHA,D38618316,A01,A06
D,45474.93460648148,45474.952256944445,29H72993,25743170,29R52073,72993,DFSU7833337,4500,GTQC,D38618318,G02,G04
R,45474.93467592593,45474.95445601852,51C77205,25743171,51R21142,77205,KMTU7392920,2200,HBCX,R38618323,B02,G04
D,45474.9346875,45474.95952546296,50H08509,25743172,51R33879,08509,WHSU6105854,4500,GTHA,D38618319,B02,A05
R,45474.93471064815,45474.97709490741,51C73635,25743173,51R09009,73635,TLLU4041196,4500,HBCX,R38618324,A01,A05
D,45474.935011574074,45474.986226851855,51C47998,25743174,51R31152,47998,BEAU5410704,4500,GTHA,D38618325,A03,B09
R,45474.935011574074,45474.986226851855,51C47998,25743174,51R31152,47998,SKHU9821079,4500,HBCX,R38618327,A03,B09
D,45474.93515046296,45474.95736111111,50H04871,25743175,51R23867,04871,OERU2002608,2230,GTHA,D38618326,D02,B09
R,45474.93554398148,45474.956145833334,50H10014,25743176,51R33695,10014,WHLU2934091,2200,HBCX,R38618331,B03,B09
D,45474.93554398148,45474.96726851852,50LD13261,25743177,51R31380,13261,BEAU4122175,4500,GTHA,D38618329,A03,E01
D,45474.93561342593,45474.966944444444,60H10834,25743178,61R03643,10834,BMOU6934510,4500,GTHA,D38618328,G02,G04
D,45474.93577546296,45474.97751157408,50H15015,25743179,51R17456,15015,TRHU3929014,2200,GTHA,D38618330,A01,G04
R,45474.935844907406,45474.95458333333,50H43021,25743180,65R00052,43021,HMMU2046130,2200,HBCX,R38618335,B02,E01
D,45474.93586805555,45474.979212962964,50H24564,25743181,51R07616,24564,EGHU9342394,4500,GTHA,D38618740,G02,G04
R,45474.93586805555,45474.979212962964,50H24564,25743181,51R07616,24564,EITU0379541,2200,HBCX,R38618336,G02,G04
D,45474.93608796296,45474.94398148148,50H08253,25743182,65R00818,08253,FYCU7057972,2200,GTHA,D38618333,G02,G04
D,45474.93628472222,45474.956192129626,50H17621,25743183,51R34818,17621,TGBU6592685,4500,GTHA,D38618337,A02,A06
R,45474.93638888889,45474.94237268518,60C27882,25743184,60R00587,27882,FTAU1051640,2200,HBCX,R38618340,G02,G04
D,45474.93649305555,45474.94719907407,70H04623,25743185,70R01329,04623,AXEU2028863,2200,GTHA,D38618338,G02,G04
R,45474.936527777776,45474.955462962964,51D48576,25743186,50RM01732,48576,FCIU7553292,4500,HBCX,R38618342,A01,A06
R,45474.9365625,45474.955300925925,70H00587,25743187,70R00394,00587,XYLU1376149,2200,HBCX,R38618343,A03,A05
D,45474.93666666667,45474.95165509259,51C49294,25743189,15R04092,49294,WHSU2820535,2200,GTHA,D38618341,B03,B09
R,45474.93677083333,45474.94793981482,72LD00921,25743190,72R02239,00921,MRKU6642819,2200,HBCX,R38618345,B05,B09
R,45474.936875,45474.96818287037,50H43172,25743191,51R15158,43172,EISU5690974,4530,HBCX,R38618346,D02,B08
R,45474.9369212963,45474.95966435185,61H06340,25743192,61R01177,06340,TLLU7634235,4500,HBCX,R38618347,B02,G04
R,45474.93701388889,45474.94318287037,70H01444,25743193,70R01185,01444,HASU1131465,2200,HBCX,R38618348,B04,E01
D,45474.93714120371,45474.95538194444,61C09972,25743194,,09972,WHSU5480064,4500,CAPR,E38618334,E02,E01
R,45474.937268518515,45474.95991898148,51C74762,25743195,51R32032,74762,TGBU5007235,4500,HBCX,R38618349,A02,G04
D,45474.937268518515,45474.95991898148,51C74762,25743195,51R32032,74762,WHSU2331534,2200,GTHA,D38618350,A02,G04
D,45474.93766203704,45474.957395833335,50H24615,25743196,51R23439,24615,TWCU2154141,2200,GTHA,D38618351,G01,G04
D,45474.93769675926,45474.95474537037,50H45758,25743197,50RM01626,45758,GAOU7071223,4500,GTHA,D38618352,A03,B09
D,45474.93771990741,45474.952569444446,50H45233,25743198,50R04453,45233,CAAU5193581,4500,GTHA,D38618355,G02,G04
D,45474.93775462963,45474.950011574074,70F00696,25743199,70R00786,00696,MRKU9181557,2200,GTHA,D38618353,D01,B08
D,45474.93777777778,45474.97525462963,51C21351,25743200,51R17921,21351,DJDU7071312,2270,GTHA,D38618354,B05,B09
D,45474.93792824074,45474.96158564815,50H45106,25743201,50RM00932,45106,DJLU5016999,4500,GTHA,D38618356,A03,A06
R,45474.93798611111,45474.953935185185,81C07175,25743202,61R02772,07175,EMCU6264440,2200,HBCX,R38618358,G02,G04
D,45474.938125,45474.95104166667,70H04602,25743203,70R00985,04602,WHSU5339293,4500,GTHA,D38618357,A03,A06
D,45474.93821759259,45474.95673611111,50H25556,25743204,51R16759,25556,BMOU5356444,4500,GTHA,D38618359,B04,B08
D,45474.93822916667,45474.97211805556,51C55761,25743205,51R05340,55761,MOAU6604562,2200,GTHA,D38618366,B02,B09
R,45474.93822916667,45474.97211805556,51C55761,25743205,51R05340,55761,CAIU9080884,4500,HBCX,R38618363,B02,B09
D,45474.93835648148,45474.965902777774,51C26982,25743206,51R11172,26982,TEMU7571820,4500,GTHA,D38618360,B05,A05
R,45474.93834490741,45474.955983796295,51D05662,25743207,51R12149,05662,SZLU2039215,2230,HBCX,R38618365,D02,B08
R,45474.9383912037,45474.970138888886,60H16701,25743208,,16701,MRKU5884090,4500,NHAR,R38618344,E02,E01
D,45474.938414351855,45474.953310185185,61E01553,25743209,61RM00172,01553,FCIU5428769,2200,GTHA,D38618362,A02,G04
D,45474.938472222224,45474.958865740744,50H20361,25743210,51R11226,20361,CCLU7410014,4500,GTHA,D38618364,A03,B09
D,45474.93850694445,45474.98142361111,61H03218,25743211,61R05378,03218,TCNU2200446,4500,GTHA,D38618361,A01,A06
R,45474.93855324074,45474.95149305555,51C59658,25743212,51R19551,59658,CAAU2252865,2200,HBCX,R38618368,B03,A06
R,45474.93864583333,45474.952314814815,50H17843,25743213,51R18704,17843,TXGU7454960,4500,HBCX,R38618369,G02,G04
R,45474.93875,45474.9744212963,SM-39,25743214,51R16018,13197,MRKU2976612,4500,HBCX,R38618371,D01,B08
D,45474.93876157407,45474.961550925924,51C96471,25743215,51R31407,96471,WHSU2709033,2200,GTHA,D38618367,A01,B08
D,45474.93890046296,45474.96707175926,72C04894,25743216,72R00251,04894,EXFU5527632,2270,GTHA,D38618370,B02,B09
D,45474.93907407407,45474.9578125,60C30332,25743217,60R04137,30332,TRHU3585691,2200,GTHA,D38618372,A01,A06
D,45474.939259259256,45474.967210648145,50H02045,25743218,51R30144,02045,RLTU2090809,2270,GTHA,D38618373,B04,B09
D,45474.93929398148,45474.95699074074,51D42643,25743219,51R34472,42643,EGHU3526460,2200,GTHA,D38618374,B02,B09
R,45474.939375,45474.960393518515,61H09778,25743220,51R12521,09778,BSIU2840281,2200,HBCX,R38618378,A01,G04
D,45474.93949074074,45474.94552083333,61H01376,25743221,51R22102,01376,EISU9404997,4500,GTHA,D38618377,G02,G04
D,45474.93958333333,45474.97386574074,61C25176,25743222,61R02279,25176,CAIU9391572,4500,GTHA,D38618379,B02,B08
D,45474.93965277778,45474.96251157407,50H43264,25743223,50R03404,43264,BMOU6838034,4500,GTHA,D38618380,B04,E01
D,45474.939675925925,45474.97122685185,51C79653,25743224,51R14061,79653,TWCU8121280,4500,GTHA,D38618381,A03,A05
R,45474.93975694444,45474.98069444444,62H03352,25743225,62R00633,03352,WHSU2057280,2200,HBCX,R38618383,B02,B08
R,45474.939791666664,45474.96107638889,61C19101,25743226,51R31988,19101,SITU2691300,2200,HBCX,R38618384,B03,B09
R,45474.939930555556,45474.98525462963,51C69126,25743227,51R15595,69126,TRHU6987499,4500,HBCX,R38618385,B04,B09
D,45474.939930555556,45474.98525462963,51C69126,25743227,51R15595,69126,FCIU2705617,2200,GTHA,D38618389,B04,B09
D,45474.93997685185,45474.97539351852,51D36666,25743228,51R13567,36666,KOCU4225402,4500,GTHA,D38618382,G01,A05
R,45474.94017361111,45474.96548611111,51C56441,25743229,,56441,SNBU8194513,4500,NHAR,R38618376,E04,B08
D,45474.94027777778,45474.965636574074,50H45787,25743230,50RM03154,45787,MSKU1547298,4500,GTHA,D38618387,G02,A06
R,45474.940300925926,45474.95427083333,72LD00618,25743231,72R01395,00618,MSKU7208964,2200,HBCX,R38618390,B05,B08
D,45474.94032407407,45474.97824074074,50H25665,25743232,51R25654,25665,IAAU1870268,4500,GTHA,D38618388,A03,A06
R,45474.940347222226,45474.95518518519,50H17443,25743233,51R19354,17443,MOFU1409420,4200,HBCX,R38618392,B02,G04
D,45474.940416666665,45474.98373842592,51C33484,25743234,51R08796,33484,TCLU6500059,4500,CAPR,E38618944,E02,E01
R,45474.940416666665,45474.98373842592,51C33484,25743234,51R08796,33484,CMAU3564570,4500,HBCX,R38618391,E02,E01
D,45474.940613425926,45474.9565625,51C91572,25743235,51R30076,91572,BEAU6415059,4500,GTHA,D38618393,A03,A05
D,45474.9409375,45474.9874537037,51C75280,25743236,51R31140,75280,TCLU5567361,4500,GTHA,D38618394,B05,B09
D,45474.941157407404,45474.968819444446,63H03337,25743237,61R04426,03337,NLLU4231734,4500,GTQC,D38618396,D02,G04
R,45474.94126157407,45474.95982638889,51C76380,25743238,51R27054,76380,PHRU2607452,2200,HBCX,R38618400,B05,B09
D,45474.94126157407,45474.95982638889,51C76380,25743238,51R27054,76380,NSSU0202438,2200,GTHA,D38618403,B05,B09
D,45474.94127314815,45474.96053240741,51D32172,25743239,51R08916,32172,TRHU8750166,4500,GTHA,D38618397,A01,A05
R,45474.941342592596,45474.95224537037,50H35159,25743240,51R08060,35159,BEAU2016699,2200,HBCX,R38618401,B02,E01
D,45474.94143518519,45474.959178240744,51D10363,25743241,51R15651,10363,CRSU6104375,4530,GTHA,D38618398,G02,G04
