R_D,IG_TS,OG_TS,TRK_ID,TRK_KEY,CHASSIS_NO,BAT_NO,ITEM_NO,ISO,OPERATION_METHOD,EIR_ID,LANE_NO_IN,LANE_NO_OUT
D,45505.00289351852,45505.06145833333,50H23427,26024010,51R09808,23427,WHLU5623447,4500,CAPR,E39063011,D02,E03
R,45505.00289351852,45505.06145833333,50H23427,26024010,51R09808,23427,EMCU5501661,4530,HBCX,R39062560,D02,E03
D,45505.002962962964,45505.01130787037,51D05282,26024011,51R40260,05282,IAAU1783564,4500,GTHA,D39062559,B05,B08
R,45505.0030787037,45505.01681712963,50H44720,26024012,50R02936,44720,TCNU8191608,4500,HBCX,R39062573,E04,B08
R,45505.003171296295,45505.01484953704,51D93647,26024013,50RM03971,93647,FTAU1774505,2200,HBCX,R39062576,A01,B08
D,45505.003229166665,45505.044907407406,51D33471,26024014,51R05167,33471,TCNU5155490,4500,GTHA,D39062575,D02,B09
R,45505.00325231482,45505.01820601852,70G00318,26024015,70R02009,00318,CSLU2139852,2200,HBCX,R39062005,B02,G04
R,45505.00324074074,45505.045,51D33471,26024016,51R05167,33471,BMOU9242542,4530,HBCX,R39062578,D02,B09
R,45505.00334490741,45505.01288194444,51D93675,26024017,50RM03784,93675,FTAU1779596,2200,HBCX,R39062580,A01,B08
D,45505.00336805556,45505.015185185184,51D39221,26024018,51R20409,39221,DFSU7449466,4500,GTHA,D39062574,G02,G04
D,45505.00342592593,45505.03111111111,50H43525,26024019,51R34773,43525,MRKU2979437,4500,GTHA,D39062579,G02,A05
R,45505.00349537037,45505.026770833334,66C04072,26024020,66R00061,04072,OOLU6232058,4530,HBCX,R39062581,D02,B08
D,45505.00349537037,45505.026770833334,66C04072,26024020,66R00061,04072,TEMU8540783,4500,GTHA,D39062583,D02,B08
R,45505.00361111111,45505.027337962965,50G02426,26024021,52R1557,02426,TCNU3576295,4500,HBCX,R39062582,A03,B08
D,45505.00361111111,45505.027337962965,50G02426,26024021,52R1557,02426,SEGU6667406,4500,GTHA,D39062601,A03,B08
R,45505.00366898148,45505.02061342593,70G00321,26024022,70R02438,00321,TCLU3849690,2200,HBCX,R39062584,A01,A05
R,45505.00375,45505.01648148148,50H15186,26024023,51R40250,15186,DFSU3110242,2200,HBCX,R39062585,A03,B09
R,45505.003796296296,45505.05065972222,51C60863,26024024,51R10559,60863,CGMU5125699,4530,HBQC,R39061959,D02,E03
D,45505.00393518519,45505.0228125,51D10041,26024025,51R26224,10041,FSCU5742784,4530,GTHA,D39062587,B05,E03
D,45505.004016203704,45505.04922453704,65H00822,26024026,65R00727,00822,GCXU8005892,4530,CAPR,E39062595,D02,B08
R,45505.004016203704,45505.04922453704,65H00822,26024026,65R00727,00822,FSCU5221169,2230,HBCX,R39062590,D02,B08
R,45505.00403935185,45505.01678240741,50H34659,26024027,50R00230,34659,TEMU7148633,4500,HBQC,R39062591,B02,B09
D,45505.00403935185,45505.07743055555,60C35324,26024028,60R03596,35324,JXLU6187970,4500,GTHA,D39062586,E04,G04
R,45505.00403935185,45505.07743055555,60C35324,26024028,60R03596,35324,TCNU3541658,4500,NHAR,R39062549,E04,G04
D,45505.00407407407,45505.01818287037,61H04590,26024029,51R31234,04590,EGSU3191289,2200,GTHA,D39062589,A01,A05
R,45505.004108796296,45505.05509259259,50H24765,26024030,50RM01477,24765,DFSU1697655,2200,HBCX,R39062593,G02,G04
R,45505.00412037037,45505.012974537036,51C73635,26024031,51R17592,73635,EITU1116961,4500,HBCX,R39062594,B05,B08
R,45505.00438657407,45505.021215277775,50H44141,26024032,77R00809,44141,TEMU5528906,2200,HBCX,R39062599,E04,E03
R,45505.00440972222,45505.015439814815,61LD06221,26024033,61R03804,06221,HCHU2143077,2270,HBCX,R39062600,D02,B09
D,45505.0044212963,45505.01939814815,51D33649,26024034,51R10471,33649,HASU4580285,4500,GTHA,D39062596,B04,B09
D,45505.00446759259,45505.0144212963,51C43913,26024035,51R12138,43913,EISU8562370,4500,GTHA,D39062597,B05,B09
R,45505.004525462966,45505.01074074074,51C97951,26024036,51R04562,97951,HLBU3206880,4500,HBCX,R39062602,G02,G04
R,45505.00487268518,45505.01840277778,50LD16515,26024037,64R00230,16515,CMAU1532743,2200,HBCX,R39062604,A03,A05
D,45505.00491898148,45505.01875,50H10339,26024038,,10339,SEKU9303948,4530,CAPR,E39062588,E02,E03
R,45505.00509259259,45505.02490740741,51D93042,26024039,50RM03620,93042,FTAU1788129,2200,HBCX,R39062606,A03,B08
D,45505.00523148148,45505.0225462963,61H06405,26024040,61RM00398,06405,EGSU9276465,4500,GTHA,D39062605,B02,B09
D,45505.00524305556,45505.02861111111,51C97925,26024041,51R26623,97925,TRHU3134419,2200,GTHA,D39062607,E02,E03
D,45505.00524305556,45505.02861111111,51C97925,26024041,51R26623,97925,SITU2732543,2200,CAPR,E39062592,E02,E03
D,45505.00533564815,45505.03009259259,50H02458,26024042,51R50227,02458,EGSU9502752,4500,GTHA,D39062608,G02,A05
D,45505.00540509259,45505.044074074074,51C33404,26024043,51R10186,33404,SEKU4649178,4500,GTHA,D39062609,D02,G04
R,45505.00560185185,45505.026041666664,70H04414,26024044,70R02241,04414,OOLU1386446,2200,HBCX,R39062612,B04,G04
D,45505.005740740744,45505.031377314815,50H25601,26024045,50RM00363,25601,YMLU3604306,2200,GTHA,D39062611,B02,B09
R,45505.005740740744,45505.031377314815,50H25601,26024045,50RM00363,25601,GAOU6274890,4500,HBCX,R39062554,B02,B09
R,45505.00586805555,45505.02216435185,50H44810,26024046,51R33095,44810,CXRU1505100,4530,HBQC,R39062614,D02,G04
R,45505.00591435185,45505.01894675926,50H05705,26024047,61R04396,05705,DFSU7625349,4500,HBCX,R39062615,A03,B08
D,45505.00599537037,45505.02850694444,51C57529,26024048,51R12039,57529,FANU3282286,4500,GTHA,D39062613,G02,G04
R,45505.00601851852,45505.01097222222,50LD20673,26024049,51R12159,20673,WHSU2843084,2200,HBCX,R39062618,B05,B08
D,45505.00611111111,45505.02222222222,51C63358,26024050,51R17396,63358,TGBU8024030,4500,GTHA,D39062616,B04,B09
R,45505.00618055555,45505.014918981484,70H04729,26024051,70R02221,04729,TWCU2208660,2200,HBCX,R39062617,E04,G04
R,45505.0062962963,45505.02328703704,61H07771,26024052,61R05737,07771,TWCU8144177,4500,HBCX,R39062620,A01,B08
D,45505.00638888889,45505.03925925926,51D13795,26024053,,13795,TEMU8656562,4500,CAPR,E39062610,E02,E03
D,45505.00644675926,45505.019212962965,50H14585,26024054,50R04385,14585,TEMU4583895,2200,GTHA,D39062619,G02,G04
R,45505.00649305555,45505.01960648148,50H17948,26024055,51R09804,17948,TEMU4004294,2200,HBCX,R39062623,B05,E03
D,45505.006527777776,45505.023622685185,61C30440,26024056,61RM00470,30440,TCLU8794585,4500,GTHA,D39062621,A03,A05
R,45505.00655092593,45505.01980324074,51C27971,26024057,51R06510,27971,CAIU5532380,4530,HBCX,R39062624,D02,B08
D,45505.006574074076,45505.022986111115,51D13581,26024058,51R19275,13581,TCLU6278070,4500,GTHA,D39062622,G02,G04
R,45505.00666666667,45505.024502314816,50H01837,26024059,51R33765,01837,TCKU7322910,4500,HBCX,R39062627,A01,G04
R,45505.00671296296,45505.05596064815,51C33367,26024060,50R00770,33367,TCNU4131690,4500,HBCX,R39062628,G02,B09
R,45505.00686342592,45505.02378472222,51C41246,26024061,51R26942,41246,WHLU7432732,2230,HBCX,R39062631,D02,B08
R,45505.00697916667,45505.02123842593,50H26626,26024062,50RM00992,26626,SEKU6313388,4500,HBCX,R39062633,G02,B08
D,45505.007002314815,45505.01892361111,50H45270,26024063,51R34170,45270,FCIU7454258,4500,GTHA,D39062630,B04,A05
R,45505.00707175926,45505.02668981482,70H04430,26024064,70R02023,04430,OOLU1510156,2200,HBCX,R39062634,A03,G04
R,45505.00709490741,45505.019421296296,51D05911,26024065,51R32767,05911,CMAU2291189,2200,HBCX,R39062636,B05,E03
D,45505.007106481484,45505.02217592593,50H14590,26024066,51R27048,14590,TRHU4010578,4500,GTHA,D39062632,A03,A05
D,45505.00717592592,45505.03163194445,51C75293,26024067,51R03190,75293,EGSU3493627,2200,GTHA,D39062629,E04,B09
R,45505.007418981484,45505.01886574074,70H02720,26024068,61R0688,02720,TRHU8030818,4500,HBCX,R39062640,B04,B08
D,45505.0075,45505.03318287037,50H09645,26024069,60R03464,09645,TGCU0167888,2200,GTHA,D39062638,G02,A05
R,45505.00751157408,45505.0696875,51D18805,26024070,51R20218,18805,TSTU8507181,4530,HBCX,R39062635,D02,B08
D,45505.00751157408,45505.0696875,51D18805,26024070,51R20218,18805,SKLU2413160,2200,GTHA,D39062637,D02,B08
D,45505.00751157408,45505.0696875,51D18805,26024070,51R20218,18805,SZLU2040540,2230,GTHA,D39062639,D02,B08
R,45505.007569444446,45505.032175925924,50H32651,26024071,50R04775,32651,HAHU2034960,2200,HBQC,R39062642,B02,B09
D,45505.00759259259,45505.00949074074,60H07866,26024072,,07866,MAGU5584869,4500,CAPR,E39062302,E02,E03
R,45505.00771990741,45505.02003472222,61H03799,26024073,61R05182,03799,PCIU8940085,4500,HBCX,R39062643,A01,G04
R,45505.007789351854,45505.01950231481,50H14119,26024074,50R04688,14119,EGHU9469645,4500,HBQC,R39062648,B02,B08
D,45505.00782407408,45505.0287962963,51C93340,26024075,51R03501,93340,OOLU6240048,4530,GTHA,D39062641,G02,B09
D,45505.00791666667,45505.03325231482,61H11109,26024076,51R01276,11109,EISU2297990,2200,GTHA,D39062645,A03,B09
D,45505.00791666667,45505.03325231482,61H11109,26024076,51R01276,11109,CAAU2407530,2200,GTHA,D39062644,A03,B09
D,45505.00791666667,45505.05130787037,51C95560,26024077,51R31396,95560,SEGU3923459,2200,GTHA,D39062653,B02,B08
R,45505.00791666667,45505.05130787037,51C95560,26024077,51R31396,95560,MSKU0611197,4500,HBCX,R39062650,B02,B08
D,45505.008055555554,45505.02134259259,51C46788,26024078,51R40765,46788,TLLU2375379,2200,GTHA,D39062646,D02,B09
R,45505.00811342592,45505.01672453704,50H06255,26024079,51R19166,06255,SEGU5182653,4500,HBCX,R39062652,G02,G04
D,45505.00827546296,45505.02630787037,50H02372,26024080,51R07291,02372,BMOU6526524,4500,GTHA,D39062651,D02,G04
R,45505.00832175926,45505.029027777775,70H01471,26024081,70R00473,01471,DFSU1118331,2200,HBCX,R39062655,A01,G04
D,45505.00864583333,45505.05086805556,71H02529,26024082,71R00103,02529,TCKU7922658,4500,GTHA,D39062661,B02,G04
R,45505.00864583333,45505.05086805556,71H02529,26024082,71R00103,02529,MSMU8729633,4500,HBCX,R39062625,B02,G04
R,45505.00865740741,45505.16915509259,65C13704,26024083,65R00637,13704,FBIU5398723,4530,HBCX,R39062657,D02,G04
D,45505.008784722224,45505.010879629626,61C23723,26024084,,23723,WHSU5447467,4500,CAPR,E39062230,E04,E03
D,45505.008784722224,45505.03469907407,15H01365,26024085,51R04931,01365,BEAU2460980,2200,GTHA,D39062656,G02,A05
D,45505.00886574074,45505.03876157408,60C23067,26024086,60R03053,23067,MSDU7401638,4500,GTHA,D39062658,A01,A05
D,45505.00895833333,45505.02391203704,50H14791,26024087,51R24473,14791,CSLU2128164,2200,GTHA,D39062660,A03,A05
D,45505.00902777778,45505.031273148146,70C19156,26024088,70R02995,19156,TCKU2250777,2200,GTHA,D39062664,A01,B09
R,45505.00902777778,45505.031273148146,70C19156,26024088,70R02995,19156,CSLU1944899,2200,HBCX,R39062663,A01,B09
D,45505.00929398148,45505.03622685185,51D14593,26024089,,14593,WHSU5046802,4500,CAPR,E39062649,E02,E03
R,45505.00929398148,45505.04519675926,50H04356,26024090,51R23632,04356,TCLU5429275,4500,HBQC,R39062668,B02,B08
D,45505.009409722225,45505.02560185185,79C13672,26024091,79R00913,13672,TCNU5733650,4500,GTHA,D39062666,A03,A05
D,45505.00944444445,45505.01825231482,61H03571,26024092,61R04153,03571,EGHU3708505,2200,GTHA,D39062665,B04,B09
R,45505.00953703704,45505.04671296296,51C73315,26024093,51R09527,73315,FCIU9214298,4500,HBQC,R39062667,B05,E03
D,45505.00958333333,45505.02758101852,50H43131,26024094,50RM01796,43131,CMAU0589317,2200,GTHA,D39062671,G02,G04
D,45505.00959490741,45505.031909722224,50H12654,26024095,51R26787,12654,MRKU4589633,4500,GTHA,D39062670,A01,B09
R,45505.00969907407,45505.02438657408,70H04409,26024096,70R02445,04409,TRHU1817843,2200,HBCX,R39062675,B04,A05
R,45505.00976851852,45505.034375,61E01637,26024097,61R05606,01637,FBIU0204511,2200,HBCX,R39062673,A03,B09
R,45505.00983796296,45505.02730324074,63H00747,26024098,50RM01787,00747,APZU3368628,2200,HBCX,R39062676,A01,G04
D,45505.00986111111,45505.02837962963,60H10207,26024099,60R06065,10207,MRSU5199376,4500,GTHA,D39062674,G02,G04
D,45505.010046296295,45505.03979166667,50H45658,26024100,51R26598,45658,TEMU3686224,2200,GTHA,D39062684,E04,B09
R,45505.010046296295,45505.03979166667,50H45658,26024100,51R26598,45658,CMAU2482708,2200,HBCX,R39062677,E04,B09
R,45505.01016203704,45505.06335648148,61C30035,26024101,52R0921,30035,SUZU2095254,2200,HBCX,R39062680,A03,B09
D,45505.01016203704,45505.06335648148,61C30035,26024101,52R0921,30035,EITU1301358,4500,GTHA,D39063172,A03,B09
D,45505.010243055556,45505.03496527778,51D14841,26024102,51R31611,14841,FCIU3309204,2200,GTHA,D39062678,D02,A05
R,45505.01039351852,45505.0233912037,70LD00759,26024103,70R00619,00759,FTAU1835703,2200,HBCX,R39062685,B04,B09
D,45505.01048611111,45505.0209375,50LD15566,26024104,50R03903,15566,FCIU6408725,2200,GTQC,D39062683,B05,B08
R,45505.01053240741,45505.02305555555,50H35394,26024105,51R01909,35394,TGBU8651597,4500,HBCX,R39062672,A01,B09
D,45505.01059027778,45505.02756944444,89H02996,26024106,89R02167,02996,TRHU2989030,2200,GTHA,D39062686,D02,B08
D,45505.010787037034,45505.014189814814,51D41288,26024107,,41288,CAIU4466679,4500,CAPR,E39062669,E02,E03
R,45505.010879629626,45505.04744212963,15C09639,26024108,15R04738,09639,CSLU1921933,2200,HBQC,R39062690,B02,B09
D,45505.01091435185,45505.032013888886,61H01562,26024109,51R08656,01562,TRHU4103710,4500,GTHA,D39062688,G02,G04
R,45505.0109375,45505.042280092595,51C63976,26024110,51R12423,63976,SEGU4213831,4500,HBCX,R39062693,A01,B08
D,45505.0109375,45505.042280092595,51C63976,26024110,51R12423,63976,EMCU8465167,4500,GTHA,D39062694,A01,B08
R,45505.01096064815,45505.02549768519,51D19905,26024111,51R27073,19905,OTPU6200178,4530,HBCX,R39062692,D02,B09
R,45505.01101851852,45505.05126157407,71H00150,26024112,71R00106,00150,GCXU2210570,2200,HBCX,R39062691,A03,B09
D,45505.011145833334,45505.021782407406,51D07121,26024113,51R09640,07121,FESU5234659,4500,GTHA,D39062689,G02,G04
R,45505.01125,45505.050775462965,50H45227,26024114,50RM03418,45227,CAIU6608978,2200,HBCX,R39062695,B02,A05
D,45505.01122685185,45505.042662037034,71C02990,26024115,,02990,TCNU3179955,4500,CAPR,E39062682,E02,E03
R,45505.01128472222,45505.038402777776,61H01189,26024116,61R04147,01189,MAGU5292023,4500,HBCX,R39062696,B05,A05
D,45505.01128472222,45505.038402777776,61H01189,26024116,61R04147,01189,SNBU8343978,4500,GTHA,D39062701,B05,A05
R,45505.01130787037,45505.03319444445,51C64279,26024117,51R10344,64279,TIIU5530749,4500,HBCX,R39062697,A01,G04
R,45505.01142361111,45505.02570601852,51D93171,26024118,50RM03655,93171,FTAU1789146,2200,HBCX,R39062700,B02,B08
D,45505.011608796296,45505.040868055556,50LD13049,26024119,50R02134,13049,TEMU3824848,2200,GTHA,D39062679,A01,A05
R,45505.01163194444,45505.02914351852,61H00372,26024120,61R01913,00372,BMOU6238370,4500,HBCX,R39062702,B05,B08
D,45505.01163194444,45505.02914351852,61H00372,26024120,61R01913,00372,EGSU3597180,2200,GTHA,D39062710,B05,B08
D,45505.01173611111,45505.0216087963,50H43905,26024121,70RM00007,43905,TRHU8274820,4500,GTHA,D39062699,G02,G04
R,45505.01174768519,45505.04064814815,51C97676,26024122,51R00598,97676,ZCSU7133622,4500,HBCX,R39062706,B02,B09
R,45505.011828703704,45505.03434027778,50H24627,26024123,51R05008,24627,TTNU8660797,4530,HBQC,R39062708,D02,G04
D,45505.011875,45505.07189814815,50H25302,26024124,51R22465,25302,HALU2060144,2200,GTHA,D39062703,G02,B08
D,45505.011875,45505.07189814815,50H25302,26024124,51R22465,25302,MRKU7368364,2200,GTHA,D39062713,G02,B08
D,45505.01204861111,45505.03625,51C14801,26024125,51R11567,14801,BMOU5752717,4500,GTHA,D39062709,A03,G04
R,45505.01206018519,45505.023831018516,50H24342,26024126,51R17821,24342,BSIU2889419,2200,HBCX,R39062704,B04,B09
D,45505.01211805556,45505.05774305556,51C70624,26024127,51R19249,70624,TEMU1685743,2200,GTHA,D39062707,E02,A05
R,45505.01211805556,45505.05774305556,51C70624,26024127,51R19249,70624,TIIU2270376,2200,NHAR,R39062687,E02,A05
R,45505.012141203704,45505.02611111111,61E03476,26024128,61R04787,03476,TEXU9029447,2230,HBCX,R39062714,D02,B09
D,45505.01217592593,45505.04010416667,51C59658,26024129,51R19551,59658,CSLU1470439,2200,GTHA,D39062712,B04,A05
D,45505.012407407405,45505.026504629626,51C97532,26024130,51R24240,97532,OOLU9749764,4500,GTHA,D39062715,A01,A05
R,45505.01246527778,45505.03028935185,93C07701,26024131,93R00685,07701,EISU2088515,2200,HBCX,R39062716,A03,A05
R,45505.01259259259,45505.0291087963,50H44807,26024132,,44807,AXEU2010885,2200,NHAR,R39062698,E02,G04
D,45505.01259259259,45505.04340277778,51C77638,26024133,51R12793,77638,EGHU9216349,4500,GTHA,D39062717,G02,G04
D,45505.01261574074,45505.035833333335,61H05438,26024134,61R05560,05438,CAIU7459930,4500,GTHA,D39062718,B05,B09
R,45505.01261574074,45505.035833333335,61H05438,26024134,61R05560,05438,FTAU1728834,2200,HBCX,R39062723,B05,B09
R,45505.012708333335,45505.04456018518,50H22908,26024135,51R17661,22908,CMAU3068375,2200,HBCX,R39062721,A01,B08
D,45505.012708333335,45505.04456018518,50H22908,26024135,51R17661,22908,MRKU4392074,4500,GTHA,D39062726,A01,B08
R,45505.01274305556,45505.03789351852,50H00478,26024136,51R17052,00478,FCIU4504709,2200,HBCX,R39062724,A01,A05
D,45505.01274305556,45505.03789351852,50H00478,26024136,51R17052,00478,WHSU2083762,2200,GTHA,D39062719,A01,A05
D,45505.01275462963,45505.03103009259,50H35965,26024137,51R09466,35965,OOCU7622326,4500,GTHA,D39062720,B05,G04
R,45505.01298611111,45505.02478009259,63H02557,26024138,63R00942,02557,BMOU2954714,2200,HBCX,R39062725,B02,E03
D,45505.013125,45505.05082175926,51D05126,26024139,51R07159,05126,PCIU6136421,4530,GTHA,D39062730,D02,B09
R,45505.013125,45505.05082175926,51D05126,26024139,51R07159,05126,EMCU5713110,4530,HBCX,R39062729,D02,B09
D,45505.013240740744,45505.0444212963,51C43959,26024140,51R03569,43959,TGHU6338944,4500,GTHA,D39062728,G02,G04
D,45505.013333333336,45505.03833333333,61H00149,26024141,,00149,TGCU0158802,4500,CAPR,E39062711,E02,E03
R,45505.01336805556,45505.05777777778,50H05254,26024142,50R03808,05254,SEGU9926368,4530,HBCX,R39062732,D02,G04
D,45505.013402777775,45505.03202546296,50H25610,26024143,61R05486,25610,FTAU1794482,2200,GTHA,D39062731,A03,A05
R,45505.01346064815,45505.033541666664,70C08085,26024144,70R01042,08085,TEMU2872179,2200,HBCX,R39062733,A01,E03
R,45505.01354166667,45505.04574074074,61C15569,26024145,61R05745,15569,UETU6628547,4500,HBCX,R39062734,B04,B09
D,45505.013715277775,45505.04431712963,93H03141,26024146,61RM00393,03141,UETU5273000,4500,GTHA,D39062735,G02,B08
R,45505.013715277775,45505.02471064815,70H00689,26024147,70R01092,00689,GESU1161344,2200,HBCX,R39062736,A03,B08
R,45505.0137962963,45505.029861111114,61C26012,26024148,61R03731,26012,SEGU1327379,2200,HBCX,R39062737,B05,G04
R,45505.01392361111,45505.034097222226,51C99306,26024149,51R20820,99306,KMTU9307167,4500,HBCX,R39062738,B02,B09
D,45505.01403935185,45505.03665509259,50LD20672,26024150,50R04061,20672,CMAU2110871,2200,GTHA,D39062739,G02,B09
R,45505.014131944445,45505.03413194444,61H01316,26024151,61R04156,01316,NSSU7090601,4500,HBCX,R39062742,B02,G04
D,45505.014131944445,45505.03138888889,51C49862,26024152,51R26707,49862,ZIMU3182823,2200,GTHA,D39062741,B04,A05
R,45505.014375,45505.02442129629,50H25683,26024153,60R02708,25683,EMCU6156868,2200,HBCX,R39062743,B02,B09
R,45505.01443287037,45505.02644675926,70C00695,26024154,70R00602,00695,CMAU0879661,2200,HBCX,R39062744,A03,B09
R,45505.01445601852,45505.02357638889,60C44277,26024155,60R02642,44277,CBHU4315857,2200,HBCX,R39062745,A01,B08
R,45505.01462962963,45505.03542824074,70H04001,26024156,70R00787,04001,CBHU4248168,2200,HBCX,R39062747,B05,B09
D,45505.01467592592,45505.0284837963,50H50839,26024157,51R13424,50839,EITU1637091,4500,GTHA,D39052151,B02,B09
D,45505.0147337963,45505.04341435185,51C79281,26024158,50RM00606,79281,TCLU3884475,2200,GTHA,D39062746,A01,A05
D,45505.01484953704,45505.02670138889,51D65321,26024159,51R23836,65321,CAIU2089067,2200,GTHA,D39062367,A01,B09
R,45505.01511574074,45505.03289351852,50H05566,26024160,51R31741,05566,SNHU8014790,4530,HBQC,R39062750,D02,A05
R,45505.01546296296,45505.051458333335,51C57608,26024161,51R09739,57608,FCIU7117811,4500,HBCX,R39062752,A01,A05
D,45505.01546296296,45505.051458333335,51C57608,26024161,51R09739,57608,IAAU2935086,2200,GTHA,D39062755,A01,A05
D,45505.01550925926,45505.02842592593,51D03663,26024162,50RM01047,03663,TEMU6652634,4500,GTHA,D39062751,B04,B08
