R_D,IG_TS,OG_TS,TRK_ID,TRK_KEY,CHASSIS_NO,BAT_NO,ITEM_NO,ISO,OPERATION_METHOD,EIR_ID,LANE_NO_IN,LANE_NO_OUT
D,45599.55333333334,45599.56351851852,50H08752,26904515,50R03886,08752,EMCU5749093,4530,CAPR,E40465556,B04,B08
D,45599.55358796296,45599.55370370371,TB-50,26904516,,45507,GCXU8000458,4530,CHNG,D40462556,,B08
R,45599.553819444445,45599.57685185185,50H02540,26904517,51R27457,02540,MEDU6428637,2200,HBCX,R40467804,G01,G04
D,45599.55459490741,45599.566030092596,50H24364,26904518,50RM01980,24364,WHSU6227071,4500,GTHA,D40467805,A01,A05
D,45599.5547337963,45599.554814814815,TB-62,26904519,,03527,TRHU6525253,4500,CHNG,D40466540,,A05
D,45599.55479166667,45599.5646875,60H00684,26904520,60R04748,00684,UETU5379645,4500,GTHA,D40467806,A02,A05
D,45599.5553125,45599.585069444445,15H00239,26904521,51R25417,00239,SEGU3628453,2200,GTHA,D40467808,E04,B09
R,45599.5553125,45599.585069444445,15H00239,26904521,51R25417,00239,WHLU0480620,2200,NHAR,R40467803,E04,B09
R,45599.55554398148,45599.58243055556,63H03904,26904522,51R16600,03904,FTAU1175615,2200,NHAR,R40467801,E04,A05
D,45599.55554398148,45599.58243055556,63H03904,26904522,51R16600,03904,CAAU7684476,4500,GTHA,D40467809,E04,A05
R,45599.55603009259,45599.583645833336,50H23256,26904523,50RM01119,23256,TEMU9200068,4530,HBCX,R40467812,G01,G04
D,45599.55646990741,45599.57203703704,86C00736,26904524,51R07847,00736,CMAU4567023,4500,GTHA,D40467813,B02,B08
R,45599.55695601852,45599.56616898148,51C81817,26904525,51R11019,81817,FCIU8922230,4500,HBCX,R40467807,B02,E09
D,45599.557222222225,45599.55726851852,PL-278,26904526,,00404,YMLU5421726,4530,CHNG,D40462577,,B08
D,45599.557592592595,45599.557662037034,TB-32,26904527,,9112,OTPU6481202,4530,CHNG,D40462574,,B08
D,45599.55782407407,45599.575787037036,51C91912,26904528,51R22137,91912,FFAU1423951,4500,GTHA,D40467816,B04,B08
D,45599.55800925926,45599.56707175926,93H01250,26904529,93R00996,01250,YMMU4094746,4200,GTHA,D40467818,B02,A05
D,45599.55810185185,45599.57714120371,50H21490,26904530,,21490,WHSU0192297,2200,CAPR,E40467814,E04,E09
R,45599.55813657407,45599.56412037037,61C18826,26904531,61R01445,18826,SKLU1619429,2200,HBCX,R40467819,B04,B08
R,45599.55825231481,45599.57210648148,50LD13657,26904532,51R19471,13657,CAXU6705115,2200,HBCX,R40467820,G01,E09
R,45599.55837962963,45599.56644675926,61H06418,26904533,51R12550,06418,FCIU9398050,4500,HBCX,R40467821,A01,B08
D,45599.558530092596,45599.578564814816,50LD16139,26904534,,16139,FBIU5609127,4530,CAPR,E40467822,B02,E09
R,45599.558912037035,45599.576319444444,60H19277,26904535,79R00299,19277,FCIU6535653,2200,HBCX,R40467823,A02,E09
R,45599.5590625,45599.5778587963,50H54078,26904536,,54078,WHSU0192297,2200,NHAR,R40467810,E04,A05
R,45599.5590625,45599.5778587963,50H54078,26904536,,54078,WHSU0218220,2200,NHAR,R40467811,E04,A05
R,45599.55918981481,45599.58144675926,50H45129,26904537,51R23099,45129,SEGU9529340,4530,HBCX,R40467824,G01,G04
R,45599.55957175926,45599.568819444445,61H02203,26904538,,02203,IAAU1926979,4500,NHAR,R40467817,D02,A05
D,45599.55980324074,45599.58267361111,50LD14169,26904539,50R03096,14169,SEGU9690288,4530,CAPR,E40467826,B04,E09
D,45599.56034722222,45599.573587962965,50H14931,26904540,51R26807,14931,WHSU2897882,2200,GTHA,D40467827,A01,A05
D,45599.56049768518,45599.577569444446,50LD14127,26904541,50R03018,14127,FBIU5625869,4530,CAPR,E40467828,B04,E09
R,45599.56056712963,45599.5678587963,51C56272,26904542,,56272,FITU5554268,4500,NHAR,R40467825,D02,A05
R,45599.56070601852,45599.57512731481,51C93506,26904543,51R14077,93506,SMCU1079187,4500,HBCX,R40467830,B02,E09
D,45599.56113425926,45599.576365740744,51D11748,26904544,51R40273,11748,PCIU1124182,2200,GTHA,D40467704,A01,A05
D,45599.56128472222,45599.581828703704,50H61149,26904545,51R22663,61149,EMCU1633530,4500,GTHA,D40467832,G01,A05
R,45599.561689814815,45599.572962962964,50H54175,26904546,,54175,MRKU5476992,4500,NHAR,R40467829,E04,G04
R,45599.561793981484,45599.57724537037,50H24802,26904547,50RM00101,24802,BEAU2314250,2200,HBCX,R40467833,B04,A05
D,45599.56186342592,45599.574328703704,50LD16156,26904548,,16156,HLBU9760591,4530,CAPR,E40467831,E04,E09
D,45599.56327546296,45599.59954861111,60H10993,26904549,51R50053,10993,TRHU5653809,4500,GTHA,D40467838,A01,B08
R,45599.56327546296,45599.59954861111,60H10993,26904549,51R50053,10993,MSBU2046430,2200,HBCX,R40467837,A01,B08
D,45599.56407407407,45599.56416666666,TB-849,26904550,,34915,TLLU7615071,4500,CHNG,D40466530,,A05
D,45599.564097222225,45599.59893518518,50H08853,26904551,,08853,EMCU5495234,4530,CAPR,E40467834,D02,B09
D,45599.564259259256,45599.58243055556,51D64488,26904552,51R33274,64488,TEXU1595854,4250,GTHA,D40467840,B04,B08
R,45599.564259259256,45599.57063657408,50H07835,26904553,50RM03785,07835,ONEU5516953,4500,HBCX,R40467841,B04,A05
R,45599.564363425925,45599.581238425926,93H01045,26904554,50RM02502,01045,MSNU9553199,4500,HBCX,R40467842,A02,B08
D,45599.56501157407,45599.57916666667,61C04974,26904555,61R00544,04974,SKLU2355146,2200,GTHA,D40467843,B02,B08
D,45599.56545138889,45599.56549768519,DN-23,26904556,,52826,MSKU1124819,4500,CHNG,D40466542,,A05
D,45599.56574074074,45599.58013888889,62H00734,26904557,62R00643,00734,CMAU3652326,4500,GTHA,D40467844,A02,A05
D,45599.56681712963,45599.56688657407,PL-697,26904558,,54731,SEKU9328503,4530,CHNG,D40462649,,B08
R,45599.56699074074,45599.58738425926,50H54453,26904559,51R34950,54453,CGMU6522725,4530,HBCX,R40467846,D02,G04
D,45599.567025462966,45599.599641203706,61C11748,26904560,61R01257,.11748,TRHU8636364,4500,GTHA,D40467845,A02,A05
D,45599.5675,45599.58125,51D07829,26904561,51R18053,07829,TCLU9286531,4500,GTHA,D40467847,B02,B08
D,45599.56805555556,45599.568136574075,TB-839,26904562,,34942,MRSU4736906,4500,CHNG,D40466531,,A05
D,45599.5681712963,45599.57560185185,50H24283,26904563,51R51067,24283,WHSU5002912,4500,GTHA,D40467848,B02,B08
R,45599.5681712963,45599.579560185186,HL-08,26904564,,65101,OCGU8094883,4500,HANG,R40467849,B04,B08
R,45599.56832175926,45599.58430555555,93C12584,26904565,93R00943,12584,SITU2732820,2200,HBCX,R40467850,B04,A05
D,45599.56832175926,45599.58430555555,93C12584,26904565,93R00943,12584,YMMU4070831,4200,GTHA,D40467851,B04,A05
R,45599.56862268518,45599.583333333336,51B27879,26904566,50RM01147,27879,TEMU9882461,4530,HBCX,R40467852,D02,G04
D,45599.56929398148,45599.58,50H25130,26904567,,25130,SZLU9910560,4530,CAPR,E40467839,E04,E09
R,45599.56936342592,45599.585856481484,51D04680,26904568,51R25673,04680,OOCU7745927,4500,HBCX,R40467853,A02,B08
D,45599.56936342592,45599.585856481484,51D04680,26904568,51R25673,04680,YMLU9002008,4500,GTHA,D40467854,A02,B08
D,45599.56966435185,45599.60388888889,51D49995,26904569,51R40779,49995,CSNU8069385,4500,GTHA,D40467856,B04,B08
R,45599.56966435185,45599.60388888889,51D49995,26904569,51R40779,49995,FCIU7283371,4500,HBCX,R40467855,B04,B08
R,45599.57013888889,45599.62931712963,67H02321,26904570,67R00105,02321,SEKU9314080,4530,HBCX,R40467858,D02,G04
R,45599.57015046296,45599.60439814815,93C04855,26904571,93R00593,04855,SITU2747800,2200,HBCX,R40467857,B04,E09
D,45599.57015046296,45599.60439814815,93C04855,26904571,93R00593,04855,SITU2683536,2200,CAPR,E40468031,B04,E09
D,45599.57015046296,45599.60439814815,93C04855,26904571,93R00593,04855,SITU2583959,2200,CAPR,E40468032,B04,E09
D,45599.57065972222,45599.58091435185,50H18834,26904572,51R4698,18834,IAAU1784616,4500,GTHA,D40467859,B02,B08
D,45599.570925925924,45599.59247685185,51C74956,26904573,51R14830,74956,SKLU1560383,2200,GTHA,D40467860,G01,B08
R,45599.570925925924,45599.59253472222,51C54989,26904574,50RM04349,54989,FTAU1136650,2200,HBCX,R40467865,B04,E09
D,45599.570925925924,45599.58216435185,51C59901,26904575,51R33567,59901,FCIU5231770,2200,GTHA,D40467861,B04,A05
D,45599.570972222224,45599.5802662037,61H06000,26904576,61R05641,06000,MRKU5599770,4500,GTHA,D40467863,A01,A05
D,45599.57116898148,45599.592881944445,93H00195,26904577,61R03324,00195,CXDU1093842,2200,GTHA,D40467864,D02,E10
R,45599.57145833333,45599.5805787037,93C07747,26904578,93R00594,07747,TLLU3632717,2200,HBCX,R40467867,B04,B08
R,45599.571550925924,45599.57798611111,61H09815,26904579,61R06144,09815,SKLU1910922,2200,HBCX,R40467868,B02,B08
D,45599.571597222224,45599.59469907408,50H61421,26904580,51R04936,61421,SEGU5102560,4500,GTHA,D40467866,B02,B09
D,45599.57199074074,45599.58806712963,51C48894,26904581,51R03687,48894,CAAU8972800,4500,GTHA,D40467869,A02,A05
D,45599.57230324074,45599.58256944444,50H01805,26904582,51R33754,01805,HASU4783889,4500,GTHA,D40467870,A02,B08
R,45599.57239583333,45599.57628472222,50H43663,26904583,50RM01758,43663,HALU2059415,2200,HBCX,R40467871,B02,B08
R,45599.57369212963,45599.59537037037,72C11295,26904584,72R02595,11295,SEGU1730717,2200,HBCX,R40467874,B02,B09
D,45599.57371527778,45599.58991898148,50H20465,26904585,51R15795,20465,ONEU2034808,2200,GTHA,D40467872,E04,E10
R,45599.5737037037,45599.59364583333,71N1332,26904586,71R00059,N1332,FBIU5627305,4530,HBCX,R40467873,D02,B08
R,45599.57402777778,45599.59649305556,61C29904,26904587,61R00573,29904,EGHU3200833,2200,HBCX,R40467875,B02,B08
D,45599.575208333335,45599.58782407407,50H08188,26904588,50RM02239,08188,SEKU6909058,4500,GTHA,D40467876,A02,B08
D,45599.57572916667,45599.5909375,51C97194,26904589,51R16992,97194,EITU1484285,4500,GTHA,D40467878,A02,E10
R,45599.575949074075,45599.58375,51D22575,26904590,51R02758,22575,GCXU6531877,4500,HBCX,R40467879,A01,A05
D,45599.57653935185,45599.59092592593,50H24615,26904591,51R23439,24615,GLDU5780132,2200,GTHA,D40467775,B04,B08
R,45599.57697916667,45599.59065972222,50H05313,26904592,50R03980,05313,GMDU5180248,4530,HBCX,R40467883,D02,B08
D,45599.57734953704,45599.58631944445,TB-852,26904593,,34976,MRSU5907011,4500,CHNG,D40466528,B04,A05
R,45599.57734953704,45599.58631944445,TB-852,26904593,,34976,FCIU6096864,2200,HANG,R40466848,B04,A05
R,45599.577569444446,45599.60528935185,36H05753,26904594,36RM00209,05753,TRIU8966626,4530,HBCX,R40467884,D02,G04
D,45599.578148148146,45599.57826388889,TB-34,26904595,,9114,OTPU6478256,4530,CHNG,D40462471,,B08
R,45599.57824074074,45599.58658564815,51C48395,26904596,51R10605,48395,TCNU6754282,4500,HBCX,R40467882,B04,B08
D,45599.57829861111,45599.590416666666,50H17844,26904597,51R04780,17844,FFAU2808156,4500,GTHA,D40467886,A02,A05
D,45599.57846064815,45599.578576388885,TB-55,26904598,,64352,MRKU4392500,4500,CHNG,D40466532,,A05
D,45599.57849537037,45599.6102662037,70C05769,26904599,70R01183,05769,TEMU5000138,2200,CAPR,E40468011,A01,E10
R,45599.57849537037,45599.6102662037,70C05769,26904599,70R01183,05769,TEMU3683143,2200,HBCX,R40467887,A01,E10
D,45599.57849537037,45599.6102662037,70C05769,26904599,70R01183,05769,TRHU2648049,2200,CAPR,E40468012,A01,E10
R,45599.57875,45599.58920138889,51C56309,26904600,,56309,FITU5490461,4500,NHAR,R40467881,D02,A05
D,45599.57877314815,45599.57894675926,TB-840,26904601,,34881,MRKU6079979,4500,CHNG,D40466534,,A05
D,45599.57910879629,45599.579201388886,DN-20,26904602,,52887,MRSU3925633,4500,CHNG,D40466535,,A05
D,45599.57938657407,45599.57946759259,TB-54,26904603,,59492,TCNU4170926,4500,CHNG,D40466572,,A05
D,45599.579421296294,45599.58752314815,51C48537,26904604,51R13956,48537,TCLU8714595,4500,GTHA,D40467888,B02,B08
R,45599.57980324074,45599.59818287037,72C11343,26904605,72R02562,11343,TEMU0216926,2200,HBCX,R40467890,B02,B09
D,45599.579930555556,45599.59784722222,50LD14210,26904606,,14210,TEMU9130675,4530,CAPR,E40467891,D02,E09
R,45599.58028935185,45599.59122685185,50H36841,26904607,50RM04755,36841,CGMU8018863,4530,HBCX,R40467942,D02,A05
D,45599.58033564815,45599.580405092594,TB-61,26904608,,93783,CAAU6623096,4500,CHNG,D40466525,,A05
R,45599.58091435185,45599.59247685185,61C32247,26904609,61R02842,32247,SEGU1565340,2200,HBCX,R40467944,B02,B08
D,45599.580972222226,45599.604583333334,50H54033,26904610,51R01774,54033,TEMU7043946,4500,GTHA,D40467943,A02,A05
R,45599.581296296295,45599.58950231481,51C74829,26904611,,74829,FITU5492232,4500,NHAR,R40467925,D02,B08
D,45599.581608796296,45599.581666666665,TB-31,26904612,,10463,SEKU9337906,4530,CHNG,D40462481,,B08
D,45599.58175925926,45599.58181712963,PL-731,26904613,,66993,YMLU5463613,4530,CHNG,D40462464,,B08
R,45599.58210648148,45599.58903935185,51C43096,26904614,51R07273,43096,TRHU8047868,4500,HBCX,R40467947,A02,B08
D,45599.58251157407,45599.61523148148,51C45556,26904615,51R01740,45556,TEMU4275953,2200,GTHA,D40467948,E04,B08
R,45599.58251157407,45599.61523148148,51C45556,26904615,51R01740,45556,DRYU2781590,2200,NHAR,R40467892,E04,B08
R,45599.58251157407,45599.61523148148,51C45556,26904615,51R01740,45556,EITU0197676,2200,NHAR,R40467889,E04,B08
D,45599.582719907405,45599.607453703706,50H35042,26904616,50RM01648,35042,OOLU0444126,2200,GTHA,D40467949,B02,E09
R,45599.58288194444,45599.58744212963,51D38202,26904617,,38202,WHSU2128640,2200,NHAR,R40467945,E04,E09
R,45599.583136574074,45599.62318287037,50H02540,26904618,51R27457,02540,FCIU6051290,2200,HBCX,R40467951,G01,E09
D,45599.583136574074,45599.62318287037,50H02540,26904618,51R27457,02540,TCLU7365009,2200,CAPR,E40468156,G01,E09
D,45599.583136574074,45599.62318287037,50H02540,26904618,51R27457,02540,NYKU9829619,2200,CAPR,E40468158,G01,E09
D,45599.58329861111,45599.58336805556,DN-32,26904619,,52817,DFSU6383298,4500,CHNG,D40466527,,A05
D,45599.58377314815,45599.61783564815,51D49563,26904620,51R22931,49563,TRHU7255609,4500,GTHA,D40467985,B02,A05
R,45599.58377314815,45599.61783564815,51D49563,26904620,51R22931,49563,SITU2842767,2200,HBCX,R40467983,B02,A05
D,45599.58380787037,45599.609444444446,50H14590,26904621,51R27048,14590,ZCSU7390873,4500,GTHA,D40467952,B02,E09
D,45599.58391203704,45599.62972222222,65C10160,26904622,65R00203,10160,FBIU5408966,4530,CAPR,E40468197,E04,E09
R,45599.58391203704,45599.62972222222,65C10160,26904622,65R00203,10160,MORU1329528,4530,HBCX,R40467984,E04,E09
D,45599.583958333336,45599.606145833335,51D11748,26904623,51R40273,11748,PCIU1151866,2200,GTHA,D40467982,A02,A05
D,45599.58440972222,45599.614375,67H02093,26904624,67R00090,02093,GAOU2599856,2200,GTHA,D40467987,D02,B09
R,45599.58440972222,45599.614375,67H02093,26904624,67R00090,02093,YMLU5402304,4530,HBCX,R40467986,D02,B09
D,45599.58461805555,45599.60225694445,77C06212,26904625,61R04192,06212,UETU6214887,4500,GTHA,D40467988,B02,B08
D,45599.585173611114,45599.60418981482,51C44038,26904626,63R01150,44038,TCNU2210779,4500,GTHA,D40467989,B02,B09
D,45599.58530092592,45599.60616898148,51C97670,26904627,51R21360,97670,ZCSU7285991,4500,GTHA,D40467990,B02,B08
R,45599.58629629629,45599.602372685185,50LD13657,26904628,51R19471,13657,TCKU2024255,2200,HBCX,R40467994,B02,G04
D,45599.58635416667,45599.600949074076,50H08658,26904629,50R03879,08658,SLEU2321372,2200,GTHA,D40467993,A02,B09
D,45599.586747685185,45599.617256944446,51D41288,26904630,,41288,FFAU3375894,4500,CAPR,E40467991,E04,E09
D,45599.58692129629,45599.598391203705,50H44688,26904631,51R31684,44688,EITU0009207,2200,GTHA,D40467995,B02,B08
D,45599.5871412037,45599.587222222224,TB-62,26904632,,03527,TCNU2770310,4500,CHNG,D40466529,,A05
R,45599.587685185186,45599.600277777776,51C77876,26904633,51R08971,77876,MRKU9724905,2200,HBCX,R40467997,A02,B08
D,45599.58770833333,45599.597280092596,50H14600,26904634,51R22880,14600,TRHU3695364,2200,GTHA,D40467996,A01,B09
D,45599.58782407407,45599.600266203706,50LD20477,26904635,15R07847,20477,FCIU5036428,2200,GTHA,D40467998,A01,B08
D,45599.58802083333,45599.58810185185,TB-48,26904636,,20803,YMLU5487298,4530,CHNG,D40462561,,B08
R,45599.588171296295,45599.59577546296,61H09815,26904637,61R06144,09815,SKLU3519748,2200,HBCX,R40467999,B04,B09
D,45599.58826388889,45599.58833333333,PL-861,26904638,,66419,YMLU5476185,4530,CHNG,D40462623,,B08
D,45599.588321759256,45599.61429398148,51C94000,26904639,51R33987,94000,TEMU1101541,2200,GTHA,D40468001,B02,A05
R,45599.588321759256,45599.61429398148,51C94000,26904639,51R33987,94000,TIIU6782241,4500,HBCX,R40468000,B02,A05
D,45599.5884375,45599.58849537037,PL-278,26904640,,00404,YMLU5502453,4530,CHNG,D40462521,,B08
D,45599.58863425926,45599.58875,TB-50,26904641,,45507,YMLU5409926,4530,CHNG,D40462594,,B08
D,45599.58886574074,45599.58892361111,TB-32,26904642,,9112,YMLU5417048,4530,CHNG,D40462644,,B08
D,45599.589780092596,45599.603854166664,72H02912,26904643,72R02150,02912,BSIU2925429,2200,GTHA,D40468002,B02,G04
R,45599.58993055556,45599.6049537037,60H19277,26904644,79R00299,19277,TEMU0435647,2200,HBCX,R40468004,B04,B08
R,45599.58997685185,45599.60108796296,70H01752,26904645,70R01953,01752,BEAU6337254,4500,HBCX,R40468005,B02,E09
D,45599.59011574074,45599.60799768518,51D06577,26904646,51R40197,06577,YMMU1048829,2200,GTHA,D40468003,A01,B08
R,45599.590729166666,45599.60693287037,HL-08,26904647,,65101,TRHU8080742,4500,HANG,R40468006,B04,B08
D,45599.591365740744,45599.60849537037,63H00842,26904648,63R00316,00842,HASU4751726,4500,GTHA,D40468008,A01,A05
R,45599.591365740744,45599.60849537037,63H00842,26904648,63R00316,00842,BMOU6492770,4500,HBCX,R40468007,A01,A05
D,45599.59153935185,45599.602858796294,51C59901,26904649,51R33567,59901,FCIU5037300,2200,GTHA,D40467862,A02,B09
D,45599.59195601852,45599.6015625,50H48004,26904650,51R19838,48004,CICU6861527,2200,GTHA,D40468009,A02,A05
R,45599.592256944445,45599.60778935185,60H08314,26904651,60RM00976,08314,TEMU6913790,4500,HBCX,R40467885,A02,B09
R,45599.59297453704,45599.60989583333,50H37120,26904652,51R40301,37120,SZLU6016075,4530,HBCX,R40468010,D02,G04
D,45599.59332175926,45599.60579861111,50H54201,26904653,51R14093,54201,EITU3110073,2200,GTHA,D40468013,A02,B08
D,45599.59364583333,45599.60888888889,61LD07996,26904654,61R04226,07996,CSLU6148195,4500,GTHA,D40468014,A02,A05
D,45599.59410879629,45599.59416666667,TB-33,26904655,,9113,YMLU5502258,4530,CHNG,D40462573,,B08
R,45599.59413194445,45599.6034375,51C92792,26904656,51R26307,92792,TCNU3117845,4500,HBCX,R40468015,A01,B08
D,45599.59431712963,45599.6053125,51C70208,26904657,51R33750,70208,TRHU2745012,2200,GTHA,D40468017,B02,B08
D,45599.59434027778,45599.59439814815,PL-697,26904658,,54731,YMLU5408832,4530,CHNG,D40462615,,B08
R,45599.595509259256,45599.608611111114,50F00870,26904659,50RM04456,00870,EMCU5389145,4530,HBCX,R40468018,D02,A05
D,45599.595821759256,45599.60590277778,51D49799,26904660,51R22838,49799,FSCU5017026,4200,GTHA,D40468019,A02,B09
D,45599.59591435185,45599.62008101852,50H20699,26904661,51R12437,20699,SEKU9248060,4530,GTHA,D40468020,B02,B08
R,45599.59648148148,45599.61746527778,50H45452,26904662,51R50549,45452,HASU1141843,2200,HBCX,R40468022,A01,A05
R,45599.596550925926,45599.6384837963,51C17405,26904663,51R34085,17405,FBIU5185163,4530,HBCX,R40468016,D02,B08
D,45599.596550925926,45599.6384837963,51C17405,26904663,51R34085,17405,KKFU6726679,4530,CRCD,D40458250,D02,B08
R,45599.596666666665,45599.62363425926,93C07747,26904664,93R00594,07747,SITU2690746,2200,HBCX,R40468026,B04,E09
D,45599.596666666665,45599.62363425926,93C07747,26904664,93R00594,07747,SITU2691803,2200,CAPR,E40468165,B04,E09
D,45599.596666666665,45599.62363425926,93C07747,26904664,93R00594,07747,SITU2721174,2200,CAPR,E40468164,B04,E09
D,45599.596817129626,45599.61414351852,51C72016,26904665,51R19681,72016,FFAU3280227,4500,GTHA,D40468025,A02,G04
R,45599.59704861111,45599.60912037037,50H43360,26904666,50RM02147,43360,CAIU6666064,2200,HBCX,R40468027,B02,E09
R,45599.59738425926,45599.60297453704,50H13384,26904667,51R50788,13384,STXU2045830,2200,HBCX,R40468029,G01,G04
R,45599.597395833334,45599.613032407404,51E00200,26904668,51R30202,00200,ZCSU6669035,4500,HBCX,R40468030,A02,A05
D,45599.597395833334,45599.60903935185,50LD15853,26904669,50RM04129,15853,WHSU5334033,4500,GTHA,D40468028,A02,A05
D,45599.59809027778,45599.62431712963,50H02586,26904670,61R01057,02586,FBIU5014330,4530,GTHA,D40468043,G01,B09
D,45599.59813657407,45599.610972222225,50H06721,26904671,51R14248,06721,TLLU5804950,4500,GTHA,D40468069,B04,E09
R,45599.59855324074,45599.60490740741,50H08393,26904672,50R04202,08393,GAOU6444148,4500,HBCX,R40468083,A01,A05
D,45599.598657407405,45599.62181712963,50H20943,26904673,50R04700,20943,SITU2687866,2200,GTHA,D40468085,A01,G04
D,45599.59887731481,45599.62217592593,50H54119,26904674,51R24091,54119,CBHU8892841,4500,GTHA,D40468084,B02,B09
R,45599.59887731481,45599.62217592593,50H54119,26904674,51R24091,54119,TGBU9842221,4500,HBCX,R40468088,B02,B09
R,45599.59905092593,45599.60300925926,51D49138,26904675,,49138,IAAU1832864,4500,NHAR,R40468021,D02,A05
R,45599.599282407406,45599.615381944444,36H05725,26904676,36RM00205,05725,SEKU9073022,4530,HBCX,R40468087,D02,G04
D,45599.599386574075,45599.60700231481,61C35636,26904677,61R05427,35636,MSKU9884309,4500,GTHA,D40468086,B04,B09
R,45599.60061342592,45599.61336805556,71H00097,26904678,71R00035,00097,EMCU5409534,4530,HBCX,R40468089,D02,B09
D,45599.6009375,45599.61157407407,50H01782,26904679,51R33797,01782,MSKU5881472,2200,GTHA,D40468090,B04,B08
D,45599.601006944446,45599.61466435185,51D35684,26904680,51R32611,35684,TLLU2991501,2200,GTHA,D40468091,B02,B08
R,45599.60141203704,45599.61398148148,61C32247,26904681,61R02842,32247,CMAU1772214,2200,HBCX,R40468092,B02,B08
D,45599.6018287037,45599.65453703704,50H04549,26904682,50R03126,04549,NSSU0107770,2200,GTHA,D40468095,A02,B09
R,45599.6018287037,45599.65453703704,50H04549,26904682,50R03126,04549,CRSU9212310,4500,HBCX,R40468093,A02,B09
D,45599.602060185185,45599.62708333333,51D49334,26904683,51R22879,49334,EGHU9472715,4500,GTHA,D40468094,B02,B09
R,45599.60246527778,45599.620092592595,66C02044,26904684,66R00260,02044,HLBU9659610,4530,HBCX,R40468096,D02,G04
R,45599.60289351852,45599.61251157407,61C45486,26904685,61R06801,45486,TXGU6812571,4500,HBCX,R40468097,B04,B08
R,45599.60318287037,45599.630057870374,50H22940,26904686,51R01249,22940,TIIU5717278,4500,HBCX,R40468098,B02,A05
D,45599.60318287037,45599.630057870374,50H22940,26904686,51R01249,22940,YMLU8758407,4500,GTHA,D40468099,B02,A05
D,45599.603217592594,45599.60327546296,TB-839,26904687,,34942,YMLU5411800,4530,CHNG,D40462539,,B09
D,45599.60335648148,45599.603414351855,TB-849,26904688,,34915,YMLU5471120,4530,CHNG,D40462595,,B09
D,45599.60387731482,45599.61162037037,61C44157,26904690,93R00547,44157,SKHU6387246,4500,GTHA,D40468112,A01,B09
R,45599.604108796295,45599.62383101852,51C54989,26904691,50RM04349,54989,DFSU1987649,2200,HBCX,R40468113,B02,B08
D,45599.60472222222,45599.61912037037,60H11512,26904692,60RM00296,11512,STXU2039586,2200,GTHA,D40468115,B02,B08
R,45599.604780092595,45599.625497685185,71H02343,26904693,71R00192,02343,FBIU5613770,4530,HBCX,R40468116,D02,B09
D,45599.60497685185,45599.63707175926,50H08791,26904694,,08791,EMCU5440740,4530,CAPR,E40465030,D02,B09
R,45599.60523148148,45599.61912037037,51C56272,26904695,,56272,FITU5476988,4500,NHAR,R40468101,D02,A05
R,45599.60525462963,45599.614953703705,60C45551,26904696,60R01940,45551,BMOU6378685,4500,HBCX,R40468114,A02,B09
D,45599.60528935185,45599.657314814816,51D11607,26904697,,11607,DKOU2517080,2270,CAPR,E40468117,B02,B09
D,45599.60528935185,45599.657314814816,51D11607,26904697,,11607,EXFU5651941,2270,CAPR,E40468184,B02,B09
D,45599.60565972222,45599.64387731482,50H14564,26904698,,14564,YMLU5356929,4530,CAPR,E40468118,B02,B09
D,45599.60605324074,45599.61246527778,50H20465,26904699,51R15795,20465,NYKU3861423,2200,GTHA,D40468119,E02,E10
R,45599.60667824074,45599.63379629629,50H54453,26904700,51R34950,54453,SEGU9528364,4530,HBCX,R40468122,G01,G04
R,45599.60674768518,45599.61599537037,51D13937,26904701,51R23681,13937,WHSU2775082,2200,HBCX,R40468124,A02,A05
D,45599.60679398148,45599.61518518518,50H17288,26904702,50R03116,17288,IAAU1706716,4500,GTHA,D40468123,B02,B09
D,45599.607407407406,45599.622395833336,50H53899,26904703,51R16665,53899,HALU2325829,2200,GTHA,D40468126,A01,A05
D,45599.60743055555,45599.6075,DN-30,26904704,,52453,CAAU6939931,4500,CHNG,D40466567,,A05
R,45599.60800925926,45599.62787037037,63H03967,26904705,,03967,TEMU0574719,2200,NHAR,R40468121,E02,G04
R,45599.60800925926,45599.62787037037,63H03967,26904705,,03967,FTAU1672735,2200,NHAR,R40468120,E02,G04
R,45599.608125,45599.62305555555,50LD13657,26904706,51R19471,13657,BSIU2218391,2200,HBCX,R40468128,G01,G04
D,45599.60902777778,45599.632361111115,50H48004,26904707,51R19838,48004,CICU6860536,2200,GTHA,D40468132,A02,A05
D,45599.60905092592,45599.63921296296,29E06636,26904708,29R40367,.06636,DRYU2772140,2200,GTHA,D40468131,B02,G04
R,45599.60907407408,45599.61550925926,50H13384,26904709,51R50788,13384,BSIU3027281,2200,HBCX,R40468133,G01,E10
D,45599.60983796296,45599.618946759256,61C43714,26904710,61R05579,43714,MSKU9521643,4500,GTHA,D40468135,A02,A05
D,45599.61054398148,45599.610601851855,TB-31,26904711,,10463,SEKU9335009,4530,CHNG,D40462579,,B08
D,45599.6109375,45599.62150462963,50H08658,26904712,50R03879,08658,SLEU2321290,2200,GTHA,D40468138,A02,B09
D,45599.610925925925,45599.611030092594,TB-840,26904713,,34881,MSKU9871106,4500,CHNG,D40466568,,A05
R,45599.610972222225,45599.62939814815,51D33885,26904714,51R07637,33885,EMCU3962197,2200,NHAR,R40468134,E02,B08
D,45599.610972222225,45599.62939814815,51D33885,26904714,51R07637,33885,CAAU7879164,4500,GTHA,D40468137,E02,B08
