R_D,IG_TS,OG_TS,TRK_ID,TRK_KEY,CHASSIS_NO,BAT_NO,ITEM_NO,ISO,OPERATION_METHOD,EIR_ID,LANE_NO_IN,LANE_NO_OUT
R,45597.14475694444,45597.17328703704,50H02532,26884413,51R24619,02532,TCNU8541732,4500,HBCX,R40436286,A03,B09
R,45597.14491898148,45597.25350694444,50H14289,26884414,51R25567,14289,SZLU9385082,4530,HBCX,R40436287,D02,E09
D,45597.14491898148,45597.25350694444,50H14289,26884414,51R25567,14289,FBIU5166440,4530,CAPR,E40437834,D02,E09
D,45597.145104166666,45597.19596064815,62C03881,26884415,62R00174,03881,CSLU1607619,2200,CAPR,E40436946,B04,E09
D,45597.145104166666,45597.19596064815,62C03881,26884415,62R00174,03881,FCIU5842228,2200,CAPR,E40436941,B04,E09
R,45597.145104166666,45597.19596064815,62C03881,26884415,62R00174,03881,IAAU2869662,2200,HBCX,R40436289,B04,E09
R,45597.14524305556,45597.16631944444,70H02586,26884416,70R01653,02586,KKTU8032141,2200,HBCX,R40436285,B02,G04
D,45597.14542824074,45597.16961805556,50H44670,26884417,51R15484,44670,TCNU8675372,4500,GTHA,D40436291,A02,A06
R,45597.14543981481,45597.16667824074,70C10964,26884418,70R01289,10964,FFAU3632987,4500,HBCX,R40436295,A02,E09
R,45597.14554398148,45597.172326388885,62H02952,26884419,62R00883,02952,MRKU9593615,2200,HBQC,R40436298,B04,E09
R,45597.14556712963,45597.20681712963,61H06431,26884420,61R06743,06431,TRHU2426458,2200,HBCX,R40436297,E04,A06
R,45597.14556712963,45597.20681712963,61H06431,26884420,61R06743,06431,WHSU2295925,2200,NHAR,R40436273,E04,A06
R,45597.14570601852,45597.16462962963,70C04658,26884421,70R00979,04658,OOLU3908637,2200,HBCX,R40436302,B02,E09
D,45597.14571759259,45597.18846064815,51C35243,26884422,51R09032,35243,CAAU7011480,4500,GTHA,D40436296,B02,B08
R,45597.14575231481,45597.15945601852,61C15464,26884423,61R03485,15464,TEMU5509486,2200,HBCX,R40436303,B04,B08
D,45597.14575231481,45597.19354166667,70C15893,26884424,70R00911,15893,TRHU7032903,4500,GTHA,D40436308,A02,A05
R,45597.14575231481,45597.19354166667,70C15893,26884424,70R00911,15893,SNBU8193190,4500,HBCX,R40436304,A02,A05
R,45597.14575231481,45597.17303240741,61E02889,26884425,93R01035,02889,SZLU9538643,4530,HBCX,R40436301,D02,B09
D,45597.14576388889,45597.191145833334,61H08184,26884426,61R04535,08184,EITU1048240,4500,GTHA,D40436299,A03,A05
D,45597.14577546297,45597.195081018515,51D07053,26884427,51R15267,07053,TEMU5642816,2200,GTHA,D40436293,D02,A06
D,45597.1459375,45597.1818287037,61H06623,26884428,61R05659,06623,IAAU2792154,2200,GTHA,D40436300,E04,B08
R,45597.1459375,45597.1818287037,61H06623,26884428,61R05659,06623,SITU2683984,2200,NHAR,R40435467,E04,B08
R,45597.1459837963,45597.162407407406,61C15403,26884429,50RM03835,15403,TGHU6552750,4500,HBCX,R40436305,G01,G04
D,45597.146006944444,45597.17722222222,50H05497,26884430,50RM01595,05497,TRHU2313662,2200,GTHA,D40436307,A03,B08
R,45597.146145833336,45597.201944444445,61E03493,26884431,61R05458,03493,TSSU5134440,4500,HBCX,R40436309,B04,A05
D,45597.146145833336,45597.201944444445,61E03493,26884431,61R05458,03493,XYLU1381926,2200,GTHA,D40436311,B04,A05
D,45597.14619212963,45597.197800925926,50H16158,26884432,65R00331,16158,FANU1162363,4500,GTHA,D40436306,B04,E09
D,45597.146215277775,45597.22047453704,60H20145,26884433,60RM01279,20145,BSIU3145983,2200,GTHA,D40436186,B02,E09
D,45597.14641203704,45597.200694444444,50H01645,26884434,51R13522,01645,NBYU4003910,4200,GTHA,D40436314,B03,E09
R,45597.14641203704,45597.200694444444,50H01645,26884434,51R13522,01645,MRKU3028535,4500,HBCX,R40436310,B03,E09
R,45597.1465625,45597.18429398148,50H20488,26884435,61R00051,20488,BMOU1266234,2200,HBCX,R40436275,A02,A06
R,45597.146585648145,45597.173530092594,93C13370,26884436,93R00940,13370,TWCU2139234,2200,HBCX,R40436313,A03,A06
D,45597.146574074075,45597.16159722222,51D37855,26884437,50R04095,37855,TEMU4140135,2200,GTHA,D40435618,D02,B08
D,45597.14659722222,45597.16813657407,61C41625,26884438,,41625,CXDU2190209,9500,CAPR,E40436280,E04,E09
D,45597.14671296296,45597.17582175926,61C37480,26884439,61R03931,37480,MOFU5864103,4200,GTHA,D40436312,G01,G04
D,45597.14673611111,45597.150625,50H60825,26884440,,60825,MAGU2399070,2200,CAPR,E40436265,E04,E09
D,45597.14673611111,45597.150625,50H60825,26884440,,60825,GESU1121110,2200,CAPR,E40436268,E04,E09
D,45597.14701388889,45597.23881944444,50H35093,26884441,50RM03675,35093,GAOU7481790,4500,GTHA,D40436333,A02,A06
R,45597.14701388889,45597.23881944444,50H35093,26884441,50RM03675,35093,EGSU9520993,4500,HBCX,R40436323,A02,A06
D,45597.147002314814,45597.17982638889,61C30445,26884442,61R05007,30445,FSCU8701860,4500,GTHA,D40436315,A03,A05
D,45597.14701388889,45597.17663194444,70C06232,26884443,70R01333,06232,TRHU7016970,4500,GTHA,D40436316,B04,B08
R,45597.14702546296,45597.217569444445,65C10160,26884444,65R00395,10160,TTNU8284180,4530,HBCX,R40436321,D02,B09
D,45597.14716435185,45597.174155092594,50H60877,26884445,51R51074,60877,CMAU8448655,4500,GTHA,D40436320,B04,B08
R,45597.147210648145,45597.16695601852,51C94366,26884446,51R16569,94366,CAIU9976700,4500,HBCX,R40436326,B02,E09
D,45597.1472337963,45597.19951388889,81H00901,26884447,50RM02352,00901,TEMU2749502,2200,GTHA,D40436318,A02,E09
D,45597.1472337963,45597.19951388889,81H00901,26884447,50RM02352,00901,TGCU2400509,2200,GTHA,D40436317,A02,E09
D,45597.147256944445,45597.164143518516,50LD12877,26884448,50R02824,12877,FCIU6413336,2200,GTHA,D40436319,G01,G04
R,45597.14732638889,45597.38706018519,50H08025,26884449,,08025,NBYU8147068,4500,NHAR,R40436292,E04,B08
R,45597.147361111114,45597.18268518519,51C23486,26884450,51R17014,23486,CULU6334932,4500,NHAR,R40436290,E04,B09
D,45597.147361111114,45597.18268518519,51C23486,26884450,51R17014,23486,WHSU5376954,4500,GTHA,D40436322,E04,B09
R,45597.14739583333,45597.19994212963,50H13303,26884451,51R04415,13303,SEGU1991876,2200,NHAR,R40436288,E04,B08
D,45597.14739583333,45597.19994212963,50H13303,26884451,51R04415,13303,CSLU1877888,2200,GTHA,D40436324,E04,B08
R,45597.14740740741,45597.18361111111,63H03905,26884452,51R40219,03905,TEMU4623508,2200,HBCX,R40436328,B04,B08
D,45597.14740740741,45597.18361111111,63H03905,26884452,51R40219,03905,SIKU3098627,2200,GTHA,D40436332,B04,B08
D,45597.14741898148,45597.18883101852,51D48519,26884453,51R04139,48519,EMCU5372097,4530,CAPR,E40436117,B02,B08
R,45597.14741898148,45597.18883101852,51D48519,26884453,51R04139,48519,EITU1662962,4500,HBCX,R40436330,B02,B08
D,45597.147465277776,45597.19420138889,61C25190,26884454,61R03625,25190,TGBU7908926,4500,GTHA,D40436325,A03,A06
R,45597.147465277776,45597.16951388889,50H24759,26884455,50RM04579,24759,OTPU6647192,4530,HBCX,R40436329,D02,G04
R,45597.14760416667,45597.16563657407,51C25614,26884456,51R09169,25614,MRKU0108690,4200,HBCX,R40436294,A03,G04
R,45597.14780092592,45597.18179398148,51D49890,26884457,51R11017,49890,WHSU0212984,2200,HBCX,R40436334,G01,A06
D,45597.148206018515,45597.19495370371,50H11654,26884458,51R12811,11654,FANU1296260,4500,GTHA,D40436335,B04,B09
D,45597.14834490741,45597.17060185185,37H06874,26884459,15R12307,06874,FTAU1110194,2200,GTHA,D40435643,B04,A05
D,45597.148368055554,45597.164976851855,61C06747,26884460,51R04636,06747,OOLU9684982,4500,GTHA,D40436340,A02,A05
D,45597.1483912037,45597.17556712963,50H35499,26884461,51R27225,35499,CMAU3068966,2200,GTHA,D40436338,B02,A06
D,45597.14842592592,45597.16950231481,51C22436,26884462,51R16899,22436,DRYU2960641,2200,GTHA,D40436264,D02,B09
R,45597.1484375,45597.259780092594,50LD04603,26884463,50R02630,04603,EGHU9871891,4500,HBCX,R40436344,A02,E09
D,45597.1484375,45597.259780092594,50LD04603,26884463,50R02630,04603,YMMU6160359,4500,CAPR,E40437934,A02,E09
D,45597.148460648146,45597.16810185185,61H08130,26884464,61R01241,08130,CSLU2017941,2200,GTHA,D40436339,D02,B08
D,45597.14855324074,45597.18662037037,50LD15047,26884465,50RM02688,15047,EMCU1721082,4500,GTHA,D40436341,B03,B08
R,45597.14855324074,45597.18662037037,50LD15047,26884465,50RM02688,15047,CAAU7642568,4500,HBCX,R40436337,B03,B08
D,45597.148831018516,45597.19125,60C35324,26884466,60R03596,35324,TCLU8722728,4500,GTHA,D40436346,B02,B08
D,45597.14886574074,45597.22476851852,50H23547,26884467,50RM02721,23547,SEKU9185212,4530,CAPR,E40437423,E04,E09
R,45597.14886574074,45597.22476851852,50H23547,26884467,50RM02721,23547,FSCU5715829,4530,HBCX,R40436347,E04,E09
D,45597.148993055554,45597.1547337963,50H46259,26884468,,46259,SEGU1800861,2200,CAPR,E40436331,E04,E09
D,45597.148993055554,45597.1547337963,50H46259,26884468,,46259,UETU2329086,2200,CAPR,E40436327,E04,E09
R,45597.14902777778,45597.16778935185,50H25068,26884469,51R19902,25068,FCIU4929956,2200,HBCX,R40436351,A02,B08
D,45597.14907407408,45597.168287037035,50H35666,26884470,51R12389,35666,CMAU9696403,4500,GTHA,D40436348,A03,A06
D,45597.14912037037,45597.17122685185,50H25590,26884471,50R04036,25590,GLDU5353450,2200,GTHA,D40436350,B03,B08
R,45597.14917824074,45597.173414351855,83C03174,26884472,83R00208,03174,FBIU5360965,4530,HBCX,R40436352,D02,E09
R,45597.14921296296,45597.18135416666,70H02431,26884473,70R02085,02431,OOLU1521248,2200,HBCX,R40436354,B02,E09
D,45597.14921296296,45597.166921296295,50H02784,26884474,51R24605,02784,ONEU5539917,4500,GTHA,D40436349,B02,B08
D,45597.149305555555,45597.17766203704,50H06378,26884475,51R40215,06378,HAMU1703548,4500,GTHA,D40436353,B04,B09
D,45597.14943287037,45597.17983796296,62H02828,26884476,62R00840,02828,TGBU5954516,4500,GTHA,D40436355,A03,B08
R,45597.14946759259,45597.16258101852,50H12807,26884477,51R26968,12807,OOLU8944616,4500,HBCX,R40436343,B02,B08
D,45597.14958333333,45597.18821759259,50H43403,26884478,50RM02293,43403,MRKU5069699,4500,GTHA,D40436356,D02,B09
R,45597.14958333333,45597.17428240741,51C74167,26884479,51R20051,74167,TRHU7004917,4500,HBCX,R40436358,G01,G04
R,45597.14994212963,45597.16886574074,70H02138,26884480,70R00736,02138,TEMU0710775,2200,HBCX,R40436360,A02,A05
R,45597.14996527778,45597.16813657407,62C00841,26884481,62R00462,00841,TXGU6993356,4500,HBCX,R40436365,B02,G04
D,45597.15006944445,45597.217673611114,51C45750,26884482,51R03756,45750,HASU4635325,4500,GTHA,D40436359,D02,A06
R,45597.15008101852,45597.165972222225,70H00545,26884483,50R04219,00545,NYKU3606238,2200,HBCX,R40436366,G01,G04
R,45597.15010416666,45597.19980324074,61H08934,26884484,,08934,MRKU6104217,4500,NHAR,R40436345,E04,E09
D,45597.15013888889,45597.184224537035,51C52041,26884485,51R11067,52041,BHCU5007547,4500,GTHA,D40436363,G01,A06
R,45597.150300925925,45597.182025462964,51C47420,26884486,51R04256,47420,MRKU5168006,4500,HBCX,R40436368,B03,B09
D,45597.150300925925,45597.182025462964,51C47420,26884486,51R04256,47420,TGBU7819916,4500,GTHA,D40436370,B03,B09
D,45597.15042824074,45597.20322916667,50H35042,26884487,51R11625,35042,TLLU5023453,4500,GTHA,D40436373,B04,A06
R,45597.15042824074,45597.20322916667,50H35042,26884487,51R11625,35042,BEAU4874980,4500,HBCX,R40436371,B04,A06
R,45597.15042824074,45597.17391203704,51G73432,26884488,51R23099,73432,OERU4115537,4530,HBCX,R40436369,D02,G04
R,45597.15046296296,45597.190775462965,50H61726,26884489,50RM03728,61726,WHLU0310558,2200,NHAR,R40436342,E04,B08
R,45597.15046296296,45597.190775462965,50H61726,26884489,50RM03728,61726,WHLU0599693,2200,NHAR,R40436336,E04,B08
D,45597.15046296296,45597.190775462965,50H61726,26884489,50RM03728,61726,TCKU1273628,2200,GTHA,D40436367,E04,B08
R,45597.1508912037,45597.17457175926,70C09683,26884490,70R00847,09683,OOLU1942252,2200,HBCX,R40435880,B04,A05
D,45597.150925925926,45597.176087962966,29H71451,26884491,29R50503,71451,HALU2317762,2200,GTHA,D40436374,B03,B08
D,45597.150925925926,45597.16923611111,50E09245,26884492,51R01080,09245,IAAU1786769,4500,GTHA,D40436361,B04,B09
D,45597.15094907407,45597.18035879629,50H53606,26884493,16R2632,53606,TRHU7136507,4500,GTHA,D40436364,A02,A06
R,45597.15094907407,45597.20054398148,61H00563,26884494,61R02233,00563,MRKU0698240,4200,HBCX,R40436377,G01,A05
R,45597.151030092595,45597.24491898148,93H04733,26884495,93RM00918,04733,HAHU2047463,2200,HBQC,R40436379,B02,E09
D,45597.151030092595,45597.24491898148,93H04733,26884495,93RM00918,04733,SEGU9888782,4530,CAPR,E40436885,B02,E09
D,45597.15100694444,45597.200636574074,51C60696,26884496,51R34597,60696,EITU0140367,2200,GTHA,D40436376,A03,B08
R,45597.15100694444,45597.200636574074,51C60696,26884496,51R34597,60696,TXGU7876781,4500,HBCX,R40436378,A03,B08
R,45597.151041666664,45597.18974537037,51D16100,26884497,51R19911,16100,FTAU1803007,2200,NHAR,R40436357,E04,A06
D,45597.151041666664,45597.18974537037,51D16100,26884497,51R19911,16100,WHSU2431575,2200,GTHA,D40436375,E04,A06
R,45597.15125,45597.16726851852,62C10540,26884498,51R11350,10540,TGHU6162290,4500,HBCX,R40436381,A03,G04
D,45597.15136574074,45597.17481481482,60H13480,26884499,61R04677,13480,TEMU1683714,2200,GTHA,D40436380,A02,A05
D,45597.151400462964,45597.19972222222,60C56289,26884500,60R04766,56289,GLDU9489974,2200,GTHA,D40436386,G01,G04
R,45597.151400462964,45597.19972222222,60C56289,26884500,60R04766,56289,TWCU2129730,2200,HBCX,R40436383,G01,G04
D,45597.15142361111,45597.17461805556,50H11721,26884501,51R40456,11721,KOCU4658660,4500,GTHA,D40436382,B04,B09
D,45597.15153935185,45597.19144675926,51C69653,26884502,51R14885,69653,MRKU4118422,4500,GTHA,D40436384,B02,B09
R,45597.151712962965,45597.18145833333,51D63979,26884503,50RM01950,63979,OOLU6926568,4500,HBCX,R40436389,B04,B08
D,45597.15178240741,45597.17836805555,51C58399,26884504,51R16886,58399,BSIU9307850,4500,GTHA,D40436387,B02,A05
D,45597.15180555556,45597.1877662037,70H04613,26884505,70R02089,04613,CAAU7609662,4500,GTHA,D40436388,A02,B09
R,45597.15181712963,45597.18067129629,79C14455,26884506,79R00677,14455,EMCU5579680,4530,HBCX,R40436392,D02,B09
R,45597.15199074074,45597.22461805555,51C82167,26884507,51R17002,82167,CAAU9281891,4500,HBCX,R40436394,A03,E09
D,45597.15199074074,45597.22461805555,51C82167,26884507,51R17002,82167,BMOU3117219,4200,CAPR,E40436587,A03,E09
R,45597.152280092596,45597.171898148146,62C06030,26884508,62R00761,06030,IAAU2906581,2200,HBCX,R40436396,A02,G04
D,45597.152349537035,45597.17648148148,50H45628,26884509,51R40728,45628,DFSU1861809,2200,GTQC,D40436393,G01,B08
R,45597.152453703704,45597.175,50H03719,26884510,50RM03074,03719,BEAU4855716,4500,HBCX,R40436398,A02,G04
R,45597.1525,45597.173101851855,51C92734,26884511,50RM03952,92734,XHCU5583842,4500,HBCX,R40436399,B04,G04
D,45597.1525,45597.173101851855,51C92734,26884511,50RM03952,92734,MSKU9434636,4500,GTHA,D40436403,B04,G04
R,45597.152546296296,45597.18373842593,61C46062,26884512,61R02499,46062,TWCU8076160,4500,HBCX,R40436400,A03,B08
R,45597.15256944444,45597.20277777778,61C46044,26884513,61R03278,46044,IAAU2788405,2200,NHAR,R40436372,D02,A05
D,45597.15256944444,45597.20277777778,61C46044,26884513,61R03278,46044,WHSU6276190,4500,GTHA,D40436397,D02,A05
D,45597.15277777778,45597.17798611111,61H10543,26884514,51R23820,10543,NBYU9033814,4500,GTHA,D40436401,A02,G04
D,45597.152916666666,45597.18157407407,61C23411,26884515,61RM00859,23411,FSCU8149807,4500,GTHA,D40436402,G01,B09
R,45597.15292824074,45597.17417824074,51D60459,26884516,51R23161,60459,EITU9448978,4500,HBCX,R40436404,G01,G04
R,45597.152962962966,45597.176712962966,50H54161,26884517,50RM00983,54161,TEMU9323463,4530,HBCX,R40436406,D02,G04
R,45597.15314814815,45597.21438657407,50H30580,26884519,51R16545,30580,TGHU3738124,2200,HBCX,R40436408,B02,A05
D,45597.15314814815,45597.21438657407,50H30580,26884519,51R16545,30580,SEKU6662796,4500,GTHA,D40436418,B02,A05
D,45597.15315972222,45597.171851851854,66C05350,26884520,66R00111,05350,SKLU2068320,2200,GTHA,D40436405,B02,B09
D,45597.15324074074,45597.17675925926,50H00578,26884521,51R22147,00578,SKLU3514535,2200,GTHA,D40436407,A02,A05
D,45597.15324074074,45597.18640046296,60C36499,26884522,51R22095,36499,OOLU0606295,2200,GTHA,D40436417,A02,B09
R,45597.15324074074,45597.18640046296,60C36499,26884522,51R22095,36499,OOCU0463011,2200,HBCX,R40436410,A02,B09
R,45597.153344907405,45597.21722222222,50H08278,26884523,51R08920,08278,NYKU8498814,4200,HBCX,R40436411,B03,B08
D,45597.153344907405,45597.21722222222,50H08278,26884523,51R08920,08278,FTAU1627510,2200,GTHA,D40436415,B03,B08
R,45597.153333333335,45597.19671296296,51D60431,26884524,50R03446,60431,HLBU1810417,4200,HBCX,R40436412,G01,A05
D,45597.153333333335,45597.19671296296,51D60431,26884524,50R03446,60431,BEAU4452639,4500,GTHA,D40436416,G01,A05
D,45597.153391203705,45597.221608796295,50H02491,26884525,51R24461,02491,MSKU5458007,2200,GTHA,D40436421,B04,A06
R,45597.153391203705,45597.221608796295,50H02491,26884525,51R24461,02491,UETU5445602,4500,HBCX,R40436414,B04,A06
D,45597.153402777774,45597.176400462966,50H24843,26884526,60R07132,24843,DRYU2659068,2200,GTHA,D40435763,B04,A05
D,45597.15363425926,45597.16652777778,51D61066,26884527,,61066,FBIU5394862,4530,CAPR,E40436385,E04,E09
D,45597.153645833336,45597.17768518518,70C16244,26884528,51R03813,16244,FANU3677922,4500,GTHA,D40436413,A03,B08
R,45597.153645833336,45597.17768518518,70C16244,26884528,51R03813,16244,TEMU3411150,2200,HBCX,R40436419,A03,B08
R,45597.1537962963,45597.196377314816,50H05311,26884529,51R50657,05311,WHSU2758207,2200,NHAR,R40436395,E04,A06
D,45597.1537962963,45597.196377314816,50H05311,26884529,51R50657,05311,HASU1086140,2200,GTHA,D40436420,E04,A06
D,45597.1537962963,45597.175578703704,50H45876,26884530,51R04762,45876,DFSU3121627,2200,GTHA,D40436422,A02,B09
D,45597.15388888889,45597.17351851852,50H05269,26884531,51R00253,05269,SMCU2001943,2200,GTHA,D40436423,B04,B08
R,45597.15394675926,45597.210648148146,72H02840,26884532,72R02894,02840,SEGU6517176,4500,HBCX,R40436424,A03,E09
D,45597.15394675926,45597.210648148146,72H02840,26884532,72R02894,02840,GCXU6242175,4500,CAPR,E40437259,A03,E09
D,45597.15443287037,45597.191666666666,50H01712,26884534,50RM02287,01712,REGU1246002,2200,GTHA,D40436429,A03,A06
R,45597.15447916667,45597.17994212963,51C53682,26884535,51R30699,53682,FSCU8417659,4500,HBQC,R40436434,B02,G04
D,45597.15451388889,45597.18015046296,51C98201,26884536,51R6144,98201,FTAU1251633,2200,GTHA,D40436428,B02,B08
R,45597.15451388889,45597.172418981485,60H00313,26884537,60R05375,00313,HLBU3303432,4500,HBCX,R40436433,B03,G04
R,45597.15454861111,45597.19799768519,51C97951,26884538,16R1570,97951,BSIU8222207,4500,HBCX,R40436435,A02,E09
D,45597.15456018518,45597.186261574076,50H53579,26884539,51R11213,53579,WHSU8066700,4500,GTHA,D40436438,B04,A06
R,45597.15456018518,45597.186261574076,50H53579,26884539,51R11213,53579,WFHU5191001,4500,HBCX,R40436436,B04,A06
D,45597.15460648148,45597.174675925926,50H45448,26884540,51R04586,45448,SKHU8120496,4500,GTQC,D40436431,A03,B08
R,45597.1546875,45597.18582175926,50H21547,26884541,51R40726,21547,SITU4914974,4530,HBCX,R40436437,D02,B08
D,45597.154756944445,45597.21123842592,51C99467,26884542,51R17850,99467,BEAU2213661,2200,GTHA,D40436439,A03,B08
R,45597.15489583334,45597.191203703704,61H02586,26884543,51R14672,H02586,TXGU8319693,4500,HBCX,R40436440,A02,A06
R,45597.15523148148,45597.19293981481,51C74311,26884544,51R34925,74311,FANU1989876,4500,HBCX,R40436444,A02,B08
D,45597.155335648145,45597.18096064815,62H04582,26884545,62R01129,04582,FCIU6149943,2200,GTHA,D40436443,D02,G04
D,45597.155381944445,45597.245208333334,50LD04682,26884546,,04682,YMMU6697250,4500,CAPR,E40436432,E04,E09
D,45597.15542824074,45597.176770833335,70H02557,26884547,70R02031,02557,DRYU2937127,2200,GTHA,D40436446,B02,B08
R,45597.155486111114,45597.19501157408,50LD16491,26884548,50R03550,16491,MSDU7323514,4500,HBCX,R40436448,B02,B08
D,45597.155486111114,45597.19501157408,50LD16491,26884548,50R03550,16491,TGBU6586635,4500,GTHA,D40436452,B02,B08
D,45597.15560185185,45597.19467592592,51C95857,26884549,51R21019,95857,OTPU6383886,4530,GTHA,D40436447,B03,B09
D,45597.15565972222,45597.18719907408,61H05608,26884550,61R03154,05608,EMCU8974668,4500,GTHA,D40436445,G01,A06
R,45597.155694444446,45597.239340277774,63H03967,26884551,51R12425,03967,FCIU5873039,2200,HBCX,R40436451,B04,B08
D,45597.155694444446,45597.239340277774,63H03967,26884551,51R12425,03967,SIKU3071499,2200,GTHA,D40436453,B04,B08
D,45597.155706018515,45597.17287037037,51C96292,26884552,60R03813,96292,FCIU5239317,2200,GTHA,D40427842,B04,G04
R,45597.15572916667,45597.183020833334,51D10114,26884553,50RM04513,10114,WHLU7400376,2230,HBCX,R40436450,D02,B09
R,45597.15594907408,45597.18319444444,50H14523,26884554,51R27016,14523,EGSU9206323,4500,HBCX,R40436454,G01,G04
D,45597.15594907408,45597.18319444444,50H14523,26884554,51R27016,14523,CAAU8028240,4500,GTHA,D40436487,G01,G04
R,45597.15611111111,45597.18003472222,51C23089,26884555,51R07860,23089,TGBU6043772,4500,HBCX,R40436458,B04,E09
D,45597.15628472222,45597.196064814816,50H48369,26884556,50RM04130,48369,MSKU5854564,2200,GTHA,D40436457,E04,B08
R,45597.15628472222,45597.196064814816,50H48369,26884556,50RM04130,48369,WHSU2123952,2200,NHAR,R40436426,E04,B08
R,45597.15628472222,45597.196064814816,50H48369,26884556,50RM04130,48369,WHSU2660102,2200,NHAR,R40436425,E04,B08
R,45597.1562962963,45597.188055555554,60H02094,26884557,51R11187,02094,OOCU4770166,4500,HBCX,R40436456,A03,B08
R,45597.15638888889,45597.236354166664,50H18955,26884558,51R0887,18955,TRLU8188490,4500,HBCX,R40436461,B02,B08
D,45597.15641203704,45597.194131944445,51C84990,26884559,51R05802,84990,UACU8517300,4200,GTHA,D40436455,B02,E09
R,45597.15646990741,45597.18224537037,50H14754,26884560,51R20210,14754,TGBU6580703,4500,HBCX,R40436462,B04,G04
D,45597.15646990741,45597.18224537037,50H14754,26884560,51R20210,14754,FCIU8904093,4500,GTHA,D40436464,B04,G04
D,45597.156481481485,45597.18241898148,61H09212,26884561,51R31990,09212,TEMU5137692,2200,GTHA,D40436459,B03,B09
R,45597.15665509259,45597.17475694444,61E02119,26884562,61RM00391,02119,DRYU9913024,4500,HBCX,R40436467,B02,E09
R,45597.156701388885,45597.17422453704,70H03921,26884563,70R00925,03921,DFSU2952694,2200,HBCX,R40436469,A02,A05
D,45597.15672453704,45597.19084490741,50H35725,26884564,51R07168,35725,RJCU2020164,4530,GTHA,D40436463,A03,B09
D,45597.156793981485,45597.16633101852,51C81044,26884565,51R5337,81044,CAIU2870188,2200,GTHA,D40436465,G01,G04
D,45597.15688657408,45597.20128472222,51E00838,26884566,51R10615,00838,CAAU4047643,4530,GTHA,D40436468,A03,A06
R,45597.157002314816,45597.227743055555,51D65284,26884567,51R05766,65284,OERU4212500,4530,HBCX,R40436470,D02,B08
R,45597.15702546296,45597.19179398148,50H35817,26884568,50RM03049,35817,POLU2000219,2200,HBCX,R40436472,A02,A05
R,45597.15715277778,45597.19274305556,51C11324,26884569,51R02690,11324,CMAU8759066,4500,HBCX,R40436474,B04,E09
D,45597.15730324074,45597.185381944444,36C13671,26884570,50R04751,13671,TCLU7319404,2200,GTHA,D40436473,B02,B09
R,45597.15733796296,45597.311840277776,60E02080,26884571,51R34434,02080,OERU4062904,4530,HBCX,R40436477,D02,B08
R,45597.15746527778,45597.18513888889,61H13816,26884572,51R00604,13816,CMAU3723590,4500,HBCX,R40436479,A02,A06
D,45597.1575,45597.19357638889,51C71801,26884573,51R25639,71801,WHSU6383053,4500,GTHA,D40436475,A02,B09
R,45597.15759259259,45597.19924768519,51D36355,26884574,51R16080,36355,WHSU5612480,4500,HBCX,R40436480,A03,B09
D,45597.15759259259,45597.19924768519,51D36355,26884574,51R16080,36355,CBHU9191640,4500,GTHA,D40436486,A03,B09
R,45597.15761574074,45597.20291666667,51C80809,26884575,51R02071,80809,CAAU8306742,4500,HBCX,R40436482,B02,B08
D,45597.15770833333,45597.17637731481,60H08544,26884576,,08544,DFSU7757089,4500,CAPR,E40436466,E04,E09
R,45597.1577662037,45597.19291666667,50H25243,26884577,51R19940,25243,MEDU7517929,4500,HBCX,R40436483,B03,B09
D,45597.15798611111,45597.193773148145,61H02355,26884578,61R00077,02355,IAAU1921869,4500,GTHA,D40436485,A02,B08
R,45597.15804398148,45597.17575231481,51C61387,26884579,51R02834,61387,GAOU7553502,4500,HBCX,R40436488,A02,G04
D,45597.158229166664,45597.20179398148,60C20200,26884580,60R00380,20200,FFAU5212880,4500,GTHA,D40436489,D02,B08
R,45597.15824074074,45597.18145833333,60C26216,26884581,60R04546,26216,FFAU2238789,4500,HBCX,R40436492,E04,E09
R,45597.15828703704,45597.20211805555,50H45625,26884582,51R34207,45625,TXGU5016610,4500,HBCX,R40436494,A02,B08
D,45597.15827546296,45597.20453703704,60C30015,26884583,60R03527,30015,HAMU1695843,4500,GTHA,D40436490,B04,G04
D,45597.15855324074,45597.19259259259,72F00976,26884584,72RM00037,00976,MRSU4393535,4500,GTHA,D40436493,A03,B09
D,45597.1587037037,45597.18456018518,50H10136,26884585,51R07403,10136,TIIU5312958,4500,GTHA,D40436498,A03,A06
D,45597.158784722225,45597.17988425926,51C25367,26884586,51R02525,25367,DFSU1862195,2200,GTHA,D40436499,B03,B09
R,45597.15914351852,45597.17519675926,60C20382,26884587,,20382,FFAU4974053,4500,NHAR,R40436484,E04,G04
R,45597.15923611111,45597.17938657408,51C68094,26884588,51R12646,68094,EMCU5381458,4530,HBCX,R40436503,D02,G04
D,45597.15928240741,45597.200266203705,51C97800,26884589,50RM00667,97800,HCOU5292010,4500,GTHA,D40436496,B02,B09
R,45597.15928240741,45597.200266203705,51C97800,26884589,50RM00667,97800,CSLU6300420,4500,HBQC,R40436510,B02,B09
D,45597.15935185185,45597.201585648145,57M2676,26884590,51R05796,M2676,HCOU5293022,4500,GTHA,D40436595,G01,B08
R,45597.15935185185,45597.201585648145,57M2676,26884590,51R05796,M2676,CXDU2034720,9500,HBCX,R40436501,G01,B08
