R_D,IG_TS,OG_TS,TRK_ID,TRK_KEY,CHASSIS_NO,BAT_NO,ITEM_NO,ISO,OPERATION_METHOD,EIR_ID,LANE_NO_IN,LANE_NO_OUT
R,45539.895578703705,45539.90949074074,51C33460,26340335,51R15426,33460,TCKU7795954,4500,HBCX,R39568787,A02,B09
D,45539.89561342593,45539.906747685185,51D32842,26340336,51R32169,32842,TCNU2420857,4500,GTHA,D39568788,D02,B09
D,45539.89564814815,45539.91318287037,50LD19401,26340337,51R09211,19401,TGBU9196517,4500,GTHA,D39568789,A03,A06
R,45539.89565972222,45539.90920138889,57M2870,26340338,51R03496,M2870,TCNU5314020,4500,HBCX,R39568778,A01,B08
R,45539.89570601852,45539.910462962966,50H18643,26340339,51R12129,18643,TIIU2014380,2200,HBCX,R39568791,B05,B08
D,45539.89574074074,45539.923726851855,50H29942,26340340,51R09007,29942,FFAU5821254,4500,GTHA,D39568792,B02,E02
D,45539.89577546297,45539.913518518515,60C18807,26340341,60R02800,18807,GCXU6109434,4500,GTHA,D39568793,D02,A05
D,45539.89581018518,45539.94826388889,50H16929,26340342,51R22934,16929,BEAU2857134,2200,GTHA,D39568790,G02,A06
D,45539.896053240744,45539.92072916667,51C26287,26340343,51R11716,26287,TGBU3159218,2200,GTHA,D39568796,A03,A06
R,45539.896053240744,45539.92072916667,51C26287,26340343,51R11716,26287,SUDU7973273,2200,HBCX,R39568798,A03,A06
D,45539.89606481481,45539.91195601852,70H02081,26340344,51R31220,02081,KMTU9274778,4500,GTHA,D39568795,B02,A06
R,45539.896145833336,45539.92453703703,50H23256,26340345,50RM04579,23256,CGMU6523681,4530,HBCX,R39568730,D02,B09
D,45539.89627314815,45539.95390046296,50H44581,26340346,50RM01860,44581,EMCU3972770,2200,GTHA,D39568797,G02,A05
R,45539.89627314815,45539.907013888886,50H35704,26340347,51R11312,35704,BEAU5034952,4500,HBCX,R39568799,B02,B08
D,45539.89635416667,45539.9269212963,51D04935,26340348,51R17245,04935,SEKU9096408,4530,GTHA,D39568800,B03,A06
R,45539.89642361111,45539.91307870371,51C92734,26340349,51R31169,92734,OOLU9395526,4500,HBCX,R39568803,A02,B08
D,45539.89643518518,45539.93859953704,51C70735,26340350,51R15730,70735,ONEU3159950,2200,GTHA,D39568801,A01,A06
R,45539.89655092593,45539.909363425926,50H13377,26340351,51R31036,13377,ONEU2156869,2200,HBCX,R39568805,B02,E02
D,45539.89655092593,45539.94074074074,51C94945,26340352,52R0602,94945,TIIU4638528,4500,GTHA,D39568804,G01,A06
D,45539.89690972222,45539.94142361111,50H07547,26340353,50RM01639,07547,WHLU0475835,2200,GTHA,D39568812,B02,A05
R,45539.89690972222,45539.94142361111,50H07547,26340353,50RM01639,07547,SNBU8307121,4500,HBCX,R39568807,B02,A05
R,45539.89702546296,45539.915034722224,63H00549,26340354,63R00246,00549,OOLU4930492,4500,HBCX,R39568809,A03,E02
R,45539.897048611114,45539.91636574074,50LD21339,26340355,,21339,TCKU7596119,4500,NHAR,R39568783,E02,G04
D,45539.89706018518,45539.93792824074,50H43970,26340356,51R31958,43970,MSKU1283805,4500,GTHA,D39568816,B04,B09
R,45539.89706018518,45539.93792824074,50H43970,26340356,51R31958,43970,INBU5157711,4200,HBCX,R39568810,B04,B09
D,45539.89708333334,45539.92332175926,51D61929,26340357,51R33320,61929,DFSU3169549,2200,GTHA,D39568808,E02,G04
R,45539.89708333334,45539.92332175926,51D61929,26340357,51R33320,61929,WHSU2283652,2200,NHAR,R39568776,E02,G04
R,45539.897152777776,45539.912939814814,61H06431,26340358,61R06733,06431,TGBU9933595,4500,HBCX,R39568811,A01,B08
D,45539.8971875,45539.91321759259,51D12619,26340359,51R08183,12619,TEMU7064126,4500,GTHA,D39568814,A03,A05
D,45539.89732638889,45539.91626157407,50H43352,26340360,50RM01293,43352,TGHU3427360,2200,GTHA,D39568815,G01,G04
D,45539.89733796296,45539.93582175926,51C49104,26340361,51R06496,49104,MRSU5874622,4500,GTHA,D39568817,G02,G04
D,45539.89740740741,45539.928402777776,50LD15165,26340362,50R03790,15165,SEKU9079777,4530,GTHA,D39568818,B02,B08
D,45539.897511574076,45539.925844907404,50H50605,26340363,51R18905,50605,HALU2308890,2200,GTHA,D39568819,A03,A06
D,45539.89763888889,45539.9216087963,50H24510,26340364,51R26128,24510,ECMU6639362,4560,GTHA,D39568821,B02,B08
D,45539.89771990741,45539.927777777775,51C36225,26340365,60R00335,36225,DRYU4023157,4200,GTHA,D39568822,E02,A06
R,45539.89776620371,45539.913449074076,60C22640,26340366,60R05634,22640,GAOU6042679,4500,HBCX,R39568823,B05,G04
D,45539.89778935185,45539.94974537037,61C41785,26340367,61RM00113,41785,SEGU2485548,2200,GTHA,D39568820,B05,B09
R,45539.89778935185,45539.94974537037,61C41785,26340367,61RM00113,41785,TIIU4114773,4500,HBCX,R39568829,B05,B09
D,45539.89780092592,45539.916967592595,50H25576,26340368,50RM02358,25576,TCLU3148670,2200,GTHA,D39568824,A02,A06
R,45539.89795138889,45539.91087962963,50H35432,26340369,50RM01696,35432,YMMU6436895,4500,HBCX,R39568675,B02,B08
R,45539.89803240741,45539.93449074074,51C45595,26340370,51R02550,45595,GESU6181976,4500,HBCX,R39568826,A01,G04
D,45539.89805555555,45539.91677083333,51D04060,26340371,51R32177,04060,DRYU9328380,4500,GTHA,D39568827,A02,B08
R,45539.898125,45539.9080787037,50H02480,26340372,51R17918,02480,FTAU1093604,2200,HBCX,R39568830,B02,B07
D,45539.89811342592,45539.926875,51C36247,26340373,51R11720,36247,SKLU1574005,2200,GTHA,D39568828,G02,B09
D,45539.898252314815,45539.936793981484,51C47998,26340374,51R33965,47998,TXGU5019080,4500,GTHA,D39568835,A03,A06
R,45539.898252314815,45539.936793981484,51C47998,26340374,51R33965,47998,OOCU6938829,4500,HBCX,R39568832,A03,A06
R,45539.89834490741,45539.924895833334,50H01490,26340375,51R10074,01490,BMOU2909680,2200,HBCX,R39568775,B02,G04
R,45539.89840277778,45539.909537037034,15H01651,26340376,15R05528,01651,GAOU2158017,2200,HBCX,R39568834,B05,E02
D,45539.8984375,45539.930497685185,50H35498,26340377,51R51078,35498,TLLU2652489,2200,GTHA,D39568833,G02,G04
D,45539.89855324074,45539.96627314815,71C02358,26340378,71R00076,02358,WHSU2298903,2200,CAPR,E39569012,B04,B08
R,45539.89855324074,45539.96627314815,71C02358,26340378,71R00076,02358,NIDU2342826,2200,HBCX,R39568839,B04,B08
D,45539.89855324074,45539.96627314815,71C02358,26340378,71R00076,02358,WFHU1420753,2200,GTHA,D39568836,B04,B08
R,45539.89859953704,45539.991215277776,50H17089,26340379,51R33128,17089,WHSU2418070,2200,HBCX,R39568838,B03,E02
D,45539.89859953704,45539.991215277776,50H17089,26340379,51R33128,17089,FBIU0498740,2200,CAPR,E39569562,B03,E02
D,45539.89859953704,45539.991215277776,50H17089,26340379,51R33128,17089,WHSU2055307,2200,CAPR,E39569552,B03,E02
R,45539.89859953704,45539.991215277776,50H17089,26340379,51R33128,17089,SKLU2122930,2200,HBCX,R39568837,B03,E02
R,45539.89871527778,45539.91740740741,50H20448,26340380,51R33639,20448,SITU4919235,4530,HBCX,R39568813,D01,B09
R,45539.89892361111,45539.91542824074,51C26427,26340381,62R01328,26427,FCIU7320916,4500,HBCX,R39568840,B02,B09
D,45539.89894675926,45539.92623842593,50H25696,26340382,51R15335,25696,EITU0171814,2200,GTHA,D39568841,G02,B08
R,45539.899097222224,45539.9215625,51D62020,26340383,51R11922,62020,MRKU7464389,2200,HBCX,R39568845,A02,G04
R,45539.899097222224,45539.9215625,51D62020,26340383,51R11922,62020,MSKU7616760,2200,HBCX,R39568843,A02,G04
D,45539.89913194445,45539.91799768519,51D32690,26340384,51R50064,32690,SEGU3381888,2200,GTHA,D39568844,D02,A06
R,45539.89913194445,45539.934328703705,15C31215,26340385,61R01400,31215,MAGU2276311,2200,HBCX,R39568846,A01,A06
R,45539.89922453704,45539.94059027778,61C49633,26340386,61R05452,49633,WHSU6180610,4500,HBCX,R39568847,A03,E02
D,45539.89922453704,45539.94059027778,61C49633,26340386,61R05452,49633,WHLU5705801,4500,CAPR,E39569091,A03,E02
R,45539.89943287037,45539.927465277775,60H00824,26340387,60R01404,00824,OOCU8112630,4500,HBCX,R39568853,G01,G04
D,45539.89943287037,45539.927465277775,60H00824,26340387,60R01404,00824,DRYU9615550,4500,GTHA,D39568848,G01,G04
R,45539.89953703704,45539.90849537037,TB-37,26340388,,9117,ECMU2039523,2200,HANG,R39553183,D02,D02
R,45539.89953703704,45539.90849537037,TB-37,26340388,,9117,CMAU0312873,2200,HANG,R39563639,D02,D02
D,45539.89958333333,45539.95744212963,50H02109,26340389,,02109,SZLU5015876,4530,CAPR,E39568384,E02,E02
D,45539.8996412037,45539.9146875,51C74456,26340390,51R13431,74456,FCIU5341000,2200,GTHA,D39568851,A03,B08
D,45539.899733796294,45539.92946759259,50H43712,26340391,51R50410,43712,CAIU4551580,4500,GTHA,D39568854,A01,G04
D,45539.89975694445,45539.96707175926,51D47234,26340392,,47234,TGBU2718836,2200,CAPR,E39568408,E02,E02
D,45539.89976851852,45539.93109953704,72H02971,26340393,72R02837,02971,BEAU2503491,2200,GTHA,D39568856,G01,A05
D,45539.899826388886,45539.920277777775,51C63836,26340394,51R22833,63836,EITU1405199,4500,GTHA,D39568855,B02,G04
D,45539.89984953704,45539.92736111111,51C69319,26340395,51R33661,69319,FCIU7356729,4500,GTHA,D39568862,A03,G04
R,45539.89984953704,45539.92736111111,51C69319,26340395,51R33661,69319,TGHU5221207,4200,HBCX,R39568857,A03,G04
D,45539.89991898148,45539.93880787037,86C04249,26340396,50RM03024,04249,SZLU9826803,4530,CAPR,E39568852,G02,G04
R,45539.899976851855,45539.965891203705,51C94549,26340397,51R7515,94549,EMCU8304584,4500,HBCX,R39568858,B04,E02
D,45539.899976851855,45539.965891203705,51C94549,26340397,51R7515,94549,TCNU5004405,4500,CAPR,E39569746,B04,E02
R,45539.900034722225,45539.91502314815,72C04618,26340398,72R01470,04618,TCNU8281764,4500,HBCX,R39568861,B05,B08
D,45539.90005787037,45539.9447337963,50H03791,26340399,51R33888,03791,FBIU5624137,4530,GTHA,D39568860,A01,B09
R,45539.900092592594,45539.91983796296,51C70762,26340400,51R27142,70762,EMCU5469209,4530,HANG,R39568859,D01,B08
R,45539.900196759256,45539.94850694444,51D50069,26340401,51R08968,50069,BEAU4797369,4500,HBCX,R39568863,B02,A05
R,45539.90037037037,45539.942824074074,71C00564,26340402,71R00158,00564,BMOU2636708,2200,HBCX,R39568864,A02,E02
D,45539.90037037037,45539.942824074074,71C00564,26340402,71R00158,00564,WHSU2078690,2200,CAPR,E39568948,A02,E02
D,45539.90037037037,45539.942824074074,71C00564,26340402,71R00158,00564,WHSU2956732,2200,CAPR,E39568943,A02,E02
R,45539.90043981482,45539.926030092596,50H16924,26340403,,16924,TLLU7949572,4500,NHAR,R39568850,E02,A05
D,45539.90059027778,45539.95762731481,51C62821,26340404,51R21816,62821,BEAU4406530,4500,GTHA,D39568866,B05,B08
D,45539.90059027778,45539.93519675926,61H07943,26340405,61R06340,07943,MSKU7071280,2200,GTHA,D39568865,A01,G04
D,45539.90059027778,45539.93519675926,61H07943,26340405,61R06340,07943,DFSU1547980,2200,GTHA,D39568867,A01,G04
R,45539.90070601852,45539.947604166664,51C56309,26340406,51R09584,56309,FESU5148000,4500,NHAR,R39568842,D02,G04
D,45539.900729166664,45539.957870370374,50H00376,26340407,51R08828,00376,SKHU6403368,4500,GTHA,D39568869,B04,B08
D,45539.900775462964,45539.97074074074,61C31851,26340408,61R04026,31851,DFSU7595096,4500,GTHA,D39568874,B05,B08
R,45539.900775462964,45539.97074074074,61C31851,26340408,61R04026,31851,EISU9475413,4500,HBCX,R39568870,B05,B08
R,45539.90083333333,45539.9158912037,51C47676,26340409,50RM01742,47676,GCXU2603705,2200,HBCX,R39568872,A03,A05
D,45539.90090277778,45539.9203587963,70C12463,26340410,70R01303,12463,MSKU0484868,4500,GTHA,D39568868,G02,E02
D,45539.90096064815,45539.933796296296,51D08798,26340411,51R30471,08798,FCIU7593762,4500,GTHA,D39568873,G02,B08
R,45539.900983796295,45539.931284722225,50H05704,26340412,51R27145,05704,CSNU7057311,4500,HBCX,R39568875,B02,G04
D,45539.90131944444,45539.91328703704,50H13391,26340413,51R30694,13391,TGBU3270900,2200,GTHA,D39568876,A01,A06
D,45539.90133101852,45539.91756944444,51C24040,26340414,51R06149,24040,TXGU5801799,4500,GTHA,D39568877,A02,B08
R,45539.90138888889,45539.92508101852,60H19784,26340415,60RM00390,19784,TGHU6112176,4500,HBCX,R39568882,G01,G04
D,45539.90138888889,45539.92508101852,60H19784,26340415,60RM00390,19784,FCIU6403702,2200,GTHA,D39568879,G01,G04
D,45539.90138888889,45539.92119212963,51C58877,26340416,50RM00309,58877,TEMU6475225,4500,GTHA,D39568878,A03,B09
D,45539.90149305556,45539.930289351854,50H01942,26340417,51R18213,01942,SIKU3030653,2200,GTHA,D39568880,B02,B09
R,45539.90167824074,45539.95611111111,SM-65,26340418,51R15418,36286,TGCU0104724,4500,HBCX,R39568884,B02,B09
D,45539.90168981482,45539.91337962963,61E04224,26340419,61R05420,04224,EGHU3437342,2200,GTHA,D39568885,B04,B08
D,45539.90170138889,45539.930300925924,51C67433,26340420,51R24626,67433,MAGU2203568,2200,GTHA,D39568883,A02,A06
D,45539.901770833334,45539.93483796297,51D30120,26340421,51R12164,30120,STXU2052443,2200,GTHA,D39568887,A03,B09
R,45539.90190972222,45539.97814814815,60C20293,26340422,,20293,TRHU3815599,2200,NHAR,R39568575,E02,G04
D,45539.90199074074,45539.91444444445,95H01429,26340423,61R05946,01429,BEAU2529238,2200,GTHA,D39568889,A02,A06
D,45539.90211805556,45539.91416666667,51D39221,26340424,51R02792,39221,MRSU4767044,4500,GTHA,D39568890,A01,B08
R,45539.902233796296,45539.93335648148,51C77374,26340425,51R14905,77374,TCNU4186270,4500,HBCX,R39568892,B05,A06
D,45539.902233796296,45539.93335648148,51C77374,26340425,51R14905,77374,SITU9094950,4500,GTHA,D39568895,B05,A06
D,45539.902395833335,45539.92017361111,50H05986,26340426,51R32449,05986,CSNU1816637,2200,GTHA,D39568894,A01,A06
R,45539.90253472222,45539.941666666666,71N1332,26340427,71R00098,N1332,GCXU2319047,2200,HBCX,R39568896,B04,E02
D,45539.90253472222,45539.941666666666,71N1332,26340427,71R00098,N1332,TCNU6404303,4500,CAPR,E39569404,B04,E02
R,45539.90255787037,45539.913506944446,50H20402,26340428,51R05533,20402,TIIU4824348,4500,HBCX,R39568871,B03,E02
R,45539.902592592596,45539.921331018515,50G01556,26340429,51R50051,01556,ZCSU8812274,4500,HBCX,R39568897,B02,G04
D,45539.902766203704,45539.93050925926,51D64154,26340430,51R04107,64154,UETU2940726,2200,GTHA,D39568898,A02,B08
D,45539.90293981481,45539.91563657407,51C94597,26340431,51R07785,94597,BHCU5029382,4500,GTHA,D39568900,B02,B09
D,45539.902974537035,45539.92334490741,50H12539,26340432,51R26665,12539,UETU2659914,2200,GTHA,D39568901,A01,A05
D,45539.90304398148,45539.937731481485,50LD15709,26340433,51R15293,15709,SUDU6194751,4530,GTHA,D39568903,G01,B08
R,45539.90304398148,45539.937731481485,50LD15709,26340433,51R15293,15709,ZIMU3156444,2200,HBCX,R39568905,G01,B08
D,45539.903078703705,45539.91871527778,57L7473,26340434,51R03539,L7473,TLLU5931126,4500,GTHA,D39568902,D02,A06
D,45539.90314814815,45539.921481481484,50H16241,26340435,51R07167,16241,WHSU5197780,4500,GTHA,D39568904,A03,A06
R,45539.90337962963,45539.95244212963,50H24558,26340436,51R34950,24558,SEKU9101654,4530,HBCX,R39568907,D02,G04
R,45539.903391203705,45539.91483796296,51D21446,26340437,60R01207,21446,BEAU5194267,4500,HBCX,R39568908,A01,B08
D,45539.903645833336,45539.984305555554,50H52297,26340438,,52297,CAIU5868245,9500,CAPR,E39568600,E02,E02
R,45539.903703703705,45539.930451388886,51D07121,26340439,51R11332,07121,TXGU5035332,4500,HBCX,R39568911,A03,B09
R,45539.90373842593,45539.939837962964,72H01521,26340440,72R02838,01521,WHSU6885576,4500,HBCX,R39568912,B04,E02
D,45539.90373842593,45539.939837962964,72H01521,26340440,72R02838,01521,WHSU6323624,4500,CAPR,E39569196,B04,E02
D,45539.90378472222,45539.940520833334,50H09781,26340441,50R04070,09781,NSSU0162607,2200,GTHA,D39568909,G02,A06
D,45539.90383101852,45539.934849537036,51C52095,26340442,51R15441,52095,TGBU7713251,4500,GTHA,D39568913,A01,A05
D,45539.90384259259,45539.93934027778,60C29466,26340443,60R03171,29466,SKLU2430980,2200,GTHA,D39568914,G02,A06
R,45539.90378472222,45539.91869212963,51D04026,26340444,51R30272,04026,DFSU7496365,4500,HBCX,R39568899,B05,B07
D,45539.903912037036,45539.93671296296,61C24016,26340445,61R03467,24016,SEGU6787593,4500,GTHA,D39568922,A02,G04
R,45539.903912037036,45539.93671296296,61C24016,26340445,61R03467,24016,MRKU3780060,4500,HBCX,R39568915,A02,G04
D,45539.90392361111,45539.92518518519,48H01595,26340446,60R02650,01595,EGHU3876495,2200,GTHA,D39568918,A03,G04
D,45539.90394675926,45539.93288194444,50H43783,26340447,50RM02470,43783,TRHU6361843,4500,GTHA,D39568917,E02,G04
R,45539.90394675926,45539.93288194444,50H43783,26340447,50RM02470,43783,EGHU3298102,2200,NHAR,R39568881,E02,G04
D,45539.904027777775,45539.929085648146,51D36308,26340448,51R13712,36308,FTAU1964594,2200,GTHA,D39568919,B04,B08
D,45539.90405092593,45540.07210648148,50H21596,26340449,51R05914,21596,SNBU8373057,4500,CAPR,E39569075,B05,G04
R,45539.90405092593,45540.07210648148,50H21596,26340449,51R05914,21596,MSMU8307941,4500,HBCX,R39568920,B05,G04
D,45539.90408564815,45539.98542824074,51C95628,26340450,50R03634,95628,TCNU4009552,4500,GTHA,D39569478,G02,G04
R,45539.90408564815,45539.98542824074,51C95628,26340450,50R03634,95628,TRHU8728408,4500,HBCX,R39568925,G02,G04
D,45539.904178240744,45539.91762731481,51D60253,26340451,51R08077,60253,GCXU6008228,4500,GTHA,D39568924,A03,B09
R,45539.904178240744,45539.91716435185,71C08833,26340452,71R00369,08833,GCXU6000248,4500,HBCX,R39568916,B03,G04
R,45539.90420138889,45539.94931712963,72C04926,26340453,72R01469,04926,UETU5146751,4500,HBCX,R39568923,B02,A06
D,45539.90420138889,45539.94931712963,72C04926,26340453,72R01469,04926,MSKU1531964,4500,GTHA,D39568929,B02,A06
R,45539.90420138889,45539.92223379629,50H14748,26340454,51R50691,14748,WHSU5041631,4500,HBCX,R39567563,B04,G04
R,45539.904398148145,45539.919803240744,60C54077,26340455,60R04349,54077,SITU2627698,2200,HBCX,R39568926,A01,A05
R,45539.904398148145,45539.919803240744,60C54077,26340455,60R04349,54077,SITU2665131,2200,HBCX,R39568930,A01,A05
D,45539.90451388889,45539.96372685185,51D04216,26340456,50RM01853,04216,WHSU6378442,4500,GTHA,D39568928,G02,B09
D,45539.90474537037,45539.92597222222,50H09574,26340457,51R9812,09574,NYKU8493875,4200,GTHA,D39568931,G02,B08
R,45539.90487268518,45539.9459375,50H29105,26340458,61R03525,29105,BEAU2640489,2200,HBCX,R39568932,B02,A06
D,45539.90487268518,45539.9459375,50H29105,26340458,61R03525,29105,BEAU2928346,2200,GTHA,D39568937,B02,A06
D,45539.90493055555,45539.93208333333,SM-82,26340459,51R13284,40885,MRSU4448113,4500,GTHA,D39568933,G02,B08
R,45539.90498842593,45539.93934027778,50E11567,26340460,50RM02725,11567,SZLU3640977,2230,HBCX,R39568936,D01,B08
R,45539.90498842593,45539.99438657407,51C62785,26340461,51R34032,62785,UETU5539430,4500,NHAR,R39568794,E02,A06
D,45539.90498842593,45539.99438657407,51C62785,26340461,51R34032,62785,JXLU7809487,4500,GTHA,D39568934,E02,A06
R,45539.9050462963,45540.03607638889,50H06581,26340462,51R03631,06581,APHU6922094,4500,HBCX,R39568940,A02,A05
D,45539.9050462963,45540.03607638889,50H06581,26340462,51R03631,06581,WFTU2017307,4500,GTHA,D39568938,A02,A05
R,45539.905069444445,45539.924837962964,51C49148,26340463,51R30378,49148,IAAU2715862,2200,HBCX,R39568935,B05,B09
R,45539.90511574074,45539.96079861111,50LD01728,26340464,52R0147,01728,BEAU5382177,4500,HBCX,R39568939,A03,A06
D,45539.90511574074,45539.96079861111,50LD01728,26340464,52R0147,01728,HALU1001208,2230,GTHA,D39568941,A03,A06
D,45539.90530092592,45539.93368055556,50H31877,26340465,50RM00183,31877,CSNU7293472,4500,GTHA,D39568942,B02,B09
D,45539.90540509259,45539.92474537037,60H00945,26340466,60R04377,00945,TRHU7536674,4500,GTHA,D39568944,G02,A06
D,45539.90540509259,45539.92476851852,50H50819,26340467,60R04923,50819,EGHU9314577,4500,GTHA,D39568947,A03,B08
R,45539.90541666667,45539.91966435185,61H01400,26340468,61R04664,01400,EMCU1825699,4500,HBCX,R39568946,B05,B08
D,45539.90542824074,45539.92554398148,51D47844,26340469,51R31964,47844,CMAU8150402,4200,GTHA,D39568951,B04,E02
R,45539.90542824074,45539.92554398148,51D47844,26340469,51R31964,47844,PCIU8540659,4500,HBCX,R39568945,B04,E02
R,45539.90550925926,45539.92422453704,51C60774,26340470,51R11676,60774,SKHU9529869,4500,HBQC,R39568949,B03,E02
R,45539.90571759259,45539.924212962964,50H04414,26340471,50R03895,04414,ONEU2358900,2200,HBCX,R39568950,B02,G04
R,45539.90582175926,45539.92128472222,51D10528,26340472,51R31111,10528,TCNU8390894,4500,HBCX,R39568952,A01,E02
D,45539.90591435185,45539.91984953704,50H43515,26340473,50RM01764,43515,MSKU9764664,4500,GTHA,D39568953,B03,B09
D,45539.906064814815,45539.928622685184,50H02045,26340474,51R30144,02045,LEGU1220050,2270,GTHA,D39568954,B02,B09
R,45539.90609953704,45539.93114583333,51C63813,26340475,51R11112,63813,GESU6401052,4500,HBCX,R39568955,A03,G04
R,45539.90625,45539.92949074074,50H10046,26340476,51R33247,10046,TEMU0924329,2200,HBCX,R39568956,B05,B08
D,45539.90625,45539.92949074074,50H10046,26340476,51R33247,10046,IAAU2698467,2200,GTHA,D39568959,B05,B08
D,45539.90634259259,45539.94913194444,50H53838,26340477,50RM03700,53838,HDMU4756045,4200,GTHA,D39568964,B02,G04
R,45539.90634259259,45539.94913194444,50H53838,26340477,50RM03700,53838,WHLU0252810,2200,HBCX,R39568957,B02,G04
D,45539.90646990741,45539.92178240741,51C33404,26340478,51R4199,33404,CSLU1326592,2200,GTHA,D39568958,A01,A05
D,45539.9065162037,45539.92766203704,37H01905,26340479,61R05177,01905,MSKU7983107,2200,GTHA,D39568961,A02,B08
D,45539.90659722222,45539.932534722226,51C99630,26340480,51R21225,99630,HLBU3147200,4500,GTHA,D39568963,G02,G04
R,45539.90666666667,45539.92990740741,51D31122,26340481,51R07776,31122,IAAU2946347,2200,HBCX,R39568965,A03,E02
D,45539.90666666667,45539.92990740741,51D31122,26340481,51R07776,31122,ONEU2039899,2200,GTHA,D39568970,A03,E02
D,45539.90677083333,45539.91866898148,50H25309,26340482,50RM00961,25309,SIKU3055121,2200,GTHA,D39568962,D02,B08
R,45539.906793981485,45540.042546296296,60C53282,26340483,60R05853,53282,SKLU1821337,2200,HBCX,R39568966,B04,B04
R,45539.906793981485,45540.042546296296,60C53282,26340483,60R05853,53282,SITU2598748,2200,HBCX,R39568968,B04,B04
R,45539.906851851854,45539.930601851855,72C07859,26340484,72R01032,07859,TEMU7907262,4500,HBCX,R39568972,E02,E02
D,45539.90692129629,45539.927719907406,50H09686,26340485,51R33316,09686,UACU6060730,4500,GTHA,D39568967,G01,G04
D,45539.90699074074,45539.92423611111,60H11289,26340486,60RM00379,11289,SKLU1624786,2200,GTHA,D39568973,A02,B08
D,45539.90723379629,45539.93342592593,51D03938,26340487,51R15941,03938,MSKU5613248,2200,GTHA,D39568975,G02,A06
D,45539.90725694445,45539.94978009259,50LD08770,26340488,50R02626,08770,TEMU0459280,2200,GTHA,D39568982,A01,A06
R,45539.90725694445,45539.94978009259,50LD08770,26340488,50R02626,08770,CCLU7313251,4500,HBCX,R39568978,A01,A06
D,45539.90725694445,45539.921064814815,51D37398,26340489,51R04461,37398,GCXU6492132,4500,GTHA,D39568971,B02,E02
D,45539.90729166667,45539.92917824074,50H13116,26340490,51R10977,13116,MRKU4202410,4500,GTHA,D39568976,D02,E02
R,45539.90733796296,45539.92328703704,50LD15190,26340492,51R22804,15190,CSNU6246460,4500,HBCX,R39568980,B03,B08
D,45539.907534722224,45539.940150462964,51C43959,26340493,51R03569,43959,WHSU5765895,4500,GTHA,D39568981,D02,A05
D,45539.90752314815,45539.931759259256,51C92600,26340494,51R08311,92600,UETU2347372,2200,GTHA,D39568987,B05,G04
R,45539.90752314815,45539.931759259256,51C92600,26340494,51R08311,92600,CSNU6581957,4500,HBCX,R39568983,B05,G04
R,45539.90773148148,45539.924097222225,51D40411,26340495,51R16221,40411,FBIU5564233,4530,HBCX,R39568989,D02,B09
D,45539.907743055555,45539.91914351852,50H46326,26340496,50RM02554,46326,FCIU6398740,2200,GTHA,D39568984,G01,G04
D,45539.907743055555,45539.9219212963,50H15194,26340497,50RM01188,15194,BMOU5734288,4500,GTHA,D39568979,B02,B09
D,45539.90789351852,45539.92166666667,50H05497,26340498,50RM01595,05497,IAAU2763351,2200,GTHA,D39568985,A01,A06
R,45539.90793981482,45539.935636574075,51C60109,26340499,51R12892,60109,SEGU1409760,2200,HBCX,R39568992,B04,B09
R,45539.907997685186,45539.92388888889,63C12262,26340500,63R00297,12262,FCIU9885589,4500,HBCX,R39568994,B05,A06
D,45539.9080787037,45539.94789351852,51C09386,26340501,51R01515,09386,TCLU6583393,4500,GTHA,D39568991,B02,G04
D,45539.908171296294,45539.92581018519,50H24268,26340502,51R25636,24268,EMCU6118770,2200,GTHA,D39568993,A01,B09
D,45539.90826388889,45539.9228125,60LD04317,26340503,60R06117,04317,SEGU5541326,4500,GTHA,D39568995,B02,A05
D,45539.90833333333,45539.92681712963,60H03154,26340504,60R05310,03154,CAIU6113304,2200,GTHA,D39568996,G02,G04
R,45539.90834490741,45539.94400462963,61H05772,26340505,51R1628,05772,TSSU5049610,4500,HBCX,R39568997,B03,G04
D,45539.90834490741,45539.94400462963,61H05772,26340505,51R1628,05772,TCNU7877105,4500,GTHA,D39569005,B03,G04
R,45539.908368055556,45539.937106481484,50H20401,26340506,51R31017,20401,HALU2083258,2200,HBCX,R39568998,A02,A05
D,45539.908368055556,45539.937106481484,50H20401,26340506,51R31017,20401,TEMU5591093,2200,GTHA,D39569002,A02,A05
R,45539.90844907407,45539.96172453704,50H17266,26340507,51R16822,17266,CAIU7313631,4500,HBCX,R39569001,A03,A06
D,45539.90844907407,45539.96172453704,50H17266,26340507,51R16822,17266,DFSU7724300,4500,GTHA,D39569006,A03,A06
D,45539.90866898148,45539.930497685185,51C48784,26340508,51R31024,48784,TCLU7071977,4250,GTHA,D39569000,B04,B09
R,45539.9087037037,45539.9290625,50H29292,26340509,51R04345,29292,TLLU3579850,2200,HBCX,R39569007,A01,B08
R,45539.90875,45539.99314814815,50H23667,26340510,50R04616,23667,GLDU9916947,2200,NHAR,R39569068,E02,B09
R,45539.90875,45539.99314814815,50H23667,26340510,50R04616,23667,BMOU1002484,2200,NHAR,R39569053,E02,B09
D,45539.90875,45539.99314814815,50H23667,26340510,50R04616,23667,CMAU1259686,2200,GTHA,D39569003,E02,B09
R,45539.90893518519,45539.92395833333,51C65450,26340511,16R1570,65450,APZU4728966,4200,HBCX,R39569009,G02,G04
