R_D,IG_TS,OG_TS,TRK_ID,TRK_KEY,CHASSIS_NO,BAT_NO,ITEM_NO,ISO,OPERATION_METHOD,EIR_ID,LANE_NO_IN,LANE_NO_OUT
R,45566.88547453703,45566.90505787037,50H43333,26599483,51R06501,43333,FTAU1079817,2200,HBCX,R39979886,B03,G04
D,45566.885567129626,45566.90969907407,51D14071,26599484,51R23463,14071,EMCU6243026,2200,GTHA,D39979899,A03,A06
D,45566.88569444444,45566.91216435185,51D05181,26599485,51R19649,05181,SEGU1276100,2200,GTHA,D39979901,A01,A05
R,45566.88575231482,45566.90609953704,62C00953,26599486,51R11426,00953,TGHU6268343,4500,HBCX,R39979902,B02,B07
R,45566.88601851852,45566.90158564815,66C12204,26599487,66R00253,12204,ZIMU1105915,2200,HBCX,R39979905,B02,E09
D,45566.886030092595,45566.91307870371,61H09034,26599488,61R06332,09034,FFAU1470790,4500,GTHA,D39979903,E02,E09
D,45566.886145833334,45566.93486111111,50H45632,26599489,50RM02468,45632,TXGU5595759,4500,GTHA,D39979904,G02,B09
D,45566.88637731481,45566.90283564815,50H25244,26599490,51R03826,25244,DFSU7312832,4500,GTHA,D39979432,A01,E09
R,45566.88648148148,45566.89681712963,66C12285,26599491,17R00631,12285,HAMU1134462,2200,HBCX,R39979909,B04,E09
D,45566.886516203704,45566.90363425926,51C48295,26599492,51R04932,48295,MRKU5710565,4500,GTHA,D39979907,B02,B09
R,45566.88663194444,45566.896782407406,51C92949,26599493,51R23885,92949,BMOU4930809,4500,HBCX,R39979912,E02,G04
D,45566.88664351852,45566.916909722226,50E05747,26599494,50R00014,05747,TRHU3773364,2200,GTHA,D39979908,A01,G04
D,45566.886666666665,45566.90851851852,51D31607,26599495,86R00103,31607,FBIU0198110,2200,GTHA,D39979910,A02,B09
D,45566.88667824074,45566.903287037036,51D30712,26599496,51R10965,30712,TIIU2571683,2200,GTHA,D39979911,G02,E09
R,45566.88667824074,45566.95247685185,51B26649,26599497,50RM01717,26649,TCKU6341031,4500,HBCX,R39979913,A03,B08
D,45566.88667824074,45566.95247685185,51B26649,26599497,50RM01717,26649,TCNU2445670,4500,GTHA,D39980719,A03,B08
R,45566.886921296296,45566.91951388889,51C54431,26599498,51R17444,54431,ZIMU1006424,2200,HBCX,R39979914,B03,B09
D,45566.886921296296,45566.91951388889,51C54431,26599498,51R17444,54431,CAIU3209275,2200,GTHA,D39979918,B03,B09
D,45566.887141203704,45566.9228125,50H01613,26599499,51R34245,01613,HAHU2045202,2200,GTHA,D39979915,A01,E09
R,45566.887141203704,45566.9228125,50H01613,26599499,51R34245,01613,HJMU8452015,2200,HBCX,R39979921,A01,E09
D,45566.88716435185,45566.92136574074,50H16949,26599500,51R27223,16949,EGHU8436420,4500,GTHA,D39979916,A03,B09
R,45566.88730324074,45566.9190625,60H16543,26599501,60R06065,16543,BEAU4568911,4500,HBCX,R39979920,B02,G04
D,45566.88730324074,45566.909050925926,50H19924,26599502,51R01682,19924,EGSU3310285,2200,GTHA,D39979919,A03,A05
R,45566.887337962966,45566.90681712963,51D06286,26599503,,06286,MRKU6964796,2200,NHAR,R39979906,E02,G04
R,45566.8875,45566.91265046296,51C25862,26599504,51R14011,25862,UETU2805325,2200,HBCX,R39979924,G02,B09
D,45566.8875,45566.91265046296,51C25862,26599504,51R14011,25862,EITU9171760,4500,GTHA,D39979922,G02,B09
R,45566.887557870374,45566.90987268519,50H15293,26599505,51R14130,15293,SMCU2034103,2200,HBCX,R39979927,A03,B08
D,45566.88761574074,45566.927569444444,50H35237,26599506,51R18320,35237,EMCU1592339,4500,GTHA,D39979917,G02,B09
D,45566.88768518518,45566.92285879629,51D46689,26599507,51R32456,46689,TGCU0186851,2200,GTHA,D39979925,A01,A05
D,45566.88784722222,45566.90792824074,50H24882,26599508,50RM02487,24882,CSNU7219958,4500,GTHA,D39979926,D02,B08
D,45566.88791666667,45566.91899305556,51C95622,26599509,51R22459,95622,FCIU6413172,2200,GTHA,D39979928,B03,A06
R,45566.88793981481,45566.90461805555,51C30640,26599510,51R13157,30640,TLLU3636060,2200,HBCX,R39979932,B04,E09
D,45566.88793981481,45566.91572916666,51D48119,26599511,51R50353,48119,SEKU6913063,4500,GTHA,D39979930,D02,A06
D,45566.88796296297,45566.91440972222,50H24496,26599512,50RM00737,24496,WHSU0287664,2200,GTHA,D39979929,B02,A05
R,45566.887974537036,45566.9125,50H24687,26599513,,24687,SEGU7712069,4560,NHAR,R39979900,E02,E09
R,45566.888287037036,45566.90950231482,51D07001,26599514,51R27595,07001,SITU6653376,2230,HBCX,R39979934,D02,B09
D,45566.888344907406,45566.92634259259,50H04773,26599515,51R26276,04773,FFAU5216612,4500,GTHA,D39979933,B02,E09
R,45566.888391203705,45566.90659722222,50H05788,26599516,50R03692,05788,FFAU3111525,4500,HBCX,R39979938,A03,B07
D,45566.8884375,45566.9246412037,50LD20687,26599517,51R14310,20687,GCXU2220389,2200,GTHA,D39979935,G02,G04
D,45566.8884375,45566.932604166665,51D53301,26599518,51R16504,53301,EMCU8300716,4500,GTHA,D39979936,A01,B08
R,45566.8884375,45566.932604166665,51D53301,26599518,51R16504,53301,CMAU7067947,4500,HBCX,R39979941,A01,B08
D,45566.88857638889,45566.90384259259,50H29485,26599519,51R40801,29485,TRHU3362580,2200,GTHA,D39979937,B05,B07
R,45566.88863425926,45566.90523148148,50H06626,26599520,50RM02878,06626,KKFU8090570,4500,HBCX,R39979940,A03,E09
R,45566.888761574075,45566.91123842593,50H12089,26599521,,12089,SEGU7711524,4560,NHAR,R39979876,E02,E09
R,45566.88884259259,45566.931666666664,50H24540,26599522,51R33593,24540,KKTU8250307,2200,HBCX,R39979946,B02,A05
D,45566.88884259259,45566.931666666664,50H24540,26599522,51R33593,24540,UETU2846155,2200,GTHA,D39979948,B02,A05
D,45566.88884259259,45566.912256944444,60C32584,26599523,60R03538,32584,EITU1566320,4500,GTHA,D39979949,B05,B08
R,45566.88884259259,45566.912256944444,60C32584,26599523,60R03538,32584,TGBU7075922,4500,HBCX,R39979945,B05,B08
D,45566.88884259259,45566.9075,50H14106,26599524,51R25337,14106,WHSU5319234,4500,GTHA,D39979943,A02,G04
D,45566.888865740744,45566.954375,61H04590,26599525,61R04628,04590,SEKU1501417,2200,GTHA,D39979942,D02,E09
D,45566.88905092593,45566.917337962965,51C77061,26599526,50RM01022,77061,BMOU2623824,2200,GTHA,D39979939,D02,A06
R,45566.889189814814,45566.90864583333,50H38798,26599527,50RM02968,38798,WHSU0184373,2200,HBQC,R39979951,B02,G04
R,45566.88940972222,45566.9050462963,51B41234,26599528,50RM03350,41234,BMOU4712176,4500,HBCX,R39979954,A03,E09
D,45566.88935185185,45566.932708333334,51C54135,26599529,51R24177,54135,SEKU4569730,4500,GTHA,D39979950,G02,A06
D,45566.88943287037,45566.889560185184,SM-27,26599530,,21208,TEMU7800150,4500,CHNG,D39976268,,A05
D,45566.88947916667,45566.91554398148,61H00171,26599531,61R03486,00171,WHSU6200297,4500,GTHA,D39979953,B03,E09
D,45566.88949074074,45566.93849537037,51C85363,26599532,51R33530,85363,OOCU0689396,2200,GTHA,D39979952,A01,A05
R,45566.88953703704,45566.9140625,50H02543,26599533,50R01200,02543,DRYU3015630,2200,HBCX,R39979955,A02,G04
D,45566.88962962963,45566.889756944445,SM-28,26599534,,21248,BMOU6038622,4500,CHNG,D39976285,,A05
D,45566.88988425926,45566.96357638889,51D14219,26599535,,14219,CSNU6224883,4500,CAPR,E39979931,E02,E09
D,45566.8900462963,45566.915347222224,51C75664,26599536,51R09168,75664,CMAU6594748,4500,GTHA,D39979957,B02,E09
D,45566.890081018515,45566.910995370374,60H12325,26599537,60R04396,12325,EITU9022880,4500,GTHA,D39979958,A03,B08
R,45566.890069444446,45566.93004629629,60LD01320,26599538,,01320,TBJU7441050,4500,NHAR,R39979947,E02,B09
D,45566.89009259259,45566.93010416667,60LD01320,26599539,60R04310,01320,NSSU7046825,4500,GTHA,D39979956,E02,B09
R,45566.89013888889,45566.904710648145,51C33367,26599540,51R09029,33367,HASU4201210,4500,HBCX,R39979960,D02,B08
D,45566.89015046296,45566.90672453704,51C96877,26599541,51R23883,96877,TGBU7045281,4500,GTHA,D39979959,B04,B08
R,45566.8903125,45566.91700231482,50H15013,26599542,50RM01636,15013,CMAU6898680,4500,HBCX,R39979963,B03,E09
D,45566.8903587963,45566.929189814815,51D15842,26599543,51R13230,15842,OOCU5032125,4200,GTHA,D39979961,B02,E09
R,45566.89045138889,45566.90451388889,51C23509,26599544,51R04146,23509,TEMU5553025,2200,HBCX,R39979965,B05,B09
D,45566.89046296296,45566.928773148145,50H43609,26599545,51R13690,43609,BHCU3133778,2200,GTHA,D39979962,A02,A06
D,45566.89048611111,45566.9271875,50LD15165,26599546,51R26035,15165,FTAU1515130,2200,GTHA,D39979964,G02,A05
R,45566.890625,45566.907905092594,50H06307,26599547,,06307,WHSU2637231,2200,NHAR,R39979923,E02,B09
D,45566.890706018516,45566.90671296296,50H35198,26599548,50RM01688,35198,TIIU4574742,4500,GTHA,D39979968,D02,B09
D,45566.890706018516,45566.927453703705,51C94945,26599549,51R13873,94945,EGSU3314573,2200,GTHA,D39979966,A01,B08
R,45566.890706018516,45566.927453703705,51C94945,26599549,51R13873,94945,FANU1317188,4500,HBCX,R39979972,A01,B08
D,45566.89074074074,45566.92466435185,50H23667,26599550,50R04616,23667,HASU1309388,2200,GTHA,D39978822,B02,B09
D,45566.89082175926,45566.91920138889,51C70345,26599551,51R26493,70345,MRSU4615777,4500,GTHA,D39979969,A03,E09
R,45566.89092592592,45566.93568287037,78H01657,26599552,78R00955,01657,TCNU1988842,4500,HBCX,R39979974,B05,E09
D,45566.89092592592,45566.93568287037,78H01657,26599552,78R00955,01657,WHLU5683195,4500,CAPR,E39980248,B05,E09
D,45566.8909375,45566.934328703705,50H05546,26599553,51R51071,05546,AMCU9286984,4530,GTHA,D39979971,G02,A05
D,45566.89100694445,45566.908321759256,50H35529,26599554,50RM01042,35529,SKLU1542420,2200,GTHA,D39979976,A03,A05
R,45566.89113425926,45566.94453703704,50H23195,26599555,51R27683,23195,CMAU6884310,4500,HBCX,R39979977,A01,B08
D,45566.89119212963,45566.928877314815,51C48536,26599556,51R24781,48536,ZIMU3197459,2200,GTHA,D39979975,D02,B08
R,45566.89135416667,45566.90148148148,51D33907,26599557,50RM02396,33907,HALU2404759,2200,HBCX,R39979978,B04,E09
D,45566.891388888886,45566.93398148148,66C11044,26599558,66R00210,11044,SMCU2021488,2200,GTHA,D39979981,A03,A06
R,45566.89144675926,45566.92959490741,51C76393,26599559,,76393,BEAU2878923,2200,NHAR,R39979967,E02,G04
R,45566.891550925924,45566.95715277778,60H01943,26599560,60R05065,01943,TGHU1309476,2200,HBCX,R39979982,B02,G04
R,45566.89162037037,45566.9053587963,61H09697,26599561,61R05824,09697,TEMU5544189,2200,HBCX,R39979983,A01,B08
D,45566.89184027778,45566.94478009259,51E00193,26599562,51R03255,00193,DFSU3054241,2200,GTHA,D39979980,D02,B09
R,45566.891921296294,45566.90023148148,50H22963,26599563,50R05170,22963,WHLU0426851,2200,HBCX,R39979986,A01,E09
D,45566.89199074074,45566.915625,85E00137,26599564,50R04001,00137,SKHU8130386,4500,GTHA,D39979985,A03,B09
D,45566.89203703704,45566.92582175926,51E00481,26599565,51R16168,00481,EISU2152213,2200,GTHA,D39979984,A02,B09
R,45566.89203703704,45566.92582175926,51E00481,26599565,51R16168,00481,YMMU6070002,4500,HBCX,R39979987,A02,B09
R,45566.8921875,45566.96501157407,50H35990,26599566,61R01741,35990,SNBU8222507,4500,HBCX,R39979988,B02,B09
D,45566.8921875,45566.96501157407,50H35990,26599566,61R01741,35990,EITU9248563,4500,GTHA,D39980000,B02,B09
R,45566.89219907407,45566.92332175926,60H05656,26599567,60R01369,05656,DKOU2406872,2270,HBCX,R39979990,D02,B08
D,45566.89219907407,45566.92332175926,60H05656,26599567,60R01369,05656,FCIU6421157,2200,GTHA,D39979999,D02,B08
D,45566.89225694445,45566.924421296295,51D19403,26599568,51R50562,19403,TIIU5647289,4500,GTHA,D39979989,G02,G04
D,45566.89239583333,45566.914143518516,50H05326,26599569,51R50585,05326,WHSU2710883,2200,GTHA,D39979991,A03,B08
D,45566.89251157407,45566.932442129626,51C48740,26599570,51R10365,48740,FAMU9019360,4500,GTHA,D39979993,D02,B07
R,45566.89258101852,45566.939722222225,51C92645,26599571,51R14562,92645,ZCSU6919242,4500,HBCX,R39980003,G02,A05
D,45566.89258101852,45566.939722222225,51C92645,26599571,51R14562,92645,TRHU6960353,4500,GTHA,D39979994,G02,A05
R,45566.89261574074,45566.90394675926,50H24765,26599572,50RM01477,24765,DFSU1826686,2200,HBCX,R39979997,A01,B07
D,45566.89261574074,45566.959328703706,51C41246,26599573,51R26850,41246,HALU2039342,2200,GTHA,D39979995,D02,A05
R,45566.89267361111,45566.93545138889,62C11343,26599574,62R00578,11343,MSKU7212619,2200,HBCX,R39979998,A03,A05
D,45566.89267361111,45566.93545138889,62C11343,26599574,62R00578,11343,WHSU2940382,2200,GTHA,D39980002,A03,A05
D,45566.893113425926,45566.91799768519,50H06676,26599575,51R14248,06676,MRKU4944260,4500,GTHA,D39980001,B03,B07
D,45566.893275462964,45566.92071759259,50H43105,26599576,51R01321,43105,NSSU0171379,2200,GTHA,D39980013,B04,G04
R,45566.893275462964,45566.92071759259,50H43105,26599576,51R01321,43105,WHLU5807362,4500,HBCX,R39980008,B04,G04
D,45566.89328703703,45566.92474537037,50H31950,26599577,51R24716,31950,TIIU5754311,4500,GTHA,D39980006,B04,B09
D,45566.89331018519,45566.989965277775,50LD20655,26599578,50RM03686,20655,BSIU8179796,4500,GTHA,D39980007,B02,B09
D,45566.8933912037,45566.92047453704,61C37480,26599579,61R03923,37480,TGBU4940457,4500,GTHA,D39980005,D02,A06
R,45566.893425925926,45566.90739583333,50H62717,26599580,51R27106,62717,SKLU2330641,2200,HBCX,R39980014,A02,B09
R,45566.89350694444,366.0,70H05273,26599581,70R02318,05273,TEMU4104930,2200,NHAR,R39981572,D01,
R,45566.89350694444,366.0,70H05273,26599581,70R02318,05273,TGCU0179132,2200,NHAR,R39981507,D01,
D,45566.89357638889,45566.923472222225,51C68677,26599582,51R09084,68677,EGHU3538040,2200,GTHA,D39980011,D02,A05
D,45566.89357638889,45566.93894675926,51C15328,26599583,51R06675,15328,OOLU1368118,2200,GTHA,D39980015,B02,B08
R,45566.89357638889,45566.93894675926,51C15328,26599583,51R06675,15328,APZU3411426,2200,HBCX,R39980012,B02,B08
R,45566.89362268519,45566.90935185185,51D63949,26599584,51R23690,63949,HLHU8317220,4500,HBCX,R39980017,A03,B08
D,45566.893692129626,45566.90571759259,65C10078,26599585,50R04676,10078,SEGU3089449,2200,GTHA,D39980016,B03,B09
D,45566.89388888889,45566.90482638889,50H43933,26599586,51R13262,43933,EMCU8306102,4500,GTHA,D39980004,B04,B07
D,45566.893900462965,45566.91800925926,50H35236,26599587,51R40398,35236,CAIU3290219,2200,GTHA,D39980018,G02,B08
R,45566.89394675926,45566.92724537037,51D09051,26599588,51R20255,09051,WHSU2629940,2200,NHAR,R39979996,E02,A06
D,45566.89394675926,45566.92724537037,51D09051,26599588,51R20255,09051,BMOU6514842,4500,GTHA,D39980021,E02,A06
D,45566.89399305556,45566.9419212963,50LD15595,26599589,51R50844,15595,IAAU1736650,4500,GTHA,D39980019,A01,E09
D,45566.89434027778,45566.9318287037,66H02191,26599590,66R00281,02191,CAIU7291384,4500,GTHA,D39980024,G02,B09
R,45566.89436342593,45566.92366898148,47C23632,26599591,47R00357,23632,MSNU8557800,4500,HBCX,R39980020,B02,B08
R,45566.894375,45566.931342592594,60H00621,26599592,60R04138,00621,KOCU4601731,4500,HBCX,R39980027,A03,B07
D,45566.894375,45566.931342592594,60H00621,26599592,60R04138,00621,TIIU5267904,4500,GTHA,D39980028,A03,B07
D,45566.89438657407,45566.93256944444,61E04123,26599593,51R17491,04123,HLBU2562824,4500,GTHA,D39980025,A01,A06
R,45566.89444444444,45566.91962962963,72H03451,26599594,72RM00193,03451,YMLU3551192,2200,HBCX,R39980026,B02,G04
D,45566.89471064815,45566.91392361111,60H08683,26599595,60R06511,08683,HMMU2067765,2200,GTHA,D39980029,A01,G04
R,45566.89472222222,45566.91402777778,SM-105,26599596,51R10633,2377,CSNU6150420,4500,HBCX,R39980030,A03,E09
R,45566.89493055556,45566.92034722222,71H00103,26599597,71R00175,00103,TCNU8951613,4500,HBCX,R39980033,B04,B09
D,45566.89491898148,45566.92304398148,60G00102,26599598,50R01641,00102,DRYU2362824,2200,GTHA,D39980031,B02,E09
R,45566.89502314815,45566.91023148148,51D66581,26599599,51R26865,66581,HLXU8619781,4500,HBCX,R39980034,A02,B08
R,45566.89539351852,45566.94106481481,62C09798,26599600,62R00428,09798,WHSU0096375,2200,HBCX,R39980041,B02,E09
D,45566.89539351852,45566.94106481481,62C09798,26599600,62R00428,09798,TIIU2241850,2200,CAPR,E39980412,B02,E09
D,45566.89549768518,45566.91753472222,60C27727,26599601,61R00474,27727,TCKU7977265,4500,GTHA,D39980039,D02,E09
D,45566.895578703705,45566.95060185185,50H16251,26599602,51R17292,16251,TLLU4013656,4500,GTHA,D39980040,A03,B09
R,45566.89575231481,45566.907488425924,50H10219,26599603,,10219,TIIU2583787,2200,NHAR,R39979970,E02,E09
R,45566.89575231481,45566.907488425924,50H10219,26599603,,10219,WHLU0475352,2200,NHAR,R39979973,E02,E09
D,45566.895833333336,45566.90894675926,51C19874,26599604,51R07058,19874,EGSU1269881,4500,GTHA,D39980044,B04,B08
D,45566.89585648148,45566.933599537035,51C76614,26599605,51R15112,76614,WHSU6767608,4500,GTHA,D39980047,B03,E09
R,45566.89597222222,45566.940729166665,61C43765,26599606,61R04746,43765,TRHU3027581,2200,HBCX,R39980049,A03,A05
D,45566.89597222222,45566.940729166665,61C43765,26599606,61R04746,43765,TCLU7487270,2200,GTHA,D39980051,A03,A05
R,45566.89599537037,45566.95291666667,86C16978,26599607,,16978,FBIU5603242,4530,NHAR,R39980032,E02,G04
R,45566.89603009259,45566.90903935185,51C64450,26599608,,64450,FITU5545646,4500,NHAR,R39980023,D02,B09
D,45566.89611111111,45566.931597222225,50H27933,26599609,50R04988,27933,SEGU3379710,2200,GTHA,D39980048,D02,A06
R,45566.89634259259,45566.91777777778,50LD11642,26599610,50R03052,11642,TCNU3646453,4500,HBCX,R39980053,B05,G04
D,45566.89634259259,45566.91777777778,50LD11642,26599610,50R03052,11642,MATU2347226,4200,CAPR,E39980060,B05,G04
R,45566.896516203706,45566.9165162037,50LD09193,26599611,50R02249,09193,MRSU0348332,2200,HBCX,R39980056,B02,B09
D,45566.896527777775,45566.91296296296,43H00072,26599612,51R20414,00072,TEMU8532643,4500,GTHA,D39980052,D02,B08
D,45566.89655092593,45566.92775462963,51D65374,26599613,51R40181,65374,SKLU2120774,2200,GTHA,D39980054,A02,A05
D,45566.896678240744,45566.92668981481,51D08552,26599614,50R04489,08552,NSSU0090791,2200,GTHA,D39980090,A02,B09
R,45566.896678240744,45566.92668981481,51D08552,26599614,50R04489,08552,MRSU0469381,2200,HBCX,R39980058,A02,B09
D,45566.89670138889,45566.92128472222,51C57581,26599615,51R09713,57581,EMCU1622372,4500,GTHA,D39980057,B03,B09
R,45566.89708333334,45566.938784722224,50H44752,26599616,50RM02960,44752,OOCU7322421,4500,HBCX,R39980088,A03,B09
D,45566.89708333334,45566.938784722224,50H44752,26599616,50RM02960,44752,WHSU2425762,2200,GTHA,D39980117,A03,B09
R,45566.89717592593,45566.941608796296,72LD00975,26599617,72R02754,00975,TIIU2043855,2200,HBCX,R39980171,G02,G04
R,45566.89722222222,45566.908854166664,66H01997,26599618,66R00256,01997,GAOU2562604,2200,HBCX,R39980180,B02,B09
D,45566.89729166667,45566.941041666665,51D67434,26599619,14R00331,67434,CAIU4577013,4500,GTHA,D39980164,B04,A05
D,45566.89740740741,45566.93090277778,61H14250,26599620,51R11852,14250,BEAU4609630,4500,GTHA,D39980217,B02,A06
R,45566.89740740741,45566.93090277778,61H14250,26599620,51R11852,14250,CAIU6426799,2200,HBCX,R39980138,B02,A06
D,45566.89738425926,45566.90443287037,50LD14316,26599621,,14316,WHLU7311725,2230,CAPR,E39980042,E02,E09
D,45566.89744212963,45566.91291666667,51D49290,26599622,51R26856,49290,CMAU7569246,4500,GTHA,D39980207,G02,G04
D,45566.8975462963,45566.92292824074,61C43330,26599623,61R06812,43330,HLXU8025666,4500,GTHA,D39980046,E02,E09
R,45566.89796296296,45566.91957175926,50H28986,26599624,50RM02510,28986,MSMU8202679,4500,HBCX,R39980223,A02,E09
D,45566.897986111115,45566.910787037035,50H45658,26599625,50RM03136,45658,SMCU2010673,2200,GTHA,D39980221,G02,G04
R,45566.89802083333,45566.91247685185,61H07755,26599626,61R03704,07755,TRHU4157743,4500,HBCX,R39980225,B04,B07
R,45566.89810185185,45566.94048611111,50H03930,26599627,51R13111,03930,TRHU5629438,4500,HBCX,R39980216,A03,G04
D,45566.89810185185,45566.94048611111,50H03930,26599627,51R13111,03930,SEGU2234500,2200,GTHA,D39980215,A03,G04
D,45566.89810185185,45566.94048611111,50H03930,26599627,51R13111,03930,WHSU2756734,2200,GTHA,D39980214,A03,G04
D,45566.89815972222,45566.92222222222,50H04348,26599628,61R01057,04348,CGMU9296215,4530,GTHA,D39980224,B03,B08
D,45566.89815972222,45566.92082175926,51C55659,26599629,51R14396,55659,FFAU1003814,4500,GTHA,D39980220,A02,B09
R,45566.898206018515,45566.94924768519,63C14543,26599630,63R00904,14543,YMLU5481638,4530,HBCX,R39980228,D02,B07
D,45566.89824074074,45566.93616898148,50H11239,26599631,51R12418,11239,MAGU5494240,4500,GTHA,D39980232,B03,E09
R,45566.89824074074,45566.93616898148,50H11239,26599631,51R12418,11239,HDMU4723904,4200,HBCX,R39980227,B03,E09
R,45566.89829861111,45566.909155092595,50H53705,26599632,51R17821,53705,FTAU1135700,2200,HBCX,R39980226,B05,E09
R,45566.89832175926,45566.90565972222,50H05592,26599633,51R34177,05592,GCXU5799612,4500,HBCX,R39980229,B02,B08
D,45566.89849537037,45566.92899305555,50H45591,26599634,50RM01033,45591,CAAU2475051,2200,GTHA,D39980230,D01,A06
R,45566.89847222222,45566.941354166665,51D31048,26599635,51R31946,31048,TCLU5401299,4500,NHAR,R39980043,E02,B08
D,45566.89847222222,45566.941354166665,51D31048,26599635,51R31946,31048,WHLU0457261,2200,GTHA,D39980231,E02,B08
R,45566.89857638889,45566.91248842593,15C16228,26599636,15R03471,16228,DRYU3130593,2200,HBCX,R39980235,A03,B08
D,45566.89859953704,45566.92236111111,50H29764,26599637,50RM00791,29764,OOLU0320320,2200,GTHA,D39980233,G02,B09
D,45566.898726851854,45566.910787037035,50H01490,26599638,51R10074,01490,SEKU1499243,2200,GTHA,D39980234,G02,E09
R,45566.89877314815,45566.923171296294,61C48641,26599639,61R05674,48641,MRKU4440104,4500,HBCX,R39980237,A03,E09
R,45566.89891203704,45566.9194212963,50H04246,26599640,51R16220,04246,HALU5664940,4500,HBCX,R39980238,A02,B07
D,45566.89891203704,45566.91924768518,50H04246,26599641,51R16220,04246,EGSU3443230,2200,GTHA,D39980236,A02,B07
R,45566.89895833333,45566.919328703705,51D15497,26599642,51R25769,15497,CLNU3049207,4500,NHAR,R39980050,D01,G04
R,45566.89910879629,45566.90891203703,50H24993,26599643,50RM00245,24993,SKLU1614031,2200,HBCX,R39980240,B02,B08
R,45566.89915509259,45566.9453125,50H18539,26599644,51R17387,18539,WHLU5683195,4500,NHAR,R39980218,E02,A06
D,45566.89915509259,45566.9453125,50H18539,26599644,51R17387,18539,FTAU2033744,2200,GTHA,D39980239,E02,A06
D,45566.899363425924,45566.93017361111,79C01595,26599645,51R33915,01595,TWCU2178992,2200,GTHA,D39979289,B03,B08
D,45566.899351851855,45566.92560185185,51D31292,26599646,51R30092,31292,EITU0172718,2200,GTHA,D39980242,D02,B08
D,45566.899351851855,45566.92560185185,51D31292,26599646,51R30092,31292,TEMU3924596,2200,GTHA,D39980241,D02,B08
D,45566.89942129629,45566.92841435185,50H45766,26599647,50RM03942,45766,TEMU1552946,2200,GTHA,D39980243,A02,B07
R,45566.89949074074,45566.9121875,50H35628,26599648,51R31831,35628,SEGU1047001,2200,HBCX,R39980245,A02,E09
D,45566.899502314816,45566.933333333334,51D39096,26599649,50RM03429,39096,OTPU6342491,4530,GTHA,D39980244,G02,A05
R,45566.899618055555,45566.91679398148,51C90013,26599650,51R13152,90013,FTAU1966597,2200,HBCX,R39980249,B02,E09
D,45566.89976851852,45566.925092592595,51D18370,26599651,50R04406,18370,EGHU9826660,4500,GTHA,D39980247,A03,B08
D,45566.89994212963,45566.93450231481,50H09781,26599652,50R04070,09781,TCKU3682604,2200,GTHA,D39980253,E02,G04
R,45566.89994212963,45566.93450231481,50H09781,26599652,50R04070,09781,EGHU3491596,2200,NHAR,R39980222,E02,G04
R,45566.89994212963,45566.93450231481,50H09781,26599652,50R04070,09781,EGHU3747245,2200,NHAR,R39980219,E02,G04
D,45566.899988425925,45566.949155092596,50LD16251,26599653,50RM00441,D16251,HLXU1262882,2200,GTHA,D39980252,D02,A06
R,45566.900046296294,45566.948125,38H02190,26599654,51R34129,02190,NSSU0116284,2200,HBCX,R39980255,B02,A05
D,45566.900046296294,45566.948125,38H02190,26599654,51R34129,02190,TLLU3498932,2200,GTHA,D39980254,B02,A05
D,45566.90037037037,45566.910532407404,50LD07875,26599655,50R00771,07875,CAIU2607994,2200,GTHA,D39980258,G02,G04
D,45566.90042824074,45566.942557870374,51D64962,26599656,51R33920,64962,CAAU2527664,2200,GTHA,D39980265,A01,B07
R,45566.90042824074,45566.942557870374,51D64962,26599656,51R33920,64962,TIIU5175599,4500,HBCX,R39980262,A01,B07
D,45566.90047453704,45566.94314814815,50H00006,26599657,51R25039,00006,APRU6135967,4530,GTHA,D39980259,D02,B09
D,45566.90052083333,45566.97809027778,60H07614,26599658,51R07992,07614,OOCU7762375,4500,GTHA,D39980261,B04,A05
D,45566.90054398148,45566.94414351852,50H03970,26599659,51R14713,03970,EGSU3454620,2200,GTHA,D39980260,A03,A06
R,45566.90054398148,45566.94414351852,50H03970,26599659,51R14713,03970,FANU1255996,4500,HBCX,R39980268,A03,A06
D,45566.900659722225,45566.95704861111,51C16884,26599660,51R9431,16884,WHSU6496168,4500,GTHA,D39980264,E02,A06
R,45566.900659722225,45566.95704861111,51C16884,26599660,51R9431,16884,TGBU2636595,2200,NHAR,R39980059,E02,A06
R,45566.900659722225,45566.95704861111,51C16884,26599660,51R9431,16884,SEGU1096161,2200,NHAR,R39980152,E02,A06
D,45566.90074074074,45566.982303240744,51D12609,26599661,51R11405,12609,CMAU2124915,2200,GTHA,D39981489,D02,A06
D,45566.90074074074,45566.982303240744,51D12609,26599661,51R11405,12609,CMAU2070505,2200,GTHA,D39980263,D02,A06
R,45566.90083333333,45566.91353009259,29K02212,26599662,29R51592,02212,SEGU3619641,2200,HBCX,R39980269,B05,B08
D,45566.90084490741,45566.91701388889,51D31898,26599663,51R18143,31898,FBIU5086751,4530,GTHA,D39980267,B04,B09
D,45566.90096064815,45566.91082175926,50E09148,26599664,60R07167,09148,FFAU5437608,4500,GTHA,D39980256,A02,B09
R,45566.90099537037,45566.94155092593,61C43439,26599665,51R22570,43439,NIDU2339817,2200,HBCX,R39980270,B02,B07
R,45566.90099537037,45566.94155092593,61C43439,26599665,51R22570,43439,GESU1090343,2200,HBCX,R39980273,B02,B07
D,45566.90099537037,45566.94155092593,61C43439,26599665,51R22570,43439,TRHU7065511,4500,GTHA,D39980295,B02,B07
