R_D,IG_TS,OG_TS,TRK_ID,TRK_KEY,CHASSIS_NO,BAT_NO,ITEM_NO,ISO,OPERATION_METHOD,EIR_ID,LANE_NO_IN,LANE_NO_OUT
R,45566.00240740741,45566.02570601852,50H35787,26589906,51R15387,35787,MSMU1084297,2200,HBCX,R39965007,B03,E09
D,45566.00252314815,45566.01060185185,15C33641,26589907,15R14427,33641,WHLU0383024,2200,GTHA,D39965005,G02,G04
R,45566.002650462964,45566.02318287037,51C96339,26589908,51R20436,96339,TGBU4490745,4500,HBQC,R39965010,B02,G04
D,45566.00271990741,45566.02868055556,61C37102,26589909,51R10035,37102,CSNU7037866,4500,GTHA,D39965009,D02,B09
R,45566.00282407407,45566.06429398148,50H45156,26589910,51R07315,45156,MRKU3738542,4500,HBCX,R39964984,G02,G04
R,45566.002962962964,45566.048101851855,50H34155,26589911,51R34085,34155,OOLU6490089,4530,HBCX,R39965011,D02,B08
R,45566.00299768519,45566.05074074074,51C44060,26589912,51R02033,44060,TLLU6901018,4500,HBCX,R39965014,E02,B08
R,45566.003067129626,45566.044270833336,50H01642,26589913,51R33749,01642,YMLU5484529,4530,HBQC,R39965013,D02,B08
R,45566.00315972222,45566.022824074076,70H01982,26589914,51R07420,01982,HLBU2027155,4500,HBCX,R39965019,B02,G04
R,45566.00315972222,45566.05197916667,51C57346,26589915,51R19608,57346,TXGU5663719,4500,HBCX,R39965020,B03,E09
D,45566.00315972222,45566.05197916667,51C57346,26589915,51R19608,57346,TRHU4430708,4500,GTHA,D39965021,B03,E09
D,45566.00318287037,45566.05626157407,61H01360,26589916,50RM03168,01360,EMCU1529418,4500,GTHA,D39965017,D01,B09
D,45566.00318287037,45566.044965277775,61C04972,26589917,61R02573,04972,SMCU1271482,4500,GTHA,D39965015,B05,B08
D,45566.00335648148,45566.03502314815,51D63216,26589918,51R26745,63216,MSMU5680798,4500,GTHA,D39965025,A03,E09
R,45566.00335648148,45566.03502314815,51D63216,26589918,51R26745,63216,MSKU9979889,4500,HBCX,R39962480,A03,E09
D,45566.00335648148,45566.02371527778,50H25167,26589919,,25167,WHSU6921101,4500,CAPR,E39964998,E02,E09
R,45566.003645833334,45566.05247685185,51C77138,26589920,51R21151,77138,BMOU1084970,2200,HBCX,R39965026,B03,E09
D,45566.003645833334,45566.05247685185,51C77138,26589920,51R21151,77138,FBLU0157712,4500,GTHA,D39965046,B03,E09
R,45566.00369212963,45566.025509259256,50H20896,26589921,51R34330,20896,BEAU2563084,2200,HBCX,R39965027,A03,G04
R,45566.00372685185,45566.034108796295,51C19352,26589922,51R22557,19352,TCKU7993461,4500,HBCX,R39965028,G02,E09
D,45566.003900462965,45566.04083333333,61E04123,26589923,61RM00159,04123,TIIU4560327,4500,GTHA,D39965024,A02,B09
R,45566.003900462965,45566.04083333333,61E04123,26589923,61RM00159,04123,TCNU7500894,4500,HBCX,R39965029,A02,B09
D,45566.004270833335,45566.08059027778,51D07299,26589924,61R04975,07299,MRSU0036524,2200,GTHA,D39965038,B05,A05
R,45566.004270833335,45566.08059027778,51D07299,26589924,61R04975,07299,CSNU1533386,2200,HBCX,R39965034,B05,A05
D,45566.004270833335,45566.08059027778,51D07299,26589924,61R04975,07299,SEGU1666520,2200,GTHA,D39965037,B05,A05
R,45566.004479166666,45566.02488425926,83C03069,26589925,83R00112,03069,EMCU5730890,4530,HBCX,R39965031,D02,G04
R,45566.00465277778,45566.05417824074,72H02049,26589926,72R02280,02049,MRSU5777704,4500,HBQC,R39965041,A02,B09
R,45566.00510416667,45566.04597222222,51C68986,26589927,51R14189,68986,SITU2797077,2200,HBCX,R39965042,B05,B09
D,45566.00510416667,45566.04597222222,51C68986,26589927,51R14189,68986,EITU9437401,4500,GTHA,D39965044,B05,B09
D,45566.00515046297,45566.0294212963,50H23365,26589928,,23365,TGBU4098312,4500,CAPR,E39965018,E02,E09
R,45566.005590277775,45566.035625,50H14049,26589929,51R50065,14049,YMLU5423755,4530,HBQC,R39965045,D02,B08
R,45566.0056712963,45566.05068287037,61H13614,26589930,51R50522,13614,HLBU2259280,4500,HBCX,R39965047,E02,E09
D,45566.0056712963,45566.05068287037,61H13614,26589930,51R50522,13614,UETU5555596,4500,CAPR,E39965016,E02,E09
D,45566.00571759259,45566.035474537035,86C07480,26589931,86R01396,07480,FBIU5329830,4530,GTHA,D39965035,G02,G04
D,45566.00572916667,45566.06060185185,51C92277,26589932,51R30821,92277,WHSU0042445,2200,GTHA,D39964989,B02,A05
D,45566.00575231481,45566.05366898148,51C67048,26589933,51R10123,67048,MRKU5023635,4500,GTHA,D39965030,A03,A05
D,45566.00578703704,45566.03591435185,51D13110,26589934,51R19273,13110,OTPU6191559,4530,GTHA,D39965022,D02,B09
D,45566.005844907406,45566.04754629629,50H14246,26589935,51R27026,14246,UETU2578561,2200,GTHA,D39965033,B03,A05
D,45566.00587962963,45566.03371527778,50H18857,26589936,51R27287,18857,EGHU8496440,4500,GTHA,D39965043,B02,B09
D,45566.0059375,45566.043657407405,72C06860,26589937,51R09644,06860,DFSU1592926,2200,GTHA,D39965039,G02,G04
D,45566.006053240744,45566.039664351854,14C12177,26589938,70R01460,12177,TEMU3958111,2200,GTHA,D39965023,B03,B09
R,45566.00608796296,45566.04421296297,50H05691,26589939,51R18578,05691,GMOU9017588,4530,HBCX,R39965052,D02,B09
D,45566.00633101852,45566.03796296296,50H01938,26589940,61R02719,01938,OOCU0690674,2200,GTHA,D39965057,B03,A05
R,45566.00643518518,45566.07763888889,71C05490,26589941,71R00068,05490,SEKU1421517,2200,HBCX,R39965058,A03,A05
D,45566.00648148148,45566.04331018519,51C63453,26589942,51R11950,63453,MRSU5492867,4500,GTHA,D39965036,A02,A05
R,45566.00648148148,45566.02197916667,50H26346,26589943,50R04746,26346,TCLU3886586,2200,HBCX,R39965048,B02,B08
D,45566.006516203706,45566.07350694444,50H17517,26589944,51R50420,17517,TIIU5679049,4500,GTHA,D39965050,G02,A05
D,45566.00653935185,45566.05417824074,51C76347,26589945,51R24093,76347,SZLU9922073,4530,GTHA,D39965056,D01,B08
D,45566.00653935185,45566.067395833335,50H22974,26589946,51R34048,22974,FCIU9044036,4500,GTHA,D39965054,G02,A05
R,45566.00653935185,45566.067395833335,50H22974,26589946,51R34048,22974,HMMU2070054,2200,HBCX,R39965060,G02,A05
D,45566.00655092593,45566.0465625,51C69281,26589947,51R01301,69281,FCIU7391294,4500,GTHA,D39965055,A03,B09
D,45566.00665509259,45566.05631944445,81H00901,26589948,50RM02352,00901,HPCU4684416,4500,GTHA,D39965053,D02,A05
D,45566.00696759259,45566.038622685184,60C52836,26589949,60R04579,52836,EITU9202705,4500,GTHA,D39965059,D02,B08
D,45566.00702546296,45566.04311342593,61C30015,26589950,61RM00217,30015,TWCU2143070,2200,GTHA,D39965061,B03,A05
R,45566.007060185184,45566.07699074074,57L8295,26589951,51R23718,L8295,TCNU1840860,4500,HBCX,R39965064,G02,B08
D,45566.0071875,45566.03957175926,50H01412,26589952,51R40752,01412,ZIMU3193010,2200,GTHA,D39965062,D02,B09
D,45566.0071875,45566.03957175926,50H01412,26589952,51R40752,01412,OOLU1561981,2200,GTHA,D39965063,D02,B09
R,45566.00724537037,45566.038993055554,50H41231,26589953,51R40542,41231,PCIU8837009,4500,HBQC,R39965066,B03,G04
R,45566.00729166667,45566.027766203704,50H01865,26589954,51R33744,01865,BSIU2728970,2200,HBCX,R39965068,G02,E09
D,45566.00729166667,45566.027766203704,50H01865,26589954,51R33744,01865,HLBU2538659,4500,GTHA,D39965078,G02,E09
R,45566.007418981484,45566.04189814815,51C60201,26589955,69R00034,60201,OERU4140334,4530,HBCX,R39965069,D01,B08
D,45566.00743055555,45566.029861111114,51C95827,26589956,50RM02208,95827,FTAU1780299,2200,GTHA,D39965065,A02,B09
D,45566.00753472222,45566.03082175926,60H01900,26589957,60R01104,01900,GAOU7335460,4500,GTHA,D39965067,D02,B09
R,45566.00767361111,45566.041296296295,70H04430,26589958,70R02023,04430,CSLU1450900,2200,HBCX,R39965071,A03,B08
R,45566.007789351854,45566.06141203704,51D07391,26589959,51R30440,07391,BEAU2323930,2200,HBCX,R39964857,A02,A05
R,45566.007893518516,45566.019583333335,50H44533,26589960,50RM03901,44533,UETU2206142,2200,HBCX,R39965070,B05,G04
D,45566.007997685185,45566.0471875,51C95389,26589961,51R19189,95389,CGMU5265540,4530,GTHA,D39965074,B03,B09
R,45566.00800925926,45566.04488425926,50H45075,26589962,51R04295,45075,TLLU4189970,4500,HBCX,R39965076,B03,E09
D,45566.00800925926,45566.04488425926,50H45075,26589962,51R04295,45075,WHLU5807362,4500,CAPR,E39965377,B03,E09
R,45566.00813657408,45566.06914351852,66F00766,26589963,66R00658,00766,FSCU5324193,4530,HBCX,R39965077,D02,B08
D,45566.00813657408,45566.06914351852,66F00766,26589963,66R00658,00766,OOLU1942313,2200,GTHA,D39965081,D02,B08
R,45566.00815972222,45566.0640162037,51D08865,26589964,51R26266,08865,HMMU6768568,4500,HBCX,R39965012,A02,B08
D,45566.00815972222,45566.0640162037,51D08865,26589964,51R26266,08865,BEAU4408169,4500,GTHA,D39965092,A02,B08
D,45566.0084375,45566.09168981481,50H04401,26589965,51R40474,04401,GAOU7322308,4500,GTHA,D39965080,A03,A05
R,45566.0084375,45566.09168981481,50H04401,26589965,51R40474,04401,UETU7292101,4500,HBCX,R39965083,A03,A05
R,45566.00844907408,45566.05509259259,50H13116,26589966,51R05736,13116,MRSU3798992,4500,HBCX,R39965082,B03,G04
R,45566.008518518516,45567.035995370374,51C76340,26589967,51R32909,76340,DFSU3163005,2200,HBCX,R39965084,G02,G02
D,45566.008518518516,45567.035995370374,51C76340,26589967,51R32909,76340,BMOU4376770,4500,GTHA,D39965104,G02,G02
R,45566.00858796296,45566.033483796295,51C61332,26589968,51R05544,61332,TCLU5049608,4500,HBCX,R39965075,A02,B09
D,45566.00877314815,45566.06097222222,51C69972,26589969,51R21414,69972,BSIU2669883,2200,GTHA,D39965087,D02,A05
D,45566.00883101852,45566.033472222225,60C28274,26589970,60R02103,28274,CSNU7820038,4500,GTHA,D39965088,A03,G04
D,45566.00885416667,45566.044583333336,51C25859,26589971,61R06628,25859,EISU9452233,4500,GTHA,D39965089,B03,B08
D,45566.00890046296,45566.06947916667,60C29435,26589972,60R01236,29435,SEGU3474980,2200,GTHA,D39965095,B05,B09
R,45566.00890046296,45566.06947916667,60C29435,26589972,60R01236,29435,EITU1395090,4500,HBCX,R39965093,B05,B09
R,45566.009050925924,45566.042974537035,60H01335,26589973,60R01437,01335,CMAU8429953,4500,HBCX,R39965096,B03,G04
D,45566.009050925924,45566.042974537035,60H01335,26589973,60R01437,01335,TCLU8756250,4500,GTHA,D39965100,B03,G04
R,45566.00907407407,45566.077511574076,50H45516,26589974,51R02380,45516,EGHU9339050,4500,HBCX,R39965097,E02,B09
D,45566.00907407407,45566.077511574076,50H45516,26589974,51R02380,45516,WHLU5656142,4500,GTHA,D39965358,E02,B09
D,45566.00925925926,45566.041550925926,51C21944,26589975,51R10822,21944,CAAU5743775,4500,GTHA,D39965094,A03,B08
D,45566.00929398148,45566.02344907408,50H35733,26589976,50RM03342,35733,TCKU6961135,4500,GTHA,D39965091,G02,G04
D,45566.009363425925,45566.03207175926,50LD19322,26589977,50R04800,19322,IAAU2868732,2200,GTHA,D39965099,A02,B08
D,45566.00943287037,45566.01425925926,86H4372,26589978,,H4372,FCIU9213310,4500,CAPR,E39965072,E02,E09
R,45566.00943287037,45566.07939814815,61C29420,26589979,61R04564,29420,IAAU1861672,4500,HBCX,R39965098,B05,A05
D,45566.00943287037,45566.07939814815,61C29420,26589979,61R04564,29420,CSNU2037020,2200,GTHA,D39965102,B05,A05
D,45566.00949074074,45566.033472222225,50H01704,26589980,51R34248,01704,TRHU6059258,4500,GTHA,D39965101,E02,E09
D,45566.00950231482,45566.042025462964,51D36370,26589981,51R33565,36370,FTAU1617213,2200,GTHA,D39965103,A03,B08
D,45566.00952546296,45566.26243055556,51C40801,26589982,51R07929,40801,MRSU4331261,4500,GTHA,D39965106,B03,B09
R,45566.00952546296,45566.26243055556,51C40801,26589982,51R07929,40801,MRSU6335693,4500,HBCX,R39965105,B03,B09
R,45566.00987268519,45566.087476851855,86H6672,26589983,95R00093,H6672,TRHU5387782,4500,HBCX,R39965108,B03,A05
D,45566.00987268519,45566.087476851855,86H6672,26589983,95R00093,H6672,TIIU5681391,4500,GTHA,D39965113,B03,A05
D,45566.00989583333,45566.054027777776,61H13008,26589984,51R22294,13008,CAAU6319967,4500,GTHA,D39965107,E02,E09
R,45566.00994212963,45566.03806712963,50LD21225,26589985,51R15861,21225,REGU5110565,4500,HBCX,R39965110,A02,A05
D,45566.009988425925,45566.05003472222,51D93171,26589986,50RM03655,93171,FTAU1798894,2200,CAPR,E39965424,E02,E09
D,45566.009988425925,45566.05003472222,51D93171,26589986,50RM03655,93171,FTAU1794414,2200,CAPR,E39965425,E02,E09
R,45566.009988425925,45566.05003472222,51D93171,26589986,50RM03655,93171,FTAU1817361,2200,HBCX,R39965111,E02,E09
D,45566.01005787037,45566.049155092594,51C18100,26589987,51R01855,18100,TGBU2280740,2200,GTHA,D39965109,G02,B09
D,45566.01012731482,45566.065983796296,61C31819,26589988,51R09239,31819,MRKU2450947,4500,GTHA,D39965112,A03,B09
R,45566.01017361111,45566.08252314815,61C31201,26589989,51R01815,31201,FFAU1272599,4500,HBCX,R39965115,B03,A05
D,45566.01017361111,45566.08252314815,61C31201,26589989,51R01815,31201,TIIU2530540,2200,GTHA,D39965118,B03,A05
D,45566.01017361111,45566.08252314815,61C31201,26589989,51R01815,31201,TRHU3814252,2200,GTHA,D39965117,B03,A05
R,45566.01047453703,45566.0240162037,51D30926,26589990,53R0788,30926,MSKU1822511,4500,HBCX,R39965120,E02,E09
D,45566.0105787037,45566.07378472222,51C17405,26589991,51R34085,17405,OTPU6552564,4530,CAPR,E39965608,G02,G04
R,45566.0105787037,45566.07378472222,51C17405,26589991,51R34085,17405,OERU4244982,4530,HBCX,R39965121,G02,G04
D,45566.010613425926,45566.050520833334,SM-66,26589992,51R10333,2337,TRHU5437707,4500,GTHA,D39965116,G02,B08
R,45566.010659722226,45566.04280092593,50H25234,26589994,50RM00058,25234,YMLU5502685,4530,HBQC,R39965122,D02,B08
R,45566.010833333334,45566.034467592595,51D05869,26589995,61R1129,05869,BEAU2316021,2200,HBCX,R39965126,A03,B08
D,45566.01090277778,45566.05173611111,62G00091,26589996,62R00975,00091,WHSU2974335,2200,GTHA,D39965123,E02,E09
R,45566.01090277778,45566.05173611111,62G00091,26589996,62R00975,00091,PCIU1133380,2200,NHAR,R39965090,E02,E09
R,45566.01090277778,45566.05173611111,62G00091,26589996,62R00975,00091,PCIU1826213,2200,NHAR,R39965085,E02,E09
D,45566.011030092595,45566.0219212963,61LD07956,26589997,61R05822,07956,CAIU7888111,4500,GTHA,D39965125,G02,G04
D,45566.01106481482,45566.04238425926,50LD13513,26589998,51R07669,13513,WHSU0193816,2200,GTHA,D39965124,D02,B09
R,45566.01112268519,45566.03026620371,50H38694,26589999,51R16167,38694,CSNU1204992,2200,HBCX,R39965129,B02,B09
D,45566.011145833334,45566.04576388889,50H09427,26590000,51R34458,09427,TLLU1501343,4260,GTHA,D39965127,B05,B08
D,45566.01119212963,45566.04425925926,71H00441,26590001,71R00218,00441,BMOU6225156,4500,GTHA,D39965128,G02,B09
R,45566.011342592596,45566.02394675926,51C78710,26590002,51R16633,78710,UETU5450091,4500,HBCX,R39965132,B05,B08
D,45566.011469907404,45566.02853009259,60H20572,26590003,60RM00956,20572,BSIU2375467,2200,GTHA,D39965130,G02,G04
D,45566.01152777778,45566.05060185185,51D13541,26590004,50RM02209,13541,FCIU6637151,2200,GTHA,D39965131,D02,B09
R,45566.01153935185,45566.041238425925,61H08574,26590005,51R16780,08574,MRKU7332459,2200,HBQC,R39965135,B05,B09
R,45566.01153935185,45566.041238425925,61H08574,26590005,51R16780,08574,MRKU9139599,2200,HBQC,R39965134,B05,B09
R,45566.011655092596,45566.04931712963,50LD20687,26590006,51R14310,20687,MSKU7975708,2200,HBCX,R39965133,A02,A05
R,45566.01200231481,45566.04460648148,50H45227,26590007,50RM03418,45227,TEMU0680285,2200,HBCX,R39965137,B03,E09
D,45566.01204861111,45566.07189814815,62H03869,26590008,62R00981,03869,YMMU4029479,4200,GTHA,D39965073,G02,A05
D,45566.0121875,45566.031909722224,51C98607,26590009,51R04090,98607,GAOU2013440,2200,GTHA,D39965138,A02,B08
R,45566.01221064815,45566.031435185185,51D35329,26590010,51R15476,35329,TCLU3191125,2200,HBCX,R39965140,B02,E09
D,45566.01231481481,45566.04744212963,50H13058,26590011,51R14256,13058,FBIU0123997,2200,GTHA,D39965139,D02,E09
R,45566.01236111111,45566.040821759256,51C99352,26590012,51R50157,99352,TRHU5817878,4500,HBCX,R39965143,B03,G04
R,45566.01238425926,45566.053715277776,51C43096,26590013,51R07273,43096,BEAU5100458,4500,HBCX,R39965141,A03,B09
D,45566.01252314815,45566.03224537037,15C33760,26590014,15R14391,33760,WHSU2492312,2200,GTHA,D39965146,A02,G04
D,45566.01262731481,45566.03673611111,51D46689,26590015,51R32456,46689,YMMU6402025,4500,GTHA,D39965142,A02,E09
D,45566.01267361111,45566.07649305555,51D44884,26590016,51R07093,44884,FTAU1780196,2200,GTHA,D39965145,D01,A05
R,45566.01280092593,45566.03399305556,51C39337,26590017,51R08762,39337,OOLU0184287,2200,HBCX,R39965150,B03,E09
D,45566.01283564815,45566.06636574074,51C48399,26590018,51R08925,48399,TCNU4581207,4500,GTHA,D39965136,A03,A05
R,45566.01290509259,45566.03372685185,50H22886,26590019,51R40174,22886,TCKU2269561,2200,HBCX,R39965151,B02,A05
R,45566.01291666667,45566.02652777778,61H09792,26590020,61R06865,09792,HMMU2176128,2200,HBCX,R39965152,G02,G04
R,45566.01292824074,45566.040671296294,51D07832,26590021,51R18082,07832,OOLU6285839,4530,HBCX,R39965153,D02,G04
D,45566.012974537036,45566.05005787037,50H09447,26590022,51R30256,09447,BSIU3044191,2200,GTHA,D39965149,G02,G04
R,45566.01300925926,45566.067199074074,37G00067,26590023,34R04176,00067,SKLU2055642,2200,HBCX,R39965154,A02,A05
D,45566.013136574074,45566.071122685185,60V1056,26590024,60R00352,V1056,DRYU9470604,4500,GTHA,D39965178,E02,A05
R,45566.013136574074,45566.071122685185,60V1056,26590024,60R00352,V1056,OOLU9078650,9500,HBCX,R39965086,E02,A05
D,45566.01326388889,45566.046423611115,50H00882,26590025,51R40824,00882,HLHU8401937,4500,GTHA,D39965155,B03,E09
R,45566.013287037036,45566.05252314815,50LD19997,26590026,51R17604,19997,YMMU6164420,4500,HBCX,R39965157,A03,B08
D,45566.013333333336,45566.04814814815,51C18594,26590027,50RM01510,18594,SIKU3093100,2200,GTHA,D39964265,A02,A05
D,45566.013391203705,45566.032847222225,50LD20713,26590028,51R17615,20713,KOCU4920220,4500,GTHA,D39965156,G02,E09
D,45566.01356481481,45566.04828703704,61H12145,26590029,61R03754,12145,HMMU6318513,4500,GTHA,D39965160,A03,G04
D,45566.01366898148,45566.0502662037,50H23890,26590030,50RM01151,23890,CIPU5044333,4500,GTHA,D39965159,E02,E09
D,45566.01384259259,45566.04152777778,51C52748,26590031,51R34160,52748,TLLU2250427,2200,GTHA,D39965161,D02,B09
D,45566.01388888889,45566.065034722225,50H16012,26590032,51R40572,16012,MRKU8990161,2200,GTHA,D39965162,A02,A05
D,45566.01405092593,45566.04109953704,50LD19386,26590033,50R04008,19386,PONU0610204,2200,GTHA,D39965165,D02,B08
D,45566.0140625,45566.03072916667,71H00040,26590034,,00040,BSIU9494410,4500,CAPR,E39965147,E02,E09
R,45566.01414351852,45566.04216435185,51C60446,26590035,51R12406,60446,FSCU5329960,4530,HBCX,R39965168,D02,G04
R,45566.01422453704,45566.04539351852,61LD07409,26590036,61R04943,07409,CAAU5721631,4500,HBCX,R39965169,G02,G04
R,45566.01424768518,45566.02905092593,71H00359,26590037,71R00211,00359,SITU9095719,4500,HBCX,R39965171,B05,E09
R,45566.01431712963,45566.071435185186,50H04699,26590038,51R15475,04699,FYCU7122574,2200,HBCX,R39965172,A03,B08
D,45566.01431712963,45566.071435185186,50H04699,26590038,51R15475,04699,EGHU3602160,2200,GTHA,D39965175,A03,B08
R,45566.01445601852,366.0,51C19874,26590039,51R07058,19874,ZIMU1156661,2200,HBCX,R39965201,E02,
D,45566.01445601852,366.0,51C19874,26590039,51R07058,19874,TRHU3140535,2200,GTHA,D39965164,E02,
D,45566.01445601852,366.0,51C19874,26590039,51R07058,19874,FTAU1057762,2200,GTHA,D39965182,E02,
D,45566.01446759259,45566.05165509259,51C77266,26590040,51R16392,77266,PCIU1070126,2200,GTHA,D39965173,A02,A05
D,45566.01458333333,45566.07943287037,51C91558,26590041,70R00520,91558,DRYU3056670,2200,GTHA,D39965166,G02,A05
R,45566.01460648148,45566.0290625,50LD09193,26590042,51R21523,09193,TLLU3563679,2200,HBCX,R39965177,B02,G04
D,45566.01459490741,45566.0756712963,50LD19206,26590043,51R15650,19206,TGCU0186907,2200,GTHA,D39965174,D02,B09
R,45566.01476851852,45566.038819444446,61H07771,26590044,51R02925,07771,TLLU6109335,4200,HBCX,R39965181,A02,G04
R,45566.01480324074,45566.057592592595,51C95342,26590045,51R3311,95342,WHSU6506224,4500,HBCX,R39965183,A03,A05
D,45566.01484953704,45566.04640046296,70C15420,26590046,70R01333,15420,TLLU8664168,4500,GTHA,D39965180,D01,B08
D,45566.01488425926,45566.06810185185,51C57581,26590047,51R27055,57581,DFSU1116766,2200,GTHA,D39965158,B05,B08
R,45566.01488425926,45566.06810185185,51C57581,26590047,51R27055,57581,SKLU1581600,2200,HBCX,R39965184,B05,B08
D,45566.01490740741,45566.07256944444,50H45847,26590048,51R22167,45847,MRSU3314892,4500,GTHA,D39965179,D02,A05
R,45566.015,45566.34394675926,50H25374,26590049,50RM00025,25374,YMLU5389352,4530,HBQC,R39965185,D02,B09
R,45566.015081018515,45566.043287037035,50H04595,26590050,51R21597,04595,MRKU0659630,4200,HBCX,R39965186,G02,G04
D,45566.01527777778,45566.054236111115,57L3327,26590051,51R00279,L3327,TRHU4508405,4500,CAPR,E39965549,A02,E09
R,45566.01527777778,45566.054236111115,57L3327,26590051,51R00279,L3327,NYKU3347292,2200,HBCX,R39965190,A02,E09
D,45566.01541666667,45566.062731481485,36H06687,26590052,51R16668,06687,SNBU2271192,2200,GTHA,D39965189,G02,G04
D,45566.01542824074,45566.04886574074,50H06626,26590053,50RM02878,06626,GCXU5370309,4500,CAPR,E39965674,A02,E09
R,45566.01542824074,45566.04886574074,50H06626,26590053,50RM02878,06626,NSSU7072125,4500,HBCX,R39965192,A02,E09
R,45566.01548611111,45566.041921296295,51D05908,26590054,51R30685,05908,TEMU8109246,4500,HBCX,R39965191,E02,B09
D,45566.015497685185,45566.0594212963,15C33410,26590055,61R0048,33410,FCIU6405310,2200,GTHA,D39965188,B02,E09
R,45566.015497685185,45566.0594212963,15C33410,26590055,61R0048,33410,ZCSU2679987,4200,HBCX,R39965187,B02,E09
R,45566.015555555554,45566.072534722225,51C07702,26590056,51R13140,07702,OOLU6820299,4500,HBCX,R39965193,B05,A05
R,45566.01565972222,45566.05648148148,51D35460,26590057,51R05430,35460,STXU2052382,2200,HBCX,R39965196,A03,B08
R,45566.01568287037,45566.069756944446,62C01808,26590058,51R15078,01808,MAGU2192740,2200,HBCX,R39965198,A02,B08
D,45566.015810185185,45566.047476851854,51D62982,26590059,51R10895,62982,TCNU2089332,4500,GTHA,D39965197,B05,B08
D,45566.01582175926,45566.048634259256,60H01023,26590060,60R05340,01023,IPXU3900182,2200,GTHA,D39965194,E02,A05
R,45566.015856481485,45566.0496875,70G00789,26590061,51R33680,00789,SEKU5878271,4500,HBCX,R39965199,A02,B08
